sample_id,group,batch,measure_1,resolution_ang,r_free,chain_length_aa,molecular_weight_kda,fraction_helix,fraction_sheet,mean_b_factor,radius_gyration_ang,ligand_count,isoelectric_point,target_a,target_b
STR-500711,TreatmentA,B01,135.66,2.62,0.2866,378,25.5,0.3891,0.2402,33.81,20.47,2,4.8,0,0
STR-500426,TreatmentB,B01,103.78,1.46,0.1936,336,23.73,0.2525,0.2011,32.16,35.37,2,6.74,1,1
STR-500603,TreatmentB,B02,86.8,0.66,0.2392,417,89.68,0.4274,0.1423,15.48,31.38,2,7.16,0,1
STR-500487,TreatmentB,B03,85.12,0.94,0.2056,224,11.55,0.4634,0.2906,21.16,24.78,2,7.48,1,0
STR-500049,TreatmentA,B02,97.73,2.91,0.2745,317,29.41,0.4689,0.3111,34.69,27.29,8,5.81,0,0
STR-500223,TreatmentB,B03,65.28,1.53,0.2824,375,14.93,0.6689,0.3704,37.14,39.86,2,5.62,0,1
STR-500014,TreatmentA,B02,109.21,3.38,0.2292,203,16.04,0.4114,0.108,25.46,20.45,2,6.91,0,1
STR-500842,Control,B03,84.82,2.07,0.1806,322,23.47,0.2274,0.3419,27.89,15.86,4,7.8,1,0
STR-500809,TreatmentA,B01,88.82,2.18,0.2355,375,39.73,0.4608,0.3117,21.14,14.61,3,8.22,0,0
STR-500176,Control,B03,107.38,1.48,0.2597,230,31.58,0.3928,0.3088,41.09,17.92,3,8.33,0,0
STR-500086,TreatmentB,B01,101.12,0.66,0.2638,149,58.3,0.3514,0.2846,52.68,29.12,4,5.85,0,0
STR-500571,Control,B03,79.69,2.23,0.1825,213,42.52,0.2578,0.1862,31.37,29.04,2,8.02,1,1
STR-500538,TreatmentA,B01,80.97,1.31,0.3121,258,29.53,0.3674,0.4074,15.2,33.92,0,5.12,0,0
STR-500017,TreatmentB,B01,91.35,1.02,0.2224,206,90.96,0.5402,0.159,65.9,25.74,4,5.76,0,0
STR-500667,TreatmentA,B02,88.41,3.62,0.3029,914,14.7,0.5372,0.2883,75.55,20.76,1,5.81,0,0
STR-500764,Control,B01,103.09,1.53,0.248,266,19.39,0.4202,0.3493,25.58,14.17,6,8.69,0,0
STR-500397,TreatmentA,B03,95.19,1.29,0.1873,226,87.8,0.4551,0.5771,24.65,21.66,3,6.83,1,1
STR-500476,TreatmentA,B01,94.78,1.82,0.2708,88,29.16,0.2494,0.5125,24.89,25.44,1,6.25,1,0
STR-500129,TreatmentA,B02,115.79,2.08,0.2313,210,89.23,0.3594,0.1654,13.54,26.55,5,9.13,0,0
STR-500323,TreatmentB,B01,94.88,0.04,0.2369,312,46.49,0.5372,0.4648,36.12,26.68,4,8.93,0,1
STR-500776,Control,B01,61.81,1.41,0.2364,292,38.48,0.6792,0.1909,44.28,24.68,1,8.7,1,0
STR-500309,TreatmentA,B01,103.76,1.78,0.1357,347,41.67,0.474,0.3372,18.52,14.91,3,8.31,1,1
STR-500774,Control,B01,115.05,2.61,0.1932,534,24.52,0.4034,0.0727,38.76,22.51,4,7.72,0,1
STR-500786,Control,B03,113.49,1.92,0.1935,276,33.5,0.5907,0.2797,40.96,26.99,2,7.49,1,1
STR-500387,TreatmentA,B01,83.74,1.46,0.2214,125,11.97,0.4541,0.2649,80.72,27.39,3,7.06,0,0
STR-500713,Control,B03,105.39,3.48,0.239,733,64.86,0.4124,0.3176,53.02,27.17,3,5.07,0,0
STR-500415,TreatmentB,B02,79.39,2.28,0.3115,163,24.07,0.4864,0.1566,10.21,25.86,4,7.0,0,0
STR-500079,TreatmentB,B03,130.13,0.64,0.2208,339,13.38,0.4033,0.4385,31.44,22.15,1,8.32,1,0
STR-500007,TreatmentA,B03,77.92,1.36,0.2723,156,28.22,0.7641,0.3393,38.1,13.23,4,5.8,0,1
STR-500209,Control,B02,119.5,2.71,0.2224,183,18.33,0.5133,0.191,37.91,20.9,3,8.5,0,0
STR-500018,TreatmentB,B03,120.12,2.5,0.166,299,20.31,0.6098,0.424,17.94,26.67,0,6.59,0,1
STR-500712,TreatmentB,B02,102.68,1.63,0.1767,348,68.06,0.308,0.2728,6.97,29.61,3,7.13,1,1
STR-500038,TreatmentA,B02,113.87,1.95,0.2082,228,33.56,0.2328,0.3266,31.48,27.7,1,4.4,1,0
STR-500188,TreatmentA,B01,87.43,1.66,0.2578,253,6.78,0.575,0.37,17.46,32.08,4,8.42,0,1
STR-500340,TreatmentA,B03,103.62,1.7,0.1689,585,26.8,0.7118,0.2381,31.13,22.06,2,4.44,0,0
STR-500138,TreatmentB,B01,116.97,0.69,0.2294,188,25.24,0.3583,0.2772,14.15,25.26,2,6.24,1,1
STR-500502,Control,B02,102.46,1.4,0.2132,562,85.46,0.5157,0.2524,21.79,21.44,3,4.8,0,0
STR-500636,Control,B03,111.12,2.85,0.2258,278,47.59,0.5024,0.4118,24.47,25.84,3,4.89,0,1
STR-500846,Control,B01,84.29,1.82,0.2005,480,40.65,0.384,0.23,51.05,27.29,0,7.7,1,1
STR-500097,TreatmentB,B03,107.5,0.57,0.2343,323,99.68,0.274,0.3768,39.43,24.89,2,5.96,1,0
STR-500092,Control,B02,76.82,2.59,0.2133,212,40.7,0.8258,0.1794,18.55,20.9,3,8.39,0,0
STR-500972,Control,B02,105.65,2.55,0.2618,202,43.51,0.2217,0.2487,34.38,17.77,1,6.44,0,1
STR-500742,TreatmentA,B01,96.0,1.76,0.2154,527,63.51,0.326,0.1173,51.11,27.7,4,8.17,1,1
STR-500238,Control,B02,87.18,1.51,0.2158,107,29.15,0.464,0.2696,58.22,36.9,2,8.97,1,0
STR-500827,Control,B03,117.94,3.05,0.226,559,148.19,0.2739,0.1152,29.2,24.43,1,7.73,0,1
STR-500266,TreatmentA,B03,115.31,1.63,0.1714,610,12.64,0.4239,0.2303,33.06,24.31,1,8.87,1,0
STR-500685,TreatmentB,B02,86.96,1.6,0.2083,290,89.13,0.362,0.3181,20.84,20.78,2,5.91,1,1
STR-500673,Control,B01,78.87,2.14,0.1802,154,53.09,0.4247,0.3608,75.43,26.44,2,7.68,0,1
STR-500808,TreatmentA,B02,77.46,5.06,0.2557,145,31.85,0.5839,0.1484,17.92,23.84,3,7.94,0,0
STR-500800,Control,B02,124.32,1.65,0.187,127,60.18,0.354,0.0982,37.27,21.8,0,7.79,1,1
STR-500445,Control,B03,89.03,2.42,0.323,241,38.7,0.4025,0.2299,51.7,15.7,3,6.32,0,1
STR-500462,TreatmentA,B03,104.99,1.03,0.1764,304,27.69,0.3715,0.3954,65.3,20.72,1,8.11,0,0
STR-500093,TreatmentA,B03,108.27,1.32,0.205,117,27.49,0.5311,0.3707,26.31,21.0,1,8.19,1,1
STR-500645,TreatmentB,B02,73.04,1.03,0.2302,782,55.66,0.6078,0.3228,32.38,22.39,3,6.09,1,1
STR-500919,TreatmentA,B01,105.17,1.33,0.2825,110,59.64,0.362,0.2674,22.96,22.73,3,5.69,0,0
STR-500916,Control,B03,92.93,1.42,0.2226,1105,38.74,0.3258,0.4749,44.22,20.84,0,7.84,0,0
STR-500364,Control,B03,113.58,1.6,0.2327,266,28.46,0.6247,0.3232,39.68,32.23,1,5.31,0,1
STR-500083,TreatmentB,B02,75.26,0.95,0.2207,263,29.36,0.5575,0.4577,16.37,23.35,3,7.23,0,1
STR-500135,TreatmentB,B01,99.15,1.16,0.2846,124,32.38,0.3838,0.301,26.63,27.53,2,7.53,1,1
STR-500543,TreatmentB,B01,95.83,0.93,0.2783,618,29.33,0.4747,0.338,11.95,17.27,1,3.85,1,1
STR-500652,TreatmentA,B03,102.49,2.45,0.1856,659,18.89,0.4718,0.2813,19.02,21.01,2,7.8,1,1
STR-500367,TreatmentB,B03,85.84,0.5,0.2842,907,57.65,0.4242,0.4195,2.69,36.57,2,7.71,1,1
STR-500318,Control,B03,88.38,1.67,0.2285,127,44.28,0.4313,0.2704,34.83,24.23,4,5.39,0,0
STR-500934,Control,B01,95.29,2.93,0.2178,129,46.77,0.5347,0.0775,28.19,21.64,1,7.46,0,0
STR-500526,Control,B03,119.02,3.12,0.1831,150,66.84,0.536,0.3386,50.22,22.05,3,6.93,1,1
STR-500591,Control,B01,98.02,2.56,0.1787,527,29.3,0.5321,0.502,27.56,28.97,3,5.76,1,1
STR-500288,TreatmentA,B03,98.54,1.17,0.2621,186,44.51,0.6713,0.4662,20.71,24.33,0,8.32,0,1
STR-500466,TreatmentA,B03,99.24,1.02,0.2282,316,47.49,0.194,0.2207,38.7,22.49,3,5.68,0,1
STR-500010,TreatmentB,B02,87.18,1.11,0.2953,375,27.06,0.4289,0.3877,46.98,32.72,1,5.49,1,1
STR-500074,TreatmentB,B01,86.35,1.65,0.2561,319,17.57,0.2856,0.1884,41.96,21.01,3,9.45,0,1
STR-500116,TreatmentB,B02,105.31,1.08,0.2791,100,13.76,0.3517,0.1918,39.34,33.28,1,7.67,0,1
STR-500193,TreatmentA,B03,105.32,4.76,0.2067,422,14.88,0.3287,0.3621,23.29,14.61,1,5.23,0,0
STR-500567,TreatmentA,B02,139.07,3.32,0.2677,556,39.07,0.3287,0.5067,34.62,22.77,2,6.03,0,0
STR-500236,TreatmentB,B03,91.46,3.63,0.2594,459,41.7,0.3956,0.2575,9.46,28.0,3,8.6,0,0
STR-500252,TreatmentA,B01,127.84,2.2,0.2423,221,22.89,0.2243,0.461,37.9,27.39,1,6.39,0,0
STR-500119,TreatmentA,B02,120.41,1.3,0.2043,232,40.73,0.502,0.3414,23.62,20.32,2,7.53,1,1
STR-500535,Control,B01,98.25,2.4,0.2422,341,19.6,0.4235,0.5617,26.04,19.35,3,3.88,1,0
STR-500059,Control,B01,148.93,2.22,0.2308,119,45.06,0.6457,0.132,62.09,35.5,3,6.65,0,0
STR-500260,Control,B01,108.28,1.73,0.2415,191,76.96,0.6759,0.2323,58.7,19.82,4,4.5,0,0
STR-500913,TreatmentB,B03,88.65,1.78,0.2755,355,69.53,0.2395,0.2267,30.86,27.3,4,8.38,0,1
STR-500739,Control,B02,95.22,2.35,0.2208,178,19.28,0.5422,0.2228,25.75,26.57,0,6.28,0,0
STR-500860,TreatmentA,B02,109.89,2.46,0.275,415,40.28,0.3481,0.2262,54.99,21.52,3,3.72,0,0
STR-500457,TreatmentB,B03,100.93,0.23,0.1409,156,9.33,0.3489,0.2823,26.53,27.23,4,6.83,1,1
STR-500622,Control,B01,109.31,2.82,0.1822,95,16.61,0.5724,0.2836,53.07,22.82,0,6.91,0,1
STR-500736,Control,B02,119.88,1.69,0.1982,518,49.58,0.3416,0.3679,62.24,32.04,3,6.07,1,0
STR-500075,TreatmentB,B02,80.41,0.32,0.2071,621,41.46,0.3103,0.2951,42.07,23.14,1,5.55,1,1
STR-500025,TreatmentB,B01,102.05,1.68,0.2341,438,60.6,0.5093,0.2281,23.64,24.93,1,7.35,1,1
STR-500829,TreatmentA,B03,97.87,1.29,0.219,304,13.65,0.5031,0.2244,20.95,19.69,3,5.65,1,1
STR-500219,TreatmentB,B02,100.19,1.63,0.2375,343,20.19,0.3871,0.4591,12.01,32.82,1,4.71,1,0
STR-500085,TreatmentB,B03,111.77,2.3,0.2033,193,25.5,0.2603,0.464,31.65,34.36,0,6.55,1,0
STR-500500,TreatmentA,B01,81.46,2.25,0.231,217,30.89,0.4932,0.2267,17.94,16.22,3,7.04,1,1
STR-500372,TreatmentB,B03,116.69,1.75,0.2335,175,23.7,0.385,0.2035,32.34,29.23,4,8.35,0,1
STR-500250,TreatmentB,B03,78.86,0.24,0.3279,145,33.83,0.3593,0.231,28.68,22.1,6,5.86,0,1
STR-500618,TreatmentA,B02,120.73,2.42,0.2373,65,27.22,0.1264,0.4451,21.4,22.33,3,8.59,1,0
STR-500807,TreatmentA,B01,114.36,1.94,0.2703,212,20.98,0.5406,0.1713,26.07,33.95,1,7.61,0,0
STR-500563,Control,B01,83.23,2.12,0.2358,280,60.76,0.3793,0.2074,54.43,21.53,3,5.0,0,1
STR-500226,TreatmentB,B03,103.61,1.3,0.1483,493,79.01,0.1136,0.4867,31.0,22.94,4,8.04,1,0
STR-500107,Control,B02,135.94,2.18,0.2059,643,22.98,0.3605,0.4592,23.5,17.21,2,6.98,0,0
STR-500484,TreatmentB,B01,133.98,1.21,0.2659,307,6.01,0.5223,0.4367,8.69,25.15,1,7.08,1,1
STR-500499,TreatmentB,B03,125.05,1.47,0.2349,396,27.99,0.4041,0.3948,25.21,28.42,1,6.05,0,1
STR-500158,Control,B03,115.53,2.5,0.1805,255,25.36,0.5245,0.3576,21.7,27.97,2,6.31,1,1
STR-500290,Control,B03,72.75,1.77,0.2986,575,14.42,0.5277,0.2597,38.98,20.67,0,6.99,0,1
STR-501000,Control,B01,115.66,2.55,0.2417,202,46.2,0.693,0.2732,76.82,30.27,4,8.1,0,0
STR-500869,TreatmentB,B03,106.63,0.89,0.2186,420,82.45,0.4993,0.1644,17.02,29.17,3,8.65,1,0
STR-500985,TreatmentB,B01,98.72,1.6,0.236,315,18.61,0.5161,0.2437,4.56,28.16,1,6.69,0,1
STR-500540,TreatmentA,B03,111.71,2.09,0.1876,385,18.34,0.3628,0.1944,54.47,32.27,3,7.18,1,1
STR-500150,TreatmentB,B02,88.45,0.77,0.2424,495,60.02,0.5189,0.2541,13.56,36.33,1,8.64,1,0
STR-500638,TreatmentA,B01,81.29,3.1,0.201,763,44.07,0.2105,0.2524,28.99,18.56,1,6.22,0,1
STR-500433,Control,B03,115.8,2.31,0.2911,133,41.96,0.6458,0.0989,14.86,23.77,2,7.28,1,0
STR-500505,TreatmentA,B03,77.18,1.34,0.1805,278,41.93,0.1658,0.3206,43.74,18.45,2,7.83,1,1
STR-500928,TreatmentA,B02,74.13,1.96,0.2829,848,37.92,0.7016,0.2841,17.56,23.75,1,6.34,0,1
STR-500307,TreatmentB,B01,115.68,1.72,0.2203,228,19.13,0.5772,0.4459,15.84,21.9,4,4.3,0,0
STR-500746,Control,B02,96.62,1.36,0.2145,119,31.38,0.4603,0.3962,48.03,31.85,0,7.05,0,1
STR-500115,TreatmentA,B01,95.76,1.3,0.307,547,19.36,0.2309,0.3365,32.23,18.68,2,8.57,0,0
STR-500532,Control,B03,87.12,1.97,0.243,164,36.18,0.5236,0.1901,38.02,29.24,2,6.5,1,0
STR-500740,TreatmentB,B01,89.31,2.99,0.1751,492,9.65,0.527,0.4953,56.79,21.17,1,8.27,0,1
STR-500810,TreatmentA,B03,108.2,0.76,0.2996,458,58.4,0.4068,0.4112,42.25,32.71,3,7.12,1,1
STR-500237,Control,B01,101.01,1.79,0.1845,248,27.26,0.343,0.1927,28.64,24.93,2,8.89,1,0
STR-500016,TreatmentA,B03,81.69,2.28,0.2015,362,43.22,0.4088,0.2596,23.87,8.86,3,5.85,0,0
STR-500358,TreatmentA,B03,86.42,1.34,0.2363,165,79.39,0.3023,0.2014,33.61,21.33,0,7.21,1,1
STR-500113,TreatmentA,B03,115.62,0.87,0.1938,161,42.8,0.3496,0.2522,20.4,28.41,0,7.24,1,1
STR-500122,Control,B03,81.22,1.5,0.2223,378,11.04,0.4783,0.0691,33.6,35.47,2,9.76,1,0
STR-500454,Control,B02,127.1,3.22,0.1961,346,20.37,0.4503,0.2733,22.73,28.6,0,7.25,1,1
STR-500034,TreatmentA,B02,74.32,2.4,0.2419,102,22.66,0.3858,0.4066,59.18,31.03,4,7.68,0,1
STR-500979,Control,B03,106.46,2.49,0.3028,216,16.95,0.5909,0.3231,89.27,31.4,0,7.48,0,1
STR-500159,TreatmentA,B02,91.18,4.68,0.2087,233,36.72,0.3098,0.1337,17.25,20.04,1,5.9,0,1
STR-500577,Control,B02,90.28,2.24,0.2578,174,46.72,0.2899,0.2719,38.92,31.09,3,6.3,0,1
STR-500941,TreatmentA,B01,97.7,0.93,0.2195,266,15.15,0.5066,0.5554,36.38,21.89,0,8.06,1,1
STR-500773,Control,B02,101.62,3.32,0.2806,581,30.28,0.2399,0.2558,35.21,25.87,2,6.11,0,1
STR-500582,TreatmentA,B01,91.77,2.22,0.211,649,26.17,0.3084,0.2759,41.33,13.96,2,5.91,0,1
STR-500806,TreatmentA,B01,73.73,2.2,0.2452,123,45.74,0.307,0.4122,18.2,19.99,2,6.61,1,1
STR-500969,TreatmentA,B01,130.74,2.52,0.1693,136,15.83,0.5987,0.2094,50.42,28.57,3,6.28,0,0
STR-500757,TreatmentB,B01,116.46,0.85,0.2831,566,16.42,0.1859,0.4069,7.03,20.31,0,6.57,1,0
STR-500758,TreatmentB,B02,88.21,2.65,0.1867,567,32.17,0.2403,0.3688,32.56,16.17,1,7.91,1,0
STR-500943,TreatmentB,B02,92.87,1.37,0.1825,163,10.18,0.3797,0.3953,19.04,35.72,2,8.28,1,0
STR-500143,Control,B01,109.07,2.01,0.2463,246,25.64,0.2722,0.3176,50.35,32.14,3,7.85,0,1
STR-500030,Control,B02,124.34,2.02,0.2058,341,16.97,0.3713,0.1766,37.18,22.15,5,6.8,0,1
STR-500468,Control,B02,113.82,3.56,0.27,279,55.32,0.4569,0.3263,47.67,26.98,2,10.05,0,0
STR-500192,Control,B03,95.48,2.45,0.2069,208,25.82,0.2098,0.2402,58.2,21.4,2,3.93,0,1
STR-500268,Control,B02,93.77,1.93,0.2819,341,31.22,0.2894,0.2818,42.27,17.17,1,7.33,0,1
STR-500551,TreatmentA,B01,99.55,2.11,0.282,313,58.38,0.315,0.4184,22.75,24.37,0,8.03,1,0
STR-500184,TreatmentB,B02,115.04,1.46,0.2511,300,57.97,0.452,0.2346,35.35,28.88,6,7.51,1,1
STR-500687,Control,B01,72.68,1.51,0.2236,348,22.57,0.5526,0.0898,27.53,20.5,1,6.85,1,0
STR-500604,TreatmentB,B01,125.05,0.91,0.2012,162,9.93,0.5802,0.4732,18.86,30.61,2,7.95,1,1
STR-500420,TreatmentB,B02,108.58,3.65,0.2337,239,33.48,0.5545,0.2037,35.17,18.49,3,7.11,0,1
STR-500339,Control,B01,76.57,3.05,0.2302,106,41.47,0.3149,0.3733,50.95,37.52,1,5.96,0,1
STR-500880,Control,B03,110.2,3.42,0.214,115,16.29,0.3802,0.2231,29.77,23.15,3,7.69,0,1
STR-500467,TreatmentB,B02,70.76,1.52,0.234,176,22.75,0.3299,0.1943,10.73,19.11,2,3.93,1,1
STR-500094,TreatmentA,B02,95.2,2.07,0.2327,354,106.48,0.561,0.2567,18.59,22.65,1,6.54,1,1
STR-500282,TreatmentB,B03,105.11,0.82,0.1468,378,23.89,0.3802,0.438,64.83,19.91,2,6.94,1,1
STR-500296,TreatmentA,B01,109.47,0.86,0.2135,823,46.18,0.36,0.2428,41.67,26.23,4,8.35,1,0
STR-500291,TreatmentB,B01,125.26,2.89,0.2614,822,29.65,0.2181,0.4297,11.6,29.66,3,8.22,1,0
STR-500436,Control,B02,60.57,3.35,0.268,944,21.43,0.5442,0.5292,32.16,29.48,5,6.84,0,1
STR-500561,Control,B03,87.41,1.86,0.2358,190,42.31,0.3866,0.4983,46.96,27.67,1,7.05,0,1
STR-500668,TreatmentB,B01,98.62,0.81,0.2582,525,35.39,0.3616,0.1944,13.35,23.35,2,6.41,1,1
STR-500818,Control,B03,88.92,2.39,0.2807,157,30.65,0.4365,0.256,51.6,20.98,0,6.28,0,1
STR-500891,TreatmentA,B02,78.8,2.75,0.2086,516,23.48,0.4782,0.6458,53.08,18.76,4,5.69,0,1
STR-500848,TreatmentA,B03,111.63,1.21,0.2429,177,46.09,0.3342,0.2456,28.82,25.55,3,5.01,1,0
STR-500412,TreatmentA,B02,109.13,0.76,0.2232,319,25.35,0.5077,0.3271,32.72,22.4,4,7.6,1,1
STR-500870,Control,B01,121.41,2.54,0.2369,494,70.61,0.6267,0.3695,56.79,21.86,2,7.58,0,1
STR-500357,TreatmentB,B03,111.78,0.72,0.2619,595,24.54,0.2738,0.6367,52.73,27.15,3,7.22,0,0
STR-500240,TreatmentA,B01,88.16,0.91,0.2513,326,62.53,0.1746,0.0844,23.99,34.43,1,4.25,0,1
STR-500940,TreatmentA,B01,103.43,1.61,0.2662,169,43.78,0.562,0.1614,28.11,25.23,1,8.02,0,0
STR-500400,TreatmentA,B03,119.44,1.19,0.2404,402,22.39,0.2606,0.2742,22.57,30.21,8,7.03,1,1
STR-500973,Control,B03,108.31,1.58,0.2285,361,86.95,0.6687,0.4683,29.94,32.9,1,6.17,1,1
STR-500647,TreatmentA,B02,84.65,1.76,0.1847,853,24.16,0.4982,0.3029,36.43,37.64,4,7.29,1,1
STR-500823,TreatmentA,B03,110.26,1.78,0.2154,397,69.82,0.4876,0.3508,27.18,31.22,2,5.25,1,0
STR-500588,TreatmentA,B02,72.3,1.52,0.1955,501,14.09,0.3362,0.2787,52.73,24.9,4,8.31,0,0
STR-500933,TreatmentB,B03,114.92,2.55,0.2133,1129,13.8,0.2392,0.2145,28.37,26.53,0,6.77,1,1
STR-500295,TreatmentA,B01,93.98,1.15,0.2465,328,89.47,0.6515,0.3581,31.1,22.78,4,8.07,1,0
STR-500401,TreatmentA,B03,90.99,1.07,0.2554,577,27.04,0.532,0.2138,44.83,30.55,0,3.35,0,0
STR-500835,TreatmentB,B02,79.54,0.87,0.2098,669,21.41,0.404,0.095,14.06,19.14,2,8.12,1,0
STR-500133,TreatmentA,B02,111.09,1.75,0.2725,172,25.19,0.5289,0.6154,45.66,21.01,2,6.89,0,1
STR-500524,Control,B02,120.82,1.28,0.2337,212,48.61,0.5828,0.1231,34.85,23.42,1,7.37,1,0
STR-500866,Control,B01,99.51,1.33,0.1824,283,15.91,0.5141,0.3163,35.4,19.36,2,6.17,1,1
STR-500269,Control,B02,118.13,1.98,0.2611,251,69.0,0.2773,0.237,30.58,20.7,4,6.74,1,1
STR-500674,Control,B03,75.11,2.05,0.213,185,31.07,0.309,0.259,53.82,19.42,3,4.64,0,0
STR-500892,TreatmentB,B02,109.81,1.14,0.1866,127,29.61,0.4301,0.2451,5.57,19.8,2,7.31,1,0
STR-500755,TreatmentA,B02,105.07,2.19,0.237,70,12.29,0.5625,0.4102,19.81,14.54,2,7.91,1,1
STR-500968,Control,B01,100.23,2.26,0.2287,160,33.24,0.3515,0.3518,50.7,27.77,3,6.62,1,1
STR-500889,TreatmentB,B01,84.67,1.01,0.2738,239,10.81,0.3217,0.1015,18.88,14.91,0,9.8,0,0
STR-500173,TreatmentA,B01,117.69,1.15,0.2558,218,75.22,0.4578,0.2763,21.96,16.61,3,7.45,1,1
STR-500207,TreatmentB,B02,101.63,1.54,0.2159,99,26.63,0.6887,0.3687,7.37,23.04,3,4.18,1,1
STR-500160,TreatmentB,B03,97.89,0.74,0.2149,360,42.24,0.307,0.3989,20.97,28.57,2,8.95,1,0
STR-500247,Control,B03,102.85,2.3,0.2781,75,43.1,0.3339,0.4985,25.94,25.26,3,7.74,0,1
STR-500804,TreatmentA,B03,100.88,1.75,0.2668,570,25.45,0.6782,0.1748,61.17,18.68,1,4.98,0,0
STR-500906,TreatmentB,B02,85.57,1.67,0.2177,368,62.3,0.7027,0.14,1.69,31.4,3,7.66,1,0
STR-500612,TreatmentB,B02,66.58,2.04,0.2516,200,35.22,0.5126,0.2567,1.92,31.43,2,7.66,1,0
STR-500189,Control,B02,106.85,2.73,0.2314,4010,50.83,0.6659,0.2865,60.92,33.35,1,7.25,0,0
STR-500573,Control,B01,118.17,2.65,0.2288,86,77.67,0.5746,0.0678,82.2,23.51,4,6.75,0,0
STR-500040,TreatmentB,B01,96.13,2.01,0.2711,374,67.27,0.3433,0.4163,46.76,16.16,0,8.36,0,0
STR-500898,TreatmentB,B03,95.6,1.32,0.1787,696,17.27,0.721,0.3016,19.81,25.09,3,6.85,1,1
STR-500631,Control,B03,77.89,1.97,0.2569,337,38.33,0.4134,0.3966,50.22,12.93,8,6.44,1,1
STR-500717,TreatmentA,B01,70.54,1.24,0.2289,133,21.02,0.2338,0.3488,18.29,29.28,4,5.4,0,0
STR-500689,TreatmentB,B01,121.93,1.4,0.2765,257,39.91,0.5594,0.3522,11.5,30.41,7,9.09,1,0
STR-500035,TreatmentA,B01,114.9,1.78,0.2064,130,65.33,0.2581,0.0938,52.38,21.86,5,7.19,1,1
STR-500338,TreatmentB,B01,116.99,2.03,0.2401,167,51.2,0.5962,0.4209,13.29,25.17,0,8.63,1,1
STR-500747,TreatmentA,B02,80.56,1.63,0.3341,195,17.18,0.4361,0.2645,29.03,24.84,1,9.21,0,0
STR-500137,Control,B03,71.25,3.5,0.2582,160,18.76,0.3094,0.2907,51.92,26.18,3,6.58,0,0
STR-500956,TreatmentA,B03,125.34,2.3,0.2242,827,15.22,0.5704,0.057,21.79,24.97,4,7.69,1,0
STR-500174,TreatmentA,B02,97.99,1.59,0.2289,299,29.07,0.5721,0.2176,26.34,22.37,2,8.07,1,0
STR-500643,TreatmentA,B02,89.49,1.92,0.2468,197,17.03,0.5361,0.2132,32.07,26.54,2,8.13,1,0
STR-500009,Control,B03,73.06,3.24,0.2709,283,26.8,0.2719,0.331,48.2,32.37,5,7.76,0,0
STR-500042,Control,B01,114.78,1.56,0.2272,195,22.43,0.4052,0.3252,46.82,24.13,6,5.15,0,0
STR-500530,TreatmentB,B03,103.01,1.35,0.2347,648,26.5,0.503,0.3408,18.91,29.12,4,7.68,0,1
STR-500458,Control,B02,107.13,2.61,0.2588,255,48.09,0.2112,0.3912,27.0,36.75,0,7.72,1,0
STR-500121,Control,B01,78.9,3.18,0.2003,726,24.22,0.372,0.3138,32.59,21.75,3,5.88,1,1
STR-500022,TreatmentB,B02,70.1,2.13,0.3015,561,103.23,0.1566,0.3812,13.05,32.77,2,6.72,0,1
STR-500304,Control,B01,90.5,1.75,0.2316,141,46.55,0.206,0.0821,34.18,21.99,3,8.27,1,1
STR-500695,TreatmentB,B03,77.34,0.77,0.2628,238,27.29,0.2833,0.5556,34.77,25.5,3,9.72,1,0
STR-500319,Control,B02,86.76,1.77,0.2555,491,48.37,0.2162,0.314,40.81,22.71,3,9.09,0,0
STR-500990,TreatmentB,B03,115.79,0.98,0.2767,112,71.12,0.3994,0.2777,27.23,20.88,2,8.13,1,0
STR-500459,Control,B03,104.45,1.79,0.2367,325,28.43,0.4574,0.3235,27.31,19.38,3,7.62,0,1
STR-500853,TreatmentA,B01,105.76,0.93,0.2489,342,62.63,0.4474,0.1339,23.67,30.29,6,4.33,1,0
STR-500992,Control,B01,108.55,1.55,0.2627,337,121.31,0.5185,0.3119,28.93,34.73,3,7.23,0,1
STR-500932,TreatmentB,B01,121.28,2.48,0.2246,197,15.9,0.3949,0.2209,25.82,35.49,4,6.63,0,1
STR-500950,TreatmentB,B01,101.3,1.54,0.2004,153,10.74,0.453,0.2469,28.25,25.07,1,6.5,1,0
STR-500384,TreatmentA,B01,126.93,1.24,0.2276,194,129.48,0.355,0.2789,20.44,14.69,3,8.76,1,0
STR-500239,TreatmentA,B02,103.89,0.69,0.2309,289,13.73,0.2037,0.4599,39.24,24.51,2,7.18,1,0
STR-500521,Control,B02,97.2,2.12,0.3008,518,39.27,0.3403,0.2209,31.18,17.77,1,9.16,0,0
STR-500391,TreatmentB,B01,94.76,0.48,0.1821,293,23.61,0.6135,0.2554,10.59,25.73,1,4.88,1,0
STR-500817,Control,B01,68.99,2.71,0.2857,176,78.17,0.3674,0.2242,30.62,27.39,2,8.42,0,0
STR-500936,TreatmentB,B01,111.32,1.97,0.275,355,46.26,0.6742,0.0735,10.61,20.73,5,6.62,0,0
STR-500642,TreatmentB,B02,91.7,1.43,0.3267,258,44.67,0.3196,0.3005,14.97,26.07,1,6.28,0,1
STR-500139,TreatmentB,B02,96.75,1.36,0.3071,157,44.05,0.4629,0.4565,17.07,26.48,3,4.31,0,0
STR-500587,Control,B02,99.93,1.78,0.2084,414,13.98,0.2041,0.2803,24.37,28.97,3,7.24,1,1
