sample_id,role,colony,body_mass_g,age_months,resting_metabolic_rate,body_temp_c,hypoxia_survival_min,hyaluronan_mda,cortisol_ng_ml,incisor_wear_score,chirps_per_hour,grooming_events_day,telomere_length_kb,target_a,target_b
NMR-005404,Worker,Colony-D,29.7,51,0.195,33.5,33.1,6.88,17.92,0.292,22,8,17.23,1,0
NMR-005405,Worker,Colony-D,28.4,51,0.168,32.2,27.5,5.51,20.55,0.56,31,10,17.51,1,1
NMR-005406,Soldier,Colony-D,41.9,101,0.267,32.1,69.1,9.23,5.58,0.451,21,7,20.4,1,1
NMR-005407,Worker,Colony-B,36.7,39,0.389,32.7,11.1,6.31,22.53,0.108,18,12,16.95,0,1
NMR-005408,Soldier,Colony-D,21.5,59,0.254,30.7,23.2,5.81,9.0,0.482,29,9,21.59,1,0
NMR-005409,Worker,Colony-A,29.9,74,0.306,31.3,16.3,6.4,11.1,0.377,20,7,18.19,0,0
NMR-005410,Queen,Colony-B,34.0,24,0.22,32.0,18.8,7.38,5.55,0.233,28,10,16.66,0,1
NMR-005411,Worker,Colony-B,16.1,45,0.245,31.7,24.2,4.81,12.67,0.385,24,15,21.33,0,1
NMR-005412,Worker,Colony-A,17.4,45,0.177,31.7,12.4,7.76,14.75,0.213,25,19,22.19,1,1
NMR-005413,Worker,Colony-D,29.7,55,0.198,32.1,62.2,7.35,22.01,0.727,28,18,16.8,1,1
NMR-005414,Soldier,Colony-D,25.8,69,0.318,32.3,17.3,8.53,10.87,0.23,20,14,19.57,0,1
NMR-005415,Worker,Colony-E,20.7,33,0.278,31.9,26.2,6.55,11.89,0.312,20,10,17.17,1,1
NMR-005416,Soldier,Colony-D,31.6,44,0.336,32.2,9.1,7.78,7.6,0.474,21,7,18.42,0,1
NMR-005417,Worker,Colony-A,38.6,93,0.368,31.9,12.0,5.72,14.15,0.083,27,6,19.32,0,0
NMR-005418,Breeder,Colony-A,36.9,23,0.379,32.2,14.9,7.0,9.02,0.337,16,16,23.11,1,1
NMR-005419,Worker,Colony-E,26.2,69,0.185,32.1,13.3,5.55,11.71,0.343,28,8,22.11,1,1
NMR-005420,Worker,Colony-A,26.9,48,0.145,32.7,18.8,6.33,18.07,0.36,28,11,23.83,1,1
NMR-005421,Worker,Colony-E,33.8,155,0.33,31.8,9.1,8.93,9.84,0.118,25,9,20.79,0,1
NMR-005422,Breeder,Colony-B,33.9,54,0.227,32.4,24.2,7.47,19.94,0.308,30,12,21.46,1,1
NMR-005423,Worker,Colony-E,17.0,31,0.28,31.8,28.2,8.13,10.93,0.107,26,16,20.95,0,1
NMR-005424,Worker,Colony-D,25.1,127,0.335,30.2,15.2,4.32,11.59,0.406,28,13,20.77,0,0
NMR-005425,Soldier,Colony-D,19.8,14,0.186,32.5,5.7,7.14,12.35,0.483,18,7,22.81,0,0
NMR-005426,Worker,Colony-C,28.2,22,0.24,31.9,15.4,8.46,16.44,0.282,29,9,15.49,1,0
NMR-005427,Worker,Colony-C,17.9,20,0.272,31.3,23.6,6.34,17.32,0.261,35,10,21.52,1,1
NMR-005428,Worker,Colony-E,25.6,91,0.167,32.8,34.6,5.23,10.95,0.183,31,18,20.65,1,0
NMR-005429,Worker,Colony-A,21.8,57,0.263,30.5,24.5,7.18,9.98,0.497,21,14,21.09,1,0
NMR-005430,Worker,Colony-C,27.0,39,0.227,32.4,23.3,6.95,13.77,0.384,19,11,18.7,1,1
NMR-005431,Breeder,Colony-E,38.0,61,0.2,33.8,9.5,7.8,10.97,0.283,25,11,23.2,0,0
NMR-005432,Soldier,Colony-E,30.7,81,0.19,31.6,7.8,5.4,12.81,0.347,24,10,18.55,0,0
NMR-005433,Worker,Colony-C,27.0,77,0.17,32.8,12.6,7.76,26.52,0.434,18,10,21.61,0,1
NMR-005434,Worker,Colony-C,26.8,65,0.392,31.6,18.0,6.36,17.26,0.334,27,10,19.59,0,0
NMR-005435,Soldier,Colony-A,33.4,48,0.252,34.0,14.1,6.73,9.8,0.472,25,11,22.64,0,0
NMR-005436,Worker,Colony-E,28.3,66,0.238,32.7,16.8,5.41,13.76,0.333,17,9,23.35,0,0
NMR-005437,Soldier,Colony-E,44.0,91,0.317,31.8,13.7,10.36,11.23,0.413,31,13,22.1,0,1
NMR-005438,Breeder,Colony-C,41.2,38,0.306,32.9,18.1,8.78,3.5,0.427,21,11,14.82,0,0
NMR-005439,Worker,Colony-A,21.7,40,0.292,33.0,10.8,5.76,22.18,0.118,19,9,17.5,0,1
NMR-005440,Worker,Colony-A,29.1,62,0.251,32.0,14.3,6.69,10.89,0.174,35,17,19.33,1,1
NMR-005441,Breeder,Colony-B,46.5,77,0.305,33.1,30.2,6.2,4.39,0.218,18,8,12.74,0,0
NMR-005442,Soldier,Colony-E,40.0,58,0.161,32.3,6.4,8.18,7.32,0.387,30,9,12.88,0,0
NMR-005443,Worker,Colony-C,9.8,70,0.166,31.8,9.3,7.32,9.09,0.643,23,13,20.03,1,1
NMR-005444,Worker,Colony-A,35.5,74,0.257,32.9,7.8,7.22,14.18,0.641,22,13,27.03,1,1
NMR-005445,Soldier,Colony-B,29.5,52,0.258,32.0,14.6,5.84,9.94,0.413,33,17,20.99,1,1
NMR-005446,Soldier,Colony-A,31.5,84,0.174,32.9,24.4,7.74,7.78,0.334,30,10,16.67,0,1
NMR-005447,Soldier,Colony-B,27.7,79,0.279,32.5,21.8,7.63,16.29,0.372,16,9,22.58,1,1
NMR-005448,Worker,Colony-C,31.3,22,0.249,32.1,22.2,6.73,25.86,0.318,22,18,20.88,1,1
NMR-005449,Soldier,Colony-C,40.5,114,0.367,32.7,25.3,4.11,12.49,0.318,26,11,18.56,0,0
NMR-005450,Worker,Colony-C,30.3,62,0.138,31.3,8.9,4.72,19.79,0.519,23,12,19.83,1,0
NMR-005451,Soldier,Colony-B,33.2,113,0.501,32.7,10.8,4.68,8.88,0.109,23,9,21.73,0,0
NMR-005452,Worker,Colony-D,27.2,41,0.368,32.4,8.2,7.77,9.71,0.425,16,6,20.21,0,1
NMR-005453,Worker,Colony-E,23.7,38,0.233,32.5,9.4,7.41,9.59,0.194,24,12,16.78,0,0
NMR-005454,Worker,Colony-D,34.2,49,0.431,31.4,12.4,6.56,20.46,0.228,20,18,19.84,1,1
NMR-005455,Worker,Colony-A,38.9,83,0.306,31.6,12.5,9.59,9.84,0.366,36,13,16.85,1,1
NMR-005456,Soldier,Colony-B,32.9,63,0.284,32.8,20.7,5.61,14.39,0.386,23,14,19.76,0,0
NMR-005457,Soldier,Colony-E,30.2,92,0.338,31.4,16.3,4.78,7.79,0.47,26,11,17.17,0,0
NMR-005458,Breeder,Colony-B,40.8,68,0.308,33.1,17.8,7.09,4.06,0.395,17,9,20.48,1,0
NMR-005459,Worker,Colony-E,32.5,97,0.257,33.5,25.7,6.46,10.74,0.484,21,9,23.25,1,0
NMR-005460,Breeder,Colony-C,43.4,28,0.304,31.0,13.7,6.9,2.38,0.436,27,14,17.93,0,0
NMR-005461,Worker,Colony-D,29.5,98,0.236,32.0,18.7,7.22,15.53,0.229,24,6,18.58,1,1
NMR-005462,Soldier,Colony-B,37.6,58,0.31,31.1,26.3,6.03,5.92,0.19,19,9,21.1,1,0
NMR-005463,Soldier,Colony-B,34.4,170,0.147,32.7,29.6,6.24,21.12,0.341,20,11,16.93,1,0
NMR-005464,Worker,Colony-E,19.7,137,0.256,31.8,25.0,9.12,9.29,0.212,29,9,26.57,1,1
NMR-005465,Soldier,Colony-B,25.4,39,0.27,32.6,10.7,8.05,13.51,0.116,22,13,22.6,1,0
NMR-005466,Soldier,Colony-D,32.8,44,0.216,31.8,12.1,6.11,10.51,0.239,25,6,21.1,1,1
NMR-005467,Worker,Colony-B,26.7,88,0.152,33.4,21.6,6.65,10.81,0.56,24,13,13.6,1,0
NMR-005468,Worker,Colony-A,15.3,55,0.251,32.0,15.1,6.36,11.69,0.331,25,8,22.41,0,1
NMR-005469,Worker,Colony-B,20.1,76,0.365,32.9,21.9,6.87,10.27,0.191,22,17,14.47,1,1
NMR-005470,Worker,Colony-A,35.5,62,0.194,32.9,12.2,7.19,11.16,0.07,29,4,17.04,0,0
NMR-005471,Breeder,Colony-E,39.0,29,0.251,31.9,13.2,6.42,9.58,0.231,24,10,28.51,1,1
NMR-005472,Breeder,Colony-B,22.9,46,0.26,32.3,32.6,6.18,7.73,0.261,22,11,17.63,1,1
NMR-005473,Worker,Colony-B,20.3,39,0.38,32.8,28.6,7.9,10.24,0.259,23,11,21.73,0,0
NMR-005474,Worker,Colony-B,28.6,48,0.147,33.1,20.5,8.73,16.74,0.391,26,14,17.24,0,0
NMR-005475,Worker,Colony-C,23.8,60,0.217,31.4,20.6,8.04,19.4,0.752,25,12,22.77,1,1
NMR-005476,Worker,Colony-A,36.9,60,0.157,34.5,13.9,5.53,10.67,0.391,29,13,20.83,1,0
NMR-005477,Worker,Colony-A,25.8,93,0.192,31.9,37.1,5.35,9.61,0.231,15,12,11.35,0,1
NMR-005478,Soldier,Colony-B,25.2,26,0.31,33.1,14.2,6.29,8.41,0.323,26,7,17.56,0,1
NMR-005479,Soldier,Colony-A,26.7,60,0.236,31.9,8.0,7.08,13.36,0.386,25,15,22.06,0,1
NMR-005480,Soldier,Colony-B,32.3,89,0.222,31.6,33.8,6.98,8.04,0.136,35,6,20.51,1,1
NMR-005481,Soldier,Colony-A,35.9,209,0.212,32.8,15.0,6.15,5.33,0.3,24,8,17.78,1,0
NMR-005482,Worker,Colony-B,23.2,83,0.203,31.6,21.7,8.29,17.63,0.267,27,10,17.27,0,1
NMR-005483,Worker,Colony-E,16.0,66,0.328,32.9,30.8,5.6,12.59,0.527,30,9,20.17,0,0
NMR-005484,Breeder,Colony-B,28.8,58,0.22,31.6,16.4,2.94,22.49,0.353,22,11,22.37,0,0
NMR-005485,Worker,Colony-D,23.6,117,0.153,33.1,7.9,7.13,24.68,0.609,14,14,21.88,0,1
NMR-005486,Soldier,Colony-E,37.2,89,0.183,33.3,26.7,6.9,9.28,0.533,22,11,19.79,1,0
NMR-005487,Queen,Colony-B,56.3,60,0.204,32.6,25.1,7.24,0.8,0.335,18,10,20.91,1,1
NMR-005488,Worker,Colony-C,35.1,80,0.307,32.5,20.1,8.56,12.34,0.228,28,14,14.35,0,1
NMR-005489,Soldier,Colony-D,42.3,21,0.302,32.3,29.4,6.73,8.88,0.29,27,9,21.22,0,0
NMR-005490,Soldier,Colony-B,39.0,54,0.165,31.1,14.5,7.29,9.69,0.215,27,13,14.0,0,1
NMR-005491,Worker,Colony-E,32.6,29,0.359,32.4,15.2,7.56,19.16,0.507,24,10,15.19,1,0
NMR-005492,Soldier,Colony-E,30.0,76,0.326,31.9,20.5,7.5,10.3,0.166,25,11,16.29,0,1
NMR-005493,Worker,Colony-C,25.3,142,0.255,33.2,26.3,7.47,15.1,0.408,11,15,21.72,1,1
NMR-005494,Worker,Colony-B,30.9,79,0.208,31.9,23.4,6.87,15.57,0.416,14,12,17.63,1,1
NMR-005495,Worker,Colony-C,31.9,50,0.142,32.3,15.4,7.0,14.3,0.164,33,8,17.89,0,1
NMR-005496,Soldier,Colony-C,36.3,52,0.165,32.7,47.7,6.41,12.6,0.327,28,11,19.18,1,1
NMR-005497,Soldier,Colony-C,38.1,143,0.247,30.9,17.0,6.55,7.05,0.268,27,4,21.38,1,0
NMR-005498,Worker,Colony-D,15.0,29,0.22,31.8,8.8,7.05,18.81,0.529,22,18,23.23,1,1
NMR-005499,Worker,Colony-A,25.2,44,0.365,31.3,21.2,7.88,10.37,0.205,19,6,27.36,1,0
NMR-005500,Soldier,Colony-E,25.9,33,0.263,32.5,9.5,7.68,19.14,0.123,20,7,20.65,0,1
NMR-005501,Worker,Colony-A,23.9,45,0.26,32.2,20.4,7.76,18.14,0.072,26,12,18.4,0,1
NMR-005502,Worker,Colony-D,37.3,38,0.33,30.8,6.2,7.28,12.98,0.487,32,17,16.26,0,0
NMR-005503,Worker,Colony-A,16.3,55,0.358,33.9,20.5,7.68,23.94,0.183,31,10,16.78,0,0
NMR-005504,Worker,Colony-C,22.1,32,0.217,32.8,26.2,6.08,12.24,0.433,21,15,20.89,1,1
NMR-005505,Soldier,Colony-C,32.6,38,0.183,31.6,13.2,6.22,7.92,0.364,25,10,19.94,0,1
NMR-005506,Soldier,Colony-B,30.3,49,0.233,33.6,35.0,5.44,8.27,0.484,22,11,19.2,1,0
NMR-005507,Worker,Colony-E,31.3,94,0.268,32.7,16.2,6.92,26.95,0.378,30,5,24.7,0,0
NMR-005508,Soldier,Colony-D,31.6,75,0.243,32.1,19.5,4.99,13.0,0.334,25,12,25.67,1,1
NMR-005509,Breeder,Colony-D,43.6,66,0.179,33.1,18.9,8.18,11.15,0.221,16,7,20.0,1,1
NMR-005510,Worker,Colony-E,39.7,50,0.172,30.6,26.5,7.69,9.97,0.587,24,6,18.4,0,0
NMR-005511,Soldier,Colony-A,31.7,23,0.199,32.9,17.4,8.18,17.7,0.409,31,11,21.43,1,0
NMR-005512,Worker,Colony-B,25.1,41,0.34,32.0,13.9,6.4,17.5,0.096,22,11,23.01,0,1
NMR-005513,Worker,Colony-D,21.6,70,0.279,31.4,23.7,8.76,11.4,0.474,30,8,20.91,1,1
NMR-005514,Worker,Colony-B,25.7,64,0.284,31.1,12.1,7.47,18.69,0.353,22,10,22.37,1,0
NMR-005515,Soldier,Colony-C,41.7,41,0.208,31.3,32.5,4.7,8.23,0.111,24,11,18.2,1,1
NMR-005516,Worker,Colony-B,31.2,58,0.243,32.0,27.8,8.39,13.94,0.104,21,16,19.61,1,1
NMR-005517,Soldier,Colony-D,27.6,71,0.287,32.2,18.3,5.43,10.12,0.31,21,9,17.57,0,0
NMR-005518,Worker,Colony-C,31.6,31,0.468,32.0,11.3,7.65,10.2,0.211,20,9,17.01,0,1
NMR-005519,Breeder,Colony-A,43.6,117,0.234,31.3,12.7,8.01,9.01,0.183,28,10,15.93,0,1
NMR-005520,Worker,Colony-E,32.1,136,0.254,32.9,23.7,5.98,7.83,0.489,31,10,14.9,0,0
NMR-005521,Worker,Colony-C,19.9,60,0.256,31.1,15.9,6.47,11.37,0.552,28,11,21.76,0,1
NMR-005522,Queen,Colony-C,34.4,82,0.122,31.0,37.0,6.14,5.17,0.585,31,9,24.55,1,0
NMR-005523,Worker,Colony-C,31.9,24,0.177,33.0,21.5,5.59,13.28,0.175,18,15,18.54,0,1
NMR-005524,Soldier,Colony-A,29.6,74,0.46,31.6,13.5,7.03,13.97,0.202,16,11,18.68,0,1
NMR-005525,Soldier,Colony-C,28.8,50,0.248,30.4,21.1,6.26,12.75,0.598,17,18,24.87,1,0
NMR-005526,Queen,Colony-B,36.1,62,0.236,31.6,10.0,7.49,10.41,0.097,22,8,23.6,1,1
NMR-005527,Worker,Colony-B,33.9,52,0.253,32.0,22.1,5.58,8.44,0.516,30,10,23.19,1,1
NMR-005528,Worker,Colony-B,26.9,17,0.271,32.7,22.6,6.67,13.26,0.185,18,8,18.64,1,1
NMR-005529,Worker,Colony-A,22.3,65,0.302,33.7,17.0,6.64,13.27,0.24,22,10,22.56,0,0
NMR-005530,Soldier,Colony-D,41.1,39,0.213,32.2,23.9,9.06,6.85,0.315,18,13,21.8,1,0
NMR-005531,Soldier,Colony-D,25.0,38,0.198,31.9,35.3,5.51,7.78,0.325,20,12,18.05,0,1
NMR-005532,Worker,Colony-D,34.4,35,0.131,32.5,22.1,9.1,11.74,0.201,24,12,19.92,1,0
NMR-005533,Worker,Colony-B,28.9,35,0.176,32.2,29.0,5.72,22.08,0.188,11,8,20.33,1,1
NMR-005534,Queen,Colony-D,32.2,41,0.306,33.5,12.8,6.69,4.37,0.294,22,11,16.18,0,0
NMR-005535,Worker,Colony-E,21.4,44,0.182,32.9,20.5,8.95,7.4,0.204,36,10,22.97,1,0
NMR-005536,Breeder,Colony-D,42.1,49,0.246,32.2,13.0,8.32,4.86,0.108,19,10,16.54,1,1
NMR-005537,Soldier,Colony-E,28.3,29,0.243,32.2,10.0,7.05,6.9,0.422,28,12,21.94,1,1
NMR-005538,Worker,Colony-E,31.0,57,0.191,31.4,12.5,5.06,10.45,0.204,25,7,22.87,1,1
NMR-005539,Queen,Colony-D,38.3,41,0.386,33.1,9.3,6.12,5.75,0.498,19,11,17.76,0,1
NMR-005540,Worker,Colony-C,24.2,125,0.28,31.5,16.3,8.26,9.86,0.222,22,12,22.99,0,1
NMR-005541,Soldier,Colony-A,28.2,46,0.281,31.8,14.0,7.69,8.76,0.187,26,6,14.73,0,0
NMR-005542,Worker,Colony-A,23.0,69,0.251,33.1,13.9,6.57,16.18,0.37,20,11,19.33,0,0
NMR-005543,Worker,Colony-D,31.3,52,0.22,32.7,23.3,5.54,24.09,0.295,29,15,22.56,0,0
NMR-005544,Soldier,Colony-B,16.7,86,0.323,32.8,12.1,5.08,11.76,0.274,18,8,12.87,0,0
NMR-005545,Worker,Colony-D,35.7,32,0.274,30.4,13.5,8.51,22.6,0.198,24,10,24.18,1,0
NMR-005546,Soldier,Colony-C,26.5,42,0.23,30.5,13.2,7.17,10.12,0.193,24,12,23.71,0,0
NMR-005547,Breeder,Colony-C,40.2,36,0.179,32.4,21.2,7.83,16.05,0.372,19,8,23.9,1,0
NMR-005548,Soldier,Colony-C,21.4,67,0.337,32.6,15.3,5.37,6.07,0.296,20,13,16.92,0,0
NMR-005549,Breeder,Colony-A,41.3,72,0.23,31.9,15.8,6.92,7.02,0.22,22,11,18.31,0,1
NMR-005550,Soldier,Colony-E,38.7,32,0.32,32.9,16.2,8.89,13.99,0.353,20,6,14.03,0,0
NMR-005551,Soldier,Colony-C,34.6,36,0.312,32.1,17.7,6.51,8.55,0.07,17,7,14.4,0,1
NMR-005552,Soldier,Colony-E,33.8,70,0.268,31.3,24.6,8.85,8.21,0.347,25,12,20.37,0,1
NMR-005553,Worker,Colony-E,27.7,49,0.295,31.8,24.3,6.55,18.54,0.512,30,18,14.64,0,1
NMR-005554,Breeder,Colony-A,34.5,21,0.22,33.2,8.7,7.09,4.63,0.181,31,17,20.44,0,0
NMR-005555,Worker,Colony-C,22.6,50,0.231,32.0,15.5,7.76,18.94,0.547,18,11,17.49,0,1
NMR-005556,Soldier,Colony-D,28.4,43,0.155,33.3,14.3,6.41,13.24,0.171,31,8,16.46,0,0
NMR-005557,Worker,Colony-A,34.6,37,0.254,31.9,13.8,5.55,15.71,0.402,34,11,19.23,1,1
NMR-005558,Worker,Colony-D,21.7,44,0.289,32.9,18.3,7.11,14.59,0.128,26,13,19.02,0,0
NMR-005559,Worker,Colony-B,27.0,48,0.294,30.8,38.9,9.71,10.93,0.311,22,10,24.53,1,0
NMR-005560,Worker,Colony-C,25.7,52,0.22,33.2,10.6,9.12,20.33,0.43,23,14,27.61,1,0
NMR-005561,Worker,Colony-B,23.9,69,0.421,32.7,27.2,9.11,7.61,0.138,33,19,18.68,0,1
NMR-005562,Worker,Colony-B,38.6,58,0.185,31.6,27.3,7.07,13.46,0.122,25,6,23.14,1,0
NMR-005563,Worker,Colony-D,23.5,32,0.302,32.9,12.5,6.01,9.9,0.304,22,21,24.44,0,1
NMR-005564,Soldier,Colony-C,31.9,120,0.193,31.3,36.3,7.02,15.15,0.451,22,11,19.01,0,0
NMR-005565,Worker,Colony-B,36.3,89,0.347,33.2,14.0,6.54,13.47,0.3,16,17,20.19,1,0
NMR-005566,Worker,Colony-C,31.0,41,0.305,33.0,9.5,7.26,15.03,0.241,35,12,18.77,0,0
NMR-005567,Worker,Colony-D,40.2,35,0.299,33.5,7.2,6.34,10.94,0.301,20,5,18.89,0,1
NMR-005568,Worker,Colony-A,20.4,57,0.164,32.3,13.0,6.02,10.85,0.496,16,5,19.28,1,1
NMR-005569,Worker,Colony-A,28.4,33,0.209,32.3,8.3,6.43,12.46,0.342,19,10,19.2,1,1
NMR-005570,Soldier,Colony-C,34.6,55,0.251,30.4,24.3,7.34,13.72,0.59,25,14,18.13,1,0
NMR-005571,Soldier,Colony-E,23.3,62,0.199,30.6,26.3,7.31,7.61,0.524,24,7,19.52,1,0
NMR-005572,Soldier,Colony-E,35.6,58,0.268,31.9,11.1,6.77,17.68,0.311,25,15,20.61,1,1
NMR-005573,Worker,Colony-E,26.4,55,0.234,32.5,13.3,5.8,15.43,0.249,29,17,16.8,0,0
NMR-005574,Breeder,Colony-C,37.4,70,0.2,32.4,9.1,8.05,5.48,0.673,26,9,24.05,1,1
NMR-005575,Soldier,Colony-B,29.3,54,0.201,31.8,10.4,4.31,17.03,0.218,30,8,22.38,1,1
NMR-005576,Soldier,Colony-B,38.4,49,0.282,31.8,23.3,7.34,13.84,0.226,24,12,12.73,0,0
NMR-005577,Worker,Colony-B,31.9,68,0.295,32.2,26.0,7.06,12.11,0.202,20,8,19.95,1,1
NMR-005578,Worker,Colony-C,28.5,115,0.308,32.8,28.0,5.17,13.84,0.441,34,10,17.48,0,0
NMR-005579,Soldier,Colony-E,31.0,48,0.471,35.1,16.3,8.93,10.8,0.475,18,12,16.67,0,0
NMR-005580,Soldier,Colony-A,41.5,29,0.163,32.0,34.9,8.01,7.26,0.075,22,14,20.35,1,0
NMR-005581,Soldier,Colony-D,35.1,105,0.371,31.8,7.2,5.95,21.68,0.051,23,16,18.62,0,0
NMR-005582,Worker,Colony-C,34.6,61,0.22,31.6,10.4,7.9,14.8,0.411,21,10,20.38,0,0
NMR-005583,Soldier,Colony-D,32.8,63,0.282,32.3,13.6,6.13,8.45,0.219,18,15,22.0,0,1
NMR-005584,Soldier,Colony-D,39.6,67,0.285,32.1,18.8,6.63,14.69,0.311,17,10,23.26,1,1
NMR-005585,Soldier,Colony-C,36.9,56,0.241,32.3,19.0,5.93,10.44,0.301,9,9,17.86,0,1
NMR-005586,Soldier,Colony-D,35.5,47,0.183,32.6,16.9,6.52,6.99,0.19,18,13,21.13,1,1
NMR-005587,Worker,Colony-B,33.1,40,0.292,30.8,19.2,7.15,10.56,0.208,20,6,21.68,1,0
NMR-005588,Breeder,Colony-D,30.7,58,0.19,32.6,34.5,6.41,5.89,0.201,20,10,18.69,1,1
NMR-005589,Worker,Colony-C,25.7,95,0.263,32.3,42.0,8.26,8.88,0.172,19,11,22.38,1,1
NMR-005590,Worker,Colony-E,31.9,36,0.322,32.1,19.3,5.91,10.0,0.478,20,12,16.55,1,1
NMR-005591,Soldier,Colony-B,23.6,82,0.205,32.8,14.4,4.91,7.36,0.159,21,9,21.95,0,0
NMR-005592,Soldier,Colony-D,23.3,121,0.299,31.4,6.2,6.94,28.2,0.278,25,15,22.43,0,0
NMR-005593,Worker,Colony-D,27.5,54,0.164,32.4,16.0,6.86,11.51,0.405,30,14,17.16,0,1
NMR-005594,Soldier,Colony-D,22.3,36,0.256,33.1,22.3,6.69,6.0,0.058,30,5,18.27,0,0
NMR-005595,Worker,Colony-D,25.2,124,0.229,31.8,18.3,5.45,24.53,0.142,23,11,23.75,1,0
NMR-005596,Worker,Colony-D,28.8,19,0.295,32.3,35.7,4.96,11.04,0.196,26,8,18.22,1,1
NMR-005597,Soldier,Colony-C,36.5,63,0.241,31.8,20.5,7.79,7.69,0.14,20,13,15.35,0,1
NMR-005598,Soldier,Colony-E,24.8,49,0.215,31.9,17.6,7.52,21.94,0.297,24,10,17.44,1,1
NMR-005599,Worker,Colony-A,37.4,25,0.432,31.8,10.3,5.77,15.52,0.455,26,11,23.69,0,1
NMR-005600,Soldier,Colony-C,30.1,64,0.167,33.3,23.1,7.1,7.14,0.229,24,9,22.97,1,0
NMR-005601,Worker,Colony-D,17.3,232,0.217,33.2,13.2,8.18,10.21,0.12,23,5,19.54,0,1
NMR-005602,Soldier,Colony-C,31.4,105,0.2,33.1,10.5,4.74,7.37,0.095,26,17,22.11,0,0
NMR-005603,Soldier,Colony-B,31.4,91,0.294,33.9,15.6,7.98,12.44,0.634,22,8,22.42,0,1
NMR-005604,Soldier,Colony-E,26.5,46,0.232,33.3,19.2,5.61,24.95,0.334,21,9,17.56,0,0
NMR-005605,Worker,Colony-A,30.3,52,0.143,32.8,25.1,4.78,12.7,0.417,23,8,13.2,0,1
NMR-005606,Queen,Colony-D,46.3,29,0.232,33.4,11.8,7.54,1.62,0.381,20,10,18.9,0,0
NMR-005607,Worker,Colony-A,28.1,41,0.158,29.9,19.0,6.19,20.92,0.129,31,13,17.15,1,0
NMR-005608,Breeder,Colony-B,35.3,63,0.27,33.1,12.7,8.85,4.97,0.042,30,14,17.61,0,1
NMR-005609,Worker,Colony-E,24.7,63,0.39,32.9,18.8,7.23,7.6,0.047,21,12,22.49,0,1
NMR-005610,Soldier,Colony-B,31.9,46,0.191,32.3,19.5,6.46,17.86,0.398,36,13,16.17,0,1
NMR-005611,Worker,Colony-A,32.4,91,0.237,33.9,19.3,6.68,16.76,0.292,24,17,21.17,1,0
NMR-005612,Soldier,Colony-C,29.8,63,0.227,32.1,12.2,4.21,6.07,0.187,29,11,19.07,1,1
NMR-005613,Worker,Colony-A,39.8,65,0.386,32.7,22.3,6.03,9.61,0.385,31,7,23.12,0,1
NMR-005614,Worker,Colony-C,31.4,90,0.313,32.0,25.5,6.99,24.49,0.529,27,14,21.53,1,1
NMR-005615,Worker,Colony-B,32.2,21,0.259,32.0,32.7,7.48,12.56,0.262,20,9,25.02,1,1
NMR-005616,Soldier,Colony-B,24.1,74,0.317,31.1,11.7,6.92,13.76,0.241,24,14,17.41,0,0
NMR-005617,Breeder,Colony-B,44.0,120,0.305,31.1,15.7,6.44,7.04,0.199,21,9,24.64,1,0
NMR-005618,Worker,Colony-A,27.6,42,0.337,33.1,31.2,5.42,12.19,0.389,24,8,24.51,1,1
NMR-005619,Worker,Colony-C,27.0,79,0.356,33.0,24.8,6.66,12.99,0.169,24,14,23.72,0,0
NMR-005620,Soldier,Colony-D,28.3,40,0.202,33.1,12.1,8.23,18.23,0.39,19,14,20.41,0,0
NMR-005621,Soldier,Colony-C,36.7,49,0.147,33.5,13.7,6.54,11.83,0.319,32,10,18.09,1,0
NMR-005622,Worker,Colony-A,31.3,71,0.134,32.9,27.7,8.17,12.98,0.37,33,10,18.26,1,1
NMR-005623,Soldier,Colony-C,33.6,45,0.249,32.7,13.4,7.06,5.38,0.339,20,13,18.93,0,1
NMR-005624,Soldier,Colony-A,28.2,64,0.151,31.5,32.3,5.46,16.29,0.054,23,11,23.06,1,0
NMR-005625,Worker,Colony-C,37.2,111,0.184,33.0,37.6,9.13,8.42,0.189,20,9,15.84,1,1
NMR-005626,Worker,Colony-B,36.3,47,0.308,33.2,85.2,5.18,13.35,0.071,31,17,18.81,1,0
NMR-005627,Breeder,Colony-D,36.7,57,0.153,31.9,20.3,5.81,7.93,0.35,25,5,11.61,0,1
NMR-005628,Worker,Colony-D,29.5,36,0.138,31.9,22.2,8.09,17.5,0.033,29,4,18.7,0,0
NMR-005629,Worker,Colony-A,22.7,114,0.511,32.5,9.2,7.78,20.71,0.474,15,8,23.41,1,1
NMR-005630,Worker,Colony-B,27.1,39,0.251,31.7,20.7,8.11,18.92,0.37,28,6,19.39,1,0
NMR-005631,Worker,Colony-D,29.0,120,0.225,31.2,10.8,6.86,19.58,0.327,20,10,17.02,0,1
NMR-005632,Soldier,Colony-B,30.0,69,0.502,32.4,28.5,6.22,19.75,0.237,25,8,22.77,1,0
NMR-005633,Worker,Colony-C,28.9,58,0.153,33.3,19.3,6.3,15.15,0.496,20,10,18.07,1,0
NMR-005634,Worker,Colony-B,38.0,21,0.318,34.4,26.8,5.61,12.34,0.518,23,15,18.51,0,0
NMR-005635,Breeder,Colony-B,34.2,31,0.384,32.8,26.8,7.31,13.36,0.353,19,9,13.81,0,0
NMR-005636,Worker,Colony-B,25.2,62,0.196,32.7,15.3,5.29,16.33,0.331,20,11,26.23,1,0
