sample_id,role,colony,body_mass_g,age_months,resting_metabolic_rate,body_temp_c,hypoxia_survival_min,hyaluronan_mda,cortisol_ng_ml,incisor_wear_score,chirps_per_hour,grooming_events_day,telomere_length_kb,target_a,target_b
NMR-000465,Worker,Colony-E,31.5,104,0.237,33.7,44.9,6.82,12.8,0.552,24,7,20.93,1,0
NMR-000466,Worker,Colony-D,17.6,50,0.21,32.4,18.4,8.95,16.28,0.162,21,15,14.38,1,1
NMR-000467,Soldier,Colony-D,32.2,137,0.211,31.6,13.7,8.61,9.24,0.247,18,9,20.36,0,1
NMR-000468,Breeder,Colony-A,41.1,53,0.127,33.4,13.2,6.38,9.83,0.382,27,16,21.21,1,0
NMR-000469,Worker,Colony-C,25.7,27,0.209,31.7,18.0,7.13,12.0,0.267,23,8,17.71,1,1
NMR-000470,Soldier,Colony-A,33.7,57,0.13,32.1,9.9,6.45,9.11,0.223,32,9,17.07,1,1
NMR-000471,Worker,Colony-D,20.4,30,0.223,31.7,12.9,7.3,11.71,0.306,17,11,19.79,0,0
NMR-000472,Worker,Colony-B,23.9,78,0.224,33.8,22.8,5.17,10.19,0.321,28,12,25.32,1,0
NMR-000473,Breeder,Colony-D,29.0,55,0.174,32.5,15.2,6.96,23.31,0.377,21,13,24.09,1,0
NMR-000474,Worker,Colony-C,25.8,45,0.27,32.1,8.5,6.86,12.94,0.457,23,11,23.17,1,0
NMR-000475,Worker,Colony-D,23.3,57,0.248,30.6,14.5,7.69,9.65,0.22,28,17,19.02,0,0
NMR-000476,Soldier,Colony-B,30.6,22,0.194,31.7,16.0,6.08,9.19,0.219,27,11,20.37,1,1
NMR-000477,Worker,Colony-B,34.9,93,0.377,30.9,10.8,8.3,24.82,0.217,30,13,19.9,0,1
NMR-000478,Soldier,Colony-C,26.1,40,0.16,32.7,16.2,6.01,5.24,0.108,26,10,16.71,1,1
NMR-000479,Worker,Colony-B,24.1,92,0.346,34.6,10.9,6.66,9.14,0.241,30,10,15.76,1,0
NMR-000480,Soldier,Colony-A,21.2,58,0.342,31.7,27.3,6.04,16.18,0.385,32,8,14.59,0,1
NMR-000481,Worker,Colony-A,28.8,263,0.27,31.8,12.9,5.33,13.92,0.139,21,11,16.8,0,0
NMR-000482,Worker,Colony-B,36.4,76,0.19,34.0,16.1,4.43,16.45,0.287,33,13,22.23,0,0
NMR-000483,Worker,Colony-C,26.7,70,0.539,30.8,20.7,5.99,20.21,0.668,18,9,19.69,0,0
NMR-000484,Soldier,Colony-A,39.8,25,0.258,32.2,12.5,8.3,5.27,0.355,22,8,13.83,0,0
NMR-000485,Breeder,Colony-A,42.8,64,0.204,30.9,9.7,6.85,6.21,0.165,21,10,17.36,1,0
NMR-000486,Worker,Colony-D,22.6,85,0.187,32.9,15.3,7.13,15.52,0.156,30,9,23.29,1,1
NMR-000487,Queen,Colony-E,48.0,129,0.145,30.4,21.0,5.54,4.43,0.456,29,11,14.26,1,0
NMR-000488,Soldier,Colony-E,30.1,34,0.216,30.7,14.5,6.38,21.62,0.435,20,7,24.59,1,0
NMR-000489,Worker,Colony-B,33.7,40,0.167,32.6,17.6,6.3,17.5,0.227,30,11,20.33,1,1
NMR-000490,Soldier,Colony-C,39.5,46,0.179,33.0,11.0,6.9,13.79,0.118,21,13,15.13,1,1
NMR-000491,Worker,Colony-A,17.4,56,0.204,32.9,16.7,6.63,13.73,0.341,30,14,23.11,1,0
NMR-000492,Worker,Colony-D,26.9,23,0.184,32.8,10.5,9.41,17.22,0.271,24,12,21.58,0,0
NMR-000493,Worker,Colony-E,26.6,38,0.137,32.6,20.2,6.33,19.2,0.534,32,10,23.06,1,0
NMR-000494,Worker,Colony-B,26.4,75,0.27,32.6,16.2,7.4,13.0,0.404,21,11,13.98,0,1
NMR-000495,Worker,Colony-E,22.7,63,0.509,32.5,28.0,6.86,13.78,0.222,27,7,15.69,0,1
NMR-000496,Soldier,Colony-E,22.2,117,0.243,34.1,20.2,4.83,9.05,0.185,33,12,25.91,1,0
NMR-000497,Worker,Colony-A,19.5,36,0.346,31.8,25.2,8.79,16.37,0.191,20,15,14.89,0,0
NMR-000498,Breeder,Colony-B,44.2,47,0.339,33.2,11.8,6.76,1.81,0.344,23,10,22.62,0,0
NMR-000499,Soldier,Colony-D,45.7,56,0.215,32.7,22.1,7.5,9.27,0.44,17,19,24.62,1,1
NMR-000500,Worker,Colony-A,29.0,102,0.203,32.4,21.1,8.53,19.24,0.244,31,15,20.01,1,1
NMR-000501,Worker,Colony-E,34.7,30,0.259,33.6,9.1,7.05,13.63,0.176,20,13,23.76,0,0
NMR-000502,Worker,Colony-D,25.6,51,0.407,31.2,25.7,5.36,14.98,0.209,26,9,18.39,0,1
NMR-000503,Soldier,Colony-A,33.4,65,0.2,30.7,20.2,6.41,9.45,0.128,20,12,14.47,0,0
NMR-000504,Worker,Colony-D,35.8,128,0.338,34.0,10.4,7.72,11.8,0.039,29,12,18.23,0,1
NMR-000505,Worker,Colony-A,32.3,94,0.123,33.0,17.2,6.87,11.24,0.099,34,5,20.18,0,0
NMR-000506,Worker,Colony-E,23.9,42,0.246,33.5,28.3,6.04,15.98,0.327,27,20,14.0,0,1
NMR-000507,Worker,Colony-D,21.8,64,0.316,33.7,38.2,6.81,10.55,0.446,19,12,22.53,1,0
NMR-000508,Worker,Colony-B,27.7,74,0.267,31.2,25.2,4.63,16.39,0.516,29,11,18.36,1,0
NMR-000509,Soldier,Colony-B,35.7,41,0.308,32.0,14.1,7.59,31.3,0.378,19,8,22.76,0,1
NMR-000510,Worker,Colony-A,27.7,48,0.328,31.4,9.0,6.21,17.43,0.35,36,10,15.58,0,0
NMR-000511,Worker,Colony-E,21.2,74,0.219,34.1,8.3,6.43,18.32,0.352,31,9,21.16,0,0
NMR-000512,Queen,Colony-E,44.5,25,0.238,32.1,15.2,5.73,20.73,0.203,24,15,19.71,0,1
NMR-000513,Worker,Colony-A,33.2,73,0.173,31.3,17.2,7.25,16.19,0.205,33,12,14.93,0,0
NMR-000514,Worker,Colony-A,41.1,95,0.204,32.6,13.8,8.17,20.26,0.103,35,9,18.89,1,1
NMR-000515,Worker,Colony-D,27.7,109,0.294,33.5,18.1,5.56,19.9,0.087,25,11,21.47,0,0
NMR-000516,Worker,Colony-A,15.4,36,0.317,31.7,33.3,4.81,10.13,0.335,23,14,24.56,1,1
NMR-000517,Soldier,Colony-E,37.1,47,0.288,31.6,13.0,6.73,9.62,0.163,30,12,20.9,0,1
NMR-000518,Soldier,Colony-E,37.6,106,0.25,31.3,6.2,5.39,23.2,0.432,25,13,18.29,0,0
NMR-000519,Breeder,Colony-E,38.6,127,0.195,32.2,12.3,7.55,9.78,0.565,23,18,15.47,0,1
NMR-000520,Worker,Colony-C,32.0,41,0.209,30.7,30.8,7.34,12.03,0.269,26,6,17.09,1,0
NMR-000521,Worker,Colony-E,23.2,27,0.203,32.9,7.2,7.87,18.3,0.125,21,8,14.21,0,0
NMR-000522,Soldier,Colony-A,27.6,26,0.416,31.5,16.2,7.26,17.0,0.227,26,10,19.01,0,1
NMR-000523,Soldier,Colony-B,34.1,50,0.219,31.0,23.0,6.24,11.93,0.358,31,10,25.19,1,0
NMR-000524,Breeder,Colony-D,43.9,46,0.314,32.0,20.8,5.57,10.81,0.651,27,16,17.95,0,1
NMR-000525,Breeder,Colony-C,42.6,69,0.339,32.2,29.6,7.73,12.71,0.072,32,13,23.76,1,1
NMR-000526,Worker,Colony-B,33.2,35,0.176,32.1,8.7,7.6,12.67,0.556,22,16,15.7,0,1
NMR-000527,Worker,Colony-C,28.2,61,0.154,33.7,16.8,5.72,10.55,0.41,21,20,21.0,1,0
NMR-000528,Worker,Colony-E,27.2,90,0.259,32.6,26.3,8.14,28.36,0.408,25,9,19.08,0,1
NMR-000529,Queen,Colony-E,51.5,20,0.206,32.7,18.2,5.91,1.1,0.19,26,13,20.43,0,1
NMR-000530,Worker,Colony-B,30.8,34,0.299,30.9,21.2,5.07,10.81,0.321,24,12,23.08,0,1
NMR-000531,Soldier,Colony-E,29.3,93,0.281,33.1,9.8,7.52,6.78,0.156,17,8,18.26,0,1
NMR-000532,Worker,Colony-C,30.2,37,0.195,31.5,12.6,6.57,13.41,0.312,25,9,14.91,0,1
NMR-000533,Worker,Colony-A,26.0,80,0.346,30.8,12.0,6.54,16.14,0.472,26,8,20.07,0,0
NMR-000534,Soldier,Colony-D,48.9,178,0.27,31.7,10.1,7.28,19.23,0.326,19,15,23.24,0,1
NMR-000535,Breeder,Colony-D,35.5,87,0.178,32.9,25.8,6.67,2.09,0.116,23,6,20.89,1,0
NMR-000536,Worker,Colony-A,36.7,43,0.225,32.3,22.0,6.13,11.19,0.527,25,15,19.81,1,1
NMR-000537,Soldier,Colony-A,31.3,47,0.305,31.3,16.0,6.99,14.95,0.528,28,17,23.56,1,0
NMR-000538,Soldier,Colony-C,22.8,66,0.216,32.0,23.4,6.94,31.82,0.4,22,6,20.47,1,1
NMR-000539,Worker,Colony-C,16.1,51,0.172,32.1,8.1,7.35,18.46,0.181,22,5,21.21,0,1
NMR-000540,Worker,Colony-D,30.2,82,0.325,32.0,15.8,8.26,8.9,0.435,23,9,15.36,0,1
NMR-000541,Queen,Colony-D,57.5,88,0.547,31.0,11.0,6.35,9.09,0.305,23,10,15.44,0,0
NMR-000542,Worker,Colony-D,22.4,39,0.137,32.0,27.0,8.39,13.4,0.457,23,13,20.89,1,1
NMR-000543,Soldier,Colony-A,46.2,62,0.262,33.1,17.7,8.12,13.35,0.276,18,13,16.79,0,1
NMR-000544,Worker,Colony-B,31.7,108,0.218,32.2,16.9,7.99,12.5,0.322,24,14,19.75,1,1
NMR-000545,Worker,Colony-E,29.0,69,0.242,31.6,22.9,7.08,12.01,0.206,18,13,12.67,1,1
NMR-000546,Worker,Colony-D,20.5,37,0.257,31.7,33.3,6.65,10.26,0.26,30,14,23.84,1,1
NMR-000547,Breeder,Colony-A,46.3,110,0.11,33.1,23.4,7.19,9.26,0.173,29,3,15.37,1,1
NMR-000548,Worker,Colony-C,23.5,44,0.169,32.3,30.1,7.13,16.05,0.166,21,13,21.01,1,1
NMR-000549,Worker,Colony-B,30.1,26,0.161,31.8,17.6,8.19,16.23,0.145,28,18,11.74,0,0
NMR-000550,Soldier,Colony-A,28.9,38,0.354,32.4,9.3,7.14,8.89,0.068,32,10,16.13,0,0
NMR-000551,Worker,Colony-B,31.5,45,0.379,32.5,15.7,5.77,18.7,0.355,20,7,23.5,0,1
NMR-000552,Worker,Colony-B,31.8,60,0.147,33.6,16.2,7.07,20.26,0.205,30,9,22.47,1,0
NMR-000553,Worker,Colony-C,28.0,54,0.326,31.2,26.6,6.51,12.03,0.12,29,6,19.21,1,0
NMR-000554,Soldier,Colony-D,39.1,112,0.187,32.8,18.6,5.98,28.18,0.253,24,8,19.4,1,0
NMR-000555,Breeder,Colony-C,43.4,34,0.305,32.2,10.6,7.62,14.21,0.373,24,10,14.64,0,1
NMR-000556,Worker,Colony-D,38.1,34,0.344,32.4,18.0,8.35,14.87,0.436,22,5,15.91,0,0
NMR-000557,Worker,Colony-B,31.5,62,0.282,32.8,49.2,7.53,50.85,0.472,27,12,20.69,1,0
NMR-000558,Soldier,Colony-E,29.5,41,0.179,33.7,45.2,6.24,13.97,0.328,22,20,13.54,0,0
NMR-000559,Worker,Colony-A,30.8,40,0.211,33.3,15.4,6.61,8.89,0.305,28,13,17.9,0,1
NMR-000560,Breeder,Colony-E,30.2,39,0.229,31.5,15.0,6.45,11.35,0.212,17,15,24.16,0,1
NMR-000561,Worker,Colony-E,32.6,73,0.19,33.3,16.0,7.14,11.59,0.047,25,7,17.43,0,0
NMR-000562,Worker,Colony-D,32.4,80,0.313,32.1,22.5,8.93,13.44,0.141,16,13,20.16,1,1
NMR-000563,Worker,Colony-A,28.0,38,0.295,32.1,10.9,8.7,11.69,0.441,24,8,23.69,1,0
NMR-000564,Soldier,Colony-A,28.8,59,0.187,33.2,12.4,7.32,12.96,0.247,20,6,19.32,0,0
NMR-000565,Worker,Colony-A,33.8,28,0.189,31.7,9.2,7.84,15.84,0.465,20,7,17.06,0,0
NMR-000566,Worker,Colony-E,22.6,40,0.291,32.7,26.2,5.99,18.16,0.369,22,13,20.66,1,1
NMR-000567,Worker,Colony-B,22.9,92,0.243,31.6,21.7,5.46,9.83,0.388,21,11,14.55,0,0
NMR-000568,Worker,Colony-B,12.4,136,0.33,32.2,37.5,5.94,15.55,0.262,27,15,16.33,0,0
NMR-000569,Soldier,Colony-E,34.9,53,0.284,30.1,27.9,5.89,11.02,0.223,27,10,19.42,0,0
NMR-000570,Worker,Colony-B,23.9,32,0.188,34.2,30.7,6.97,12.83,0.132,29,7,23.28,1,0
NMR-000571,Worker,Colony-D,26.5,32,0.256,31.2,47.4,7.72,27.93,0.69,32,14,24.28,1,0
NMR-000572,Worker,Colony-B,23.6,76,0.433,31.6,18.7,6.75,14.36,0.27,21,12,13.87,0,0
NMR-000573,Worker,Colony-B,35.7,52,0.215,31.7,21.6,6.99,12.69,0.273,23,7,22.94,1,1
NMR-000574,Worker,Colony-D,20.0,70,0.171,32.4,16.6,8.77,19.78,0.429,22,12,18.09,0,1
NMR-000575,Soldier,Colony-E,26.9,43,0.222,33.6,10.0,8.11,8.49,0.341,31,12,18.2,0,0
NMR-000576,Worker,Colony-E,7.8,127,0.271,32.5,30.4,5.23,19.47,0.099,36,11,19.58,1,1
NMR-000577,Worker,Colony-D,26.8,30,0.219,31.8,8.1,6.04,12.98,0.116,20,16,13.69,0,1
NMR-000578,Worker,Colony-B,27.1,26,0.204,32.3,12.9,5.54,9.51,0.088,22,13,14.84,0,1
NMR-000579,Soldier,Colony-B,38.2,50,0.17,31.3,12.2,5.95,12.33,0.407,22,11,18.89,0,1
NMR-000580,Worker,Colony-B,32.5,44,0.352,32.8,25.1,7.48,14.64,0.374,18,12,20.41,1,1
NMR-000581,Worker,Colony-C,32.5,36,0.4,32.5,37.9,6.47,13.62,0.267,32,10,17.33,0,0
NMR-000582,Worker,Colony-D,25.2,27,0.285,32.5,13.4,6.66,13.7,0.285,26,20,15.89,0,1
NMR-000583,Worker,Colony-C,28.2,84,0.51,32.5,11.4,7.67,14.31,0.354,25,10,20.3,0,1
NMR-000584,Worker,Colony-B,25.8,90,0.519,32.5,34.3,6.79,14.79,0.236,32,17,24.48,0,1
NMR-000585,Soldier,Colony-E,25.3,48,0.359,33.1,12.1,8.85,7.92,0.396,21,12,21.12,1,0
NMR-000586,Soldier,Colony-D,38.7,34,0.539,31.4,19.6,6.09,9.65,0.335,27,9,18.35,0,1
NMR-000587,Worker,Colony-B,30.4,51,0.347,32.3,21.6,6.0,9.55,0.455,24,14,16.92,0,1
NMR-000588,Soldier,Colony-A,29.6,111,0.409,31.2,46.1,5.98,10.6,0.168,18,10,19.78,1,0
NMR-000589,Worker,Colony-E,38.6,62,0.255,31.7,14.4,5.2,25.27,0.22,21,15,19.49,0,0
NMR-000590,Soldier,Colony-D,34.9,39,0.375,33.1,17.1,4.65,15.31,0.274,13,13,22.92,1,1
NMR-000591,Worker,Colony-C,30.7,30,0.14,31.8,15.3,6.03,20.65,0.215,18,11,15.28,0,1
NMR-000592,Worker,Colony-A,31.5,49,0.191,31.9,21.1,7.32,9.14,0.532,21,12,18.05,1,0
NMR-000593,Soldier,Colony-A,37.8,42,0.562,32.2,9.2,7.36,6.16,0.422,25,12,21.48,0,1
NMR-000594,Soldier,Colony-E,39.2,29,0.159,33.4,38.6,6.09,14.44,0.435,27,10,18.15,1,0
NMR-000595,Worker,Colony-B,14.9,33,0.264,31.8,23.0,6.22,12.85,0.265,20,13,21.99,0,1
NMR-000596,Worker,Colony-A,22.4,45,0.225,32.5,20.6,6.89,28.91,0.379,19,18,20.08,1,0
NMR-000597,Breeder,Colony-D,38.4,47,0.189,31.4,32.0,7.44,11.06,0.151,25,14,17.68,0,0
NMR-000598,Soldier,Colony-D,34.1,65,0.268,33.0,7.9,6.83,12.94,0.318,17,11,15.83,1,1
NMR-000599,Soldier,Colony-D,39.0,70,0.167,33.0,17.0,7.49,5.76,0.262,15,12,16.62,1,1
NMR-000600,Worker,Colony-D,41.3,116,0.299,31.6,26.3,6.42,13.36,0.168,19,11,17.1,0,0
NMR-000601,Soldier,Colony-A,35.3,49,0.138,31.7,15.5,7.87,6.93,0.23,18,16,19.01,1,1
NMR-000602,Breeder,Colony-D,30.2,99,0.208,31.3,17.7,7.9,7.41,0.196,18,7,18.03,1,1
NMR-000603,Queen,Colony-D,31.0,55,0.26,31.6,16.8,6.12,1.57,0.161,23,7,19.91,0,1
NMR-000604,Worker,Colony-B,27.8,42,0.192,30.9,10.3,8.17,9.09,0.27,19,11,23.06,1,0
NMR-000605,Worker,Colony-E,31.7,34,0.338,32.6,30.0,6.99,13.75,0.56,32,11,15.82,0,1
NMR-000606,Worker,Colony-A,26.8,47,0.475,32.2,24.6,5.16,31.0,0.409,25,9,15.57,0,1
NMR-000607,Queen,Colony-B,44.5,85,0.206,32.4,24.8,8.57,5.07,0.377,23,7,15.17,0,1
NMR-000608,Worker,Colony-B,28.2,57,0.222,31.6,12.4,6.07,17.76,0.314,18,12,18.26,1,1
NMR-000609,Worker,Colony-B,27.7,44,0.206,32.5,31.1,5.84,10.39,0.529,27,10,23.24,1,1
NMR-000610,Worker,Colony-D,30.0,54,0.258,31.2,9.7,6.68,18.09,0.397,29,15,18.06,0,1
NMR-000611,Worker,Colony-A,22.6,44,0.243,31.7,22.3,5.06,20.42,0.652,32,8,14.17,0,1
NMR-000612,Worker,Colony-B,28.9,37,0.182,32.9,22.5,7.79,14.09,0.228,22,12,20.84,1,0
NMR-000613,Breeder,Colony-B,36.3,39,0.199,33.8,9.2,7.1,5.28,0.291,34,11,21.63,0,0
NMR-000614,Soldier,Colony-D,27.2,40,0.3,33.1,8.6,6.49,9.99,0.316,25,9,20.75,1,0
NMR-000615,Breeder,Colony-A,44.1,87,0.25,32.1,72.0,7.14,6.01,0.395,24,6,16.61,1,1
NMR-000616,Soldier,Colony-D,29.5,74,0.196,31.5,15.1,8.41,9.88,0.417,28,5,24.81,1,1
NMR-000617,Soldier,Colony-C,28.3,86,0.151,31.8,53.8,6.73,6.98,0.325,19,15,21.73,1,1
NMR-000618,Soldier,Colony-B,34.3,35,0.263,32.5,22.3,3.65,10.03,0.208,16,18,16.16,1,1
NMR-000619,Soldier,Colony-E,26.9,20,0.252,31.3,8.7,7.57,10.14,0.286,22,13,17.57,0,0
NMR-000620,Soldier,Colony-D,33.8,123,0.348,31.5,17.9,6.27,9.24,0.29,20,8,12.76,0,0
NMR-000621,Worker,Colony-C,34.4,42,0.249,29.9,8.5,6.97,17.21,0.179,23,7,19.28,0,0
NMR-000622,Worker,Colony-E,31.8,37,0.222,31.4,8.4,6.92,17.54,0.287,20,18,15.71,0,0
NMR-000623,Worker,Colony-A,27.0,46,0.22,32.3,45.2,8.59,11.82,0.539,27,17,16.96,1,1
NMR-000624,Worker,Colony-B,30.1,30,0.425,32.7,7.7,8.24,12.04,0.307,21,9,20.57,0,0
NMR-000625,Soldier,Colony-E,31.1,71,0.181,33.2,20.7,9.2,8.48,0.176,25,16,15.04,0,1
NMR-000626,Worker,Colony-E,24.4,51,0.25,32.8,10.9,6.34,15.63,0.189,28,10,19.79,0,1
NMR-000627,Worker,Colony-A,25.4,67,0.202,33.0,18.3,6.28,27.83,0.363,26,4,18.49,1,0
NMR-000628,Worker,Colony-D,23.6,32,0.183,32.0,15.1,7.31,12.18,0.285,25,10,14.73,0,1
NMR-000629,Worker,Colony-D,32.4,26,0.217,32.5,21.0,7.92,17.53,0.475,19,7,19.93,1,0
NMR-000630,Breeder,Colony-C,51.3,51,0.14,31.8,23.3,7.33,3.98,0.128,12,12,16.61,0,1
NMR-000631,Worker,Colony-A,29.3,38,0.372,31.8,31.4,4.91,10.2,0.143,28,7,19.19,1,1
NMR-000632,Soldier,Colony-B,24.2,114,0.153,33.3,17.1,5.48,14.06,0.167,26,14,21.89,1,0
NMR-000633,Soldier,Colony-A,36.8,20,0.229,33.6,29.0,7.18,11.74,0.087,24,12,19.13,1,0
NMR-000634,Worker,Colony-A,29.4,98,0.365,34.2,29.4,5.98,10.41,0.379,20,14,18.6,0,0
NMR-000635,Soldier,Colony-D,23.3,62,0.378,31.5,18.7,7.18,9.7,0.225,24,9,17.1,1,0
NMR-000636,Breeder,Colony-E,39.0,49,0.206,31.3,19.9,5.17,12.99,0.261,28,11,20.27,1,0
NMR-000637,Worker,Colony-C,20.5,56,0.341,32.9,28.3,8.1,22.59,0.155,22,15,23.89,1,0
NMR-000638,Soldier,Colony-E,33.4,52,0.305,31.0,21.3,7.07,14.64,0.18,24,15,20.02,1,0
NMR-000639,Worker,Colony-D,23.2,27,0.242,32.4,17.7,7.52,12.25,0.288,33,6,15.29,0,0
NMR-000640,Breeder,Colony-C,34.0,94,0.246,31.5,37.6,6.66,5.24,0.147,17,18,12.62,0,0
NMR-000641,Breeder,Colony-E,31.8,51,0.334,31.4,10.5,8.63,8.08,0.483,30,14,11.55,0,0
NMR-000642,Soldier,Colony-D,29.0,42,0.221,32.9,29.3,5.79,5.85,0.542,25,11,22.1,1,0
NMR-000643,Worker,Colony-D,34.2,18,0.225,32.7,45.0,7.28,19.7,0.181,21,14,17.95,1,0
NMR-000644,Worker,Colony-D,20.8,55,0.246,32.3,20.0,6.62,23.52,0.318,25,12,18.01,0,1
NMR-000645,Soldier,Colony-E,28.3,56,0.311,32.6,17.7,7.27,8.36,0.211,33,9,16.6,0,0
NMR-000646,Worker,Colony-B,24.4,56,0.247,31.9,24.0,6.61,23.2,0.208,38,14,18.87,1,1
NMR-000647,Queen,Colony-E,39.6,46,0.351,30.9,16.9,6.53,-0.78,0.232,25,18,18.33,0,0
NMR-000648,Queen,Colony-E,40.0,81,0.174,31.9,12.1,7.46,11.95,0.362,19,13,20.38,1,1
NMR-000649,Soldier,Colony-E,23.0,40,0.219,32.2,14.2,6.07,16.0,0.282,16,6,24.07,1,1
NMR-000650,Soldier,Colony-D,32.7,44,0.234,33.3,33.1,8.84,15.45,0.35,17,9,20.5,1,0
NMR-000651,Worker,Colony-E,29.8,43,0.344,30.3,26.6,7.17,15.12,0.135,19,12,20.27,1,0
NMR-000652,Breeder,Colony-B,25.5,71,0.29,32.2,18.3,6.96,6.75,0.346,21,7,22.66,1,1
NMR-000653,Worker,Colony-C,14.8,25,0.316,34.0,27.1,6.78,17.16,0.229,28,4,10.91,1,0
NMR-000654,Worker,Colony-B,26.9,95,0.223,32.5,30.2,7.93,9.18,0.359,30,13,20.84,1,1
NMR-000655,Soldier,Colony-D,39.9,57,0.16,33.6,24.0,7.81,6.46,0.205,23,6,20.76,1,0
NMR-000656,Worker,Colony-B,29.1,112,0.458,32.3,31.1,8.1,42.21,0.152,22,12,18.98,0,1
NMR-000657,Worker,Colony-C,27.5,50,0.205,33.7,15.0,7.72,14.89,0.478,25,7,19.12,0,0
NMR-000658,Soldier,Colony-C,34.0,17,0.308,32.5,6.7,6.63,9.22,0.157,24,10,17.32,0,1
NMR-000659,Worker,Colony-E,17.5,90,0.338,32.1,11.4,7.54,25.83,0.324,27,17,19.78,0,1
NMR-000660,Soldier,Colony-C,34.2,118,0.386,30.9,21.5,7.48,5.64,0.361,27,11,22.85,0,1
NMR-000661,Worker,Colony-D,28.2,16,0.223,32.8,24.3,6.58,31.81,0.556,19,23,17.66,0,1
NMR-000662,Soldier,Colony-E,27.5,39,0.222,33.4,14.5,7.09,9.04,0.51,26,14,19.24,0,1
NMR-000663,Worker,Colony-E,27.6,47,0.281,32.4,18.4,6.84,13.71,0.199,22,7,17.84,0,1
NMR-000664,Soldier,Colony-E,27.9,36,0.189,31.8,13.8,6.48,32.77,0.2,23,9,25.58,1,1
NMR-000665,Worker,Colony-C,32.8,15,0.206,32.9,7.2,6.2,9.48,0.534,28,13,22.3,1,1
NMR-000666,Worker,Colony-B,21.3,124,0.218,33.3,63.0,4.52,16.9,0.256,29,10,14.76,1,0
NMR-000667,Worker,Colony-B,29.5,75,0.175,33.3,24.6,5.15,21.37,0.228,12,12,18.48,0,0
NMR-000668,Worker,Colony-B,32.0,57,0.357,30.6,24.5,6.37,16.89,0.239,13,10,17.9,0,1
NMR-000669,Worker,Colony-B,19.6,43,0.293,32.0,18.5,5.81,13.66,0.311,22,15,22.42,1,1
NMR-000670,Breeder,Colony-E,42.1,42,0.352,32.8,16.0,6.27,14.59,0.363,26,10,21.54,1,1
NMR-000671,Worker,Colony-E,22.2,27,0.28,32.1,10.5,8.15,20.04,0.164,27,13,20.16,0,0
NMR-000672,Worker,Colony-D,23.6,58,0.198,32.0,22.1,5.79,11.71,0.5,15,9,19.2,1,1
NMR-000673,Worker,Colony-E,35.2,35,0.192,30.5,14.2,6.39,17.73,0.437,25,12,23.46,1,0
NMR-000674,Worker,Colony-C,31.5,42,0.467,32.4,11.2,6.56,13.6,0.405,27,14,18.56,0,0
NMR-000675,Breeder,Colony-B,46.5,131,0.291,32.3,11.1,6.39,4.74,0.112,20,13,16.76,0,1
NMR-000676,Worker,Colony-C,38.1,78,0.131,31.8,8.0,7.42,10.6,0.061,30,12,23.46,1,1
NMR-000677,Soldier,Colony-A,24.9,53,0.224,31.7,25.7,6.18,18.45,0.126,29,12,18.08,1,1
NMR-000678,Worker,Colony-B,36.1,46,0.14,33.7,7.1,5.34,10.04,0.272,20,9,14.37,0,1
NMR-000679,Soldier,Colony-C,27.0,59,0.197,32.9,21.5,6.81,8.03,0.304,17,12,16.84,1,0
NMR-000680,Worker,Colony-D,40.9,54,0.292,32.7,16.4,7.17,24.88,0.386,20,11,19.07,0,1
NMR-000681,Breeder,Colony-E,37.3,100,0.219,32.8,19.8,8.25,7.97,0.455,25,15,23.4,1,1
NMR-000682,Worker,Colony-E,26.6,51,0.258,31.3,22.3,7.8,11.93,0.395,42,12,21.32,1,0
NMR-000683,Worker,Colony-A,25.3,63,0.223,31.7,17.2,7.61,10.41,0.11,31,16,16.5,0,1
NMR-000684,Worker,Colony-A,22.1,83,0.209,31.9,13.2,7.55,12.61,0.355,21,14,14.41,0,1
NMR-000685,Queen,Colony-A,43.8,77,0.192,31.9,18.0,6.47,1.75,0.361,21,16,22.35,1,0
NMR-000686,Queen,Colony-A,41.5,39,0.202,32.6,23.3,5.62,0.34,0.265,23,11,23.15,1,1
NMR-000687,Soldier,Colony-C,49.1,133,0.173,29.8,18.0,4.75,18.84,0.194,19,14,17.33,1,0
NMR-000688,Worker,Colony-A,24.7,47,0.238,32.0,13.5,7.11,10.32,0.059,24,7,16.13,0,0
NMR-000689,Worker,Colony-D,21.9,33,0.315,32.3,24.7,6.61,42.1,0.208,29,10,19.96,1,0
NMR-000690,Worker,Colony-E,22.6,50,0.224,32.4,18.3,4.97,17.05,0.227,23,16,19.09,0,1
NMR-000691,Worker,Colony-B,24.8,27,0.225,32.1,28.2,5.54,9.96,0.187,23,12,16.77,0,1
NMR-000692,Breeder,Colony-E,42.9,44,0.139,30.4,21.8,6.9,7.36,0.65,30,14,16.86,1,0
NMR-000693,Worker,Colony-B,30.6,40,0.386,31.8,19.1,6.05,16.93,0.471,16,7,24.37,1,1
NMR-000694,Soldier,Colony-E,39.2,24,0.261,32.0,17.7,7.66,17.62,0.335,25,7,24.84,1,1
NMR-000695,Soldier,Colony-A,39.4,27,0.171,34.0,27.4,7.65,20.06,0.44,20,13,23.33,1,0
NMR-000696,Worker,Colony-D,16.0,94,0.299,32.3,29.3,7.1,11.52,0.096,21,14,18.2,1,0
NMR-000697,Soldier,Colony-C,26.1,56,0.223,31.7,19.9,6.36,11.88,0.383,12,14,18.97,1,1
