sample_id,group,batch,measure_1,resolution_ang,r_free,chain_length_aa,molecular_weight_kda,fraction_helix,fraction_sheet,mean_b_factor,radius_gyration_ang,ligand_count,isoelectric_point,target_a,target_b
STR-000452,Control,B02,63.4,1.33,0.2221,148,15.45,0.3093,0.2491,61.31,16.42,1,6.9,0,0
STR-000453,Control,B03,113.29,1.82,0.2521,223,19.69,0.3381,0.3803,49.14,20.99,2,5.78,1,0
STR-000454,TreatmentA,B02,108.49,1.99,0.217,299,40.7,0.4181,0.372,33.48,18.2,4,6.27,1,1
STR-000455,TreatmentB,B01,90.27,1.53,0.2135,304,75.58,0.4786,0.2425,20.28,26.13,1,7.27,1,1
STR-000456,TreatmentA,B02,128.72,2.33,0.2717,289,15.98,0.5779,0.5999,26.61,25.95,4,3.77,0,1
STR-000457,TreatmentB,B01,94.6,1.68,0.2124,399,16.83,0.507,0.2586,19.55,23.87,5,8.32,1,0
STR-000458,TreatmentB,B02,89.7,1.0,0.2041,193,34.54,0.3276,0.2764,37.56,23.68,4,5.29,1,0
STR-000459,TreatmentB,B01,101.78,1.74,0.2307,716,19.57,0.4359,0.0594,19.82,24.29,4,10.29,0,0
STR-000460,TreatmentB,B02,97.91,1.18,0.2698,239,74.66,0.4228,0.3811,31.98,25.65,1,7.39,1,0
STR-000461,Control,B02,100.82,1.7,0.1934,88,34.83,0.3174,0.1848,34.99,35.8,4,7.7,1,1
STR-000462,TreatmentA,B02,71.1,3.47,0.2155,212,130.48,0.4933,0.5171,37.35,23.89,3,6.39,1,1
STR-000463,TreatmentA,B02,102.23,2.27,0.2677,324,68.97,0.6188,0.4698,32.1,26.81,3,6.91,0,1
STR-000464,TreatmentB,B02,92.05,1.63,0.2824,808,16.0,0.5091,0.2824,17.04,21.48,0,5.93,0,0
STR-000465,TreatmentA,B03,119.28,1.96,0.2366,103,85.99,0.4939,0.2698,21.23,26.45,4,5.83,1,1
STR-000466,TreatmentB,B03,90.7,1.28,0.1828,278,51.06,0.4212,0.1685,13.18,24.39,5,7.63,1,1
STR-000467,TreatmentA,B02,107.0,2.06,0.296,313,21.64,0.3242,0.535,45.24,16.57,1,7.68,0,0
STR-000468,Control,B03,92.25,2.27,0.2333,189,50.62,0.4403,0.2886,72.58,31.75,5,7.26,0,1
STR-000469,Control,B01,103.02,2.23,0.164,731,23.74,0.4492,0.3695,27.26,23.7,1,8.26,1,0
STR-000470,TreatmentA,B01,72.05,2.2,0.2854,139,24.51,0.1422,0.0821,13.75,38.57,2,5.97,0,1
STR-000471,Control,B03,105.2,1.9,0.2412,406,27.77,0.4365,0.2809,68.0,10.33,0,5.41,0,0
STR-000472,Control,B02,109.0,2.32,0.1577,139,25.51,0.394,0.6315,54.13,22.69,1,8.41,0,0
STR-000473,TreatmentB,B02,105.57,2.56,0.1667,1054,27.6,0.3366,0.2157,8.69,14.35,1,7.73,1,1
STR-000474,TreatmentA,B01,106.93,2.24,0.2753,549,7.55,0.4094,0.2521,42.08,29.9,2,5.92,1,1
STR-000475,TreatmentA,B02,124.79,1.14,0.2414,75,27.04,0.6905,0.4188,39.96,11.33,2,7.94,0,1
STR-000476,TreatmentB,B01,95.46,1.63,0.226,80,35.78,0.3179,0.2399,14.87,15.15,0,10.2,1,0
STR-000477,Control,B03,88.99,2.08,0.2113,271,35.1,0.4125,0.3058,32.45,26.47,4,7.93,1,0
STR-000478,TreatmentB,B03,96.35,3.01,0.2092,162,8.71,0.3401,0.3596,26.63,33.91,1,7.81,0,1
STR-000479,TreatmentB,B01,119.81,2.05,0.3441,242,25.62,0.523,0.2084,30.2,29.63,6,7.32,0,0
STR-000480,TreatmentB,B03,97.09,3.18,0.2152,91,43.36,0.3448,0.2182,27.65,25.8,1,6.87,0,1
STR-000481,TreatmentB,B01,105.96,0.64,0.2482,338,30.95,0.4278,0.2984,5.61,33.64,2,8.34,1,0
STR-000482,TreatmentB,B02,89.31,1.78,0.2058,889,17.11,0.5148,0.1552,39.05,22.89,3,7.06,1,0
STR-000483,Control,B02,87.73,2.34,0.2438,195,32.11,0.7299,0.474,44.1,20.19,0,6.67,1,1
STR-000484,Control,B01,99.37,2.34,0.2696,273,30.26,0.2446,0.2482,30.96,16.74,2,5.41,0,1
STR-000485,TreatmentA,B01,95.9,1.46,0.2704,205,48.39,0.4635,0.3259,23.7,21.26,5,7.37,0,1
STR-000486,TreatmentA,B01,79.98,3.04,0.218,109,16.72,0.3493,0.3955,22.57,25.91,1,8.21,1,0
STR-000487,TreatmentA,B02,135.0,2.38,0.2483,221,60.58,0.4146,0.2405,46.99,16.04,3,8.09,0,0
STR-000488,Control,B02,91.38,1.97,0.2368,380,39.08,0.6062,0.4345,54.4,23.12,3,7.7,0,1
STR-000489,TreatmentA,B02,102.11,2.17,0.1671,349,72.56,0.6242,0.3295,30.0,28.73,1,6.13,1,1
STR-000490,TreatmentA,B01,93.99,1.77,0.2601,130,27.69,0.2628,0.1857,14.55,19.39,1,6.64,0,1
STR-000491,Control,B02,113.09,2.69,0.2456,197,43.42,0.3393,0.3127,36.43,13.58,2,7.34,0,1
STR-000492,Control,B03,122.45,2.26,0.2401,196,11.95,0.4933,0.2253,31.6,20.95,6,6.0,0,0
STR-000493,TreatmentB,B01,111.35,1.32,0.2436,199,48.28,0.3018,0.1816,25.58,25.82,3,5.09,0,1
STR-000494,TreatmentA,B02,89.05,2.75,0.2472,144,15.6,0.5424,0.2995,22.89,13.94,3,8.19,0,0
STR-000495,TreatmentA,B01,107.62,1.96,0.257,217,62.22,0.3125,0.2154,43.57,25.0,0,5.85,0,1
STR-000496,TreatmentB,B03,97.4,1.45,0.1786,355,39.54,0.5547,0.6166,17.73,25.53,5,7.69,0,1
STR-000497,TreatmentA,B01,91.95,2.19,0.2237,249,62.99,0.1258,0.4285,42.33,16.07,2,7.26,1,0
STR-000498,Control,B01,117.52,3.22,0.1842,217,77.11,0.4259,0.0792,33.01,15.36,2,7.77,0,1
STR-000499,Control,B03,91.52,1.49,0.2256,233,37.85,0.4108,0.1384,47.32,39.09,2,9.45,1,0
STR-000500,TreatmentA,B03,92.1,1.79,0.226,213,52.21,0.2449,0.4547,30.9,18.6,0,7.98,1,0
STR-000501,Control,B02,93.87,1.89,0.2444,151,53.98,0.6677,0.2575,20.2,21.37,6,7.19,1,1
STR-000502,Control,B03,103.39,2.16,0.2534,129,22.86,0.2686,0.2759,33.15,15.18,2,8.21,1,0
STR-000503,TreatmentA,B03,98.51,2.76,0.234,184,71.9,0.2194,0.6035,58.16,30.94,4,7.24,0,0
STR-000504,TreatmentB,B01,95.65,2.28,0.1607,310,132.82,0.382,0.3315,22.18,18.95,2,8.32,1,0
STR-000505,TreatmentA,B03,87.3,2.15,0.2158,170,36.63,0.4764,0.2786,32.83,20.85,2,7.91,1,0
STR-000506,TreatmentB,B02,78.88,0.84,0.322,1277,12.76,0.2737,0.5288,8.31,26.66,1,6.67,0,0
STR-000507,TreatmentB,B02,119.91,1.52,0.2482,545,30.55,0.5915,0.0927,20.31,30.26,0,7.01,1,0
STR-000508,TreatmentB,B02,97.1,1.36,0.2345,79,118.38,0.2885,0.176,11.18,14.62,3,5.17,1,1
STR-000509,TreatmentB,B02,115.4,2.06,0.2594,462,43.45,0.4816,0.4026,24.32,28.99,3,5.04,1,0
STR-000510,TreatmentA,B03,83.65,1.04,0.2283,285,57.48,0.6415,0.4992,46.71,6.76,4,8.6,1,1
STR-000511,TreatmentB,B01,84.44,1.94,0.2868,139,35.32,0.3889,0.2986,20.42,27.84,0,7.46,0,1
STR-000512,TreatmentA,B03,100.21,1.54,0.1604,456,48.62,0.2038,0.1715,87.34,19.43,3,5.73,0,1
STR-000513,TreatmentB,B02,102.62,2.19,0.2463,421,14.79,0.3919,0.3739,23.26,19.55,4,5.93,0,1
STR-000514,TreatmentA,B03,87.06,1.45,0.2479,1142,42.83,0.3731,0.3813,27.34,32.35,3,8.65,0,0
STR-000515,Control,B01,96.76,1.83,0.2619,154,32.57,0.6584,0.2744,39.29,28.35,1,5.16,0,0
STR-000516,TreatmentB,B01,75.63,1.27,0.1902,302,112.51,0.1914,0.3902,30.02,24.58,2,5.67,1,0
STR-000517,TreatmentB,B01,100.23,0.62,0.2246,330,68.45,0.6866,0.2107,24.18,35.66,5,7.05,1,1
STR-000518,TreatmentA,B03,104.0,1.41,0.2409,319,14.01,0.573,0.2335,13.92,25.93,5,6.86,1,0
STR-000519,TreatmentB,B03,68.24,1.71,0.2736,391,18.27,0.3134,0.4052,0.65,33.86,2,3.82,0,0
STR-000520,TreatmentA,B01,94.76,2.9,0.2796,198,16.31,0.273,0.1133,31.76,26.21,3,8.57,0,1
STR-000521,TreatmentA,B01,85.79,1.42,0.2248,175,37.82,0.493,0.3257,22.4,22.23,3,6.06,1,1
STR-000522,TreatmentB,B01,120.58,0.83,0.2508,709,18.89,0.5629,0.1859,20.04,38.19,5,8.05,1,0
STR-000523,Control,B01,127.53,2.52,0.2902,216,36.75,0.5407,0.2755,26.54,31.06,2,6.0,0,1
STR-000524,TreatmentB,B01,96.54,1.5,0.2422,148,23.48,0.4927,0.5557,13.37,35.66,4,7.13,0,1
STR-000525,Control,B01,108.9,2.85,0.2906,320,57.88,0.3539,0.2368,24.39,37.3,1,7.66,0,1
STR-000526,Control,B03,121.35,1.85,0.2269,242,46.93,0.5564,0.2522,21.86,29.88,3,5.11,1,0
STR-000527,Control,B03,75.56,3.12,0.2748,62,29.35,0.6872,0.1675,25.24,22.63,6,5.4,0,0
STR-000528,Control,B01,101.13,1.85,0.2355,468,78.13,0.3999,0.3521,40.66,39.46,5,8.12,0,0
STR-000529,TreatmentA,B01,112.75,1.27,0.1742,37,37.63,0.3162,0.4271,48.87,24.35,0,6.61,1,0
STR-000530,Control,B03,112.08,2.8,0.2483,136,95.85,0.2256,0.3287,36.81,10.97,2,7.84,0,0
STR-000531,TreatmentA,B03,86.22,2.96,0.2596,377,78.35,0.1188,0.3052,59.61,19.26,0,5.42,0,0
STR-000532,TreatmentB,B01,109.87,1.26,0.2506,574,42.06,0.3174,0.1495,44.04,23.77,3,4.25,1,0
STR-000533,Control,B02,99.33,1.54,0.2608,347,20.06,0.0982,0.2163,34.21,22.05,3,5.5,1,1
STR-000534,Control,B03,104.47,2.52,0.238,234,31.81,0.49,0.6169,40.99,21.91,2,6.05,0,1
STR-000535,Control,B03,79.08,1.6,0.2446,128,77.65,0.4728,0.2276,30.58,28.5,3,7.19,0,0
STR-000536,Control,B01,91.21,2.23,0.2418,70,24.55,0.3238,0.2606,40.38,24.04,1,6.18,0,1
STR-000537,Control,B03,91.87,2.66,0.2411,365,23.7,0.5651,0.2068,61.58,21.44,1,3.95,0,0
STR-000538,TreatmentA,B03,95.08,1.99,0.2063,706,36.7,0.5067,0.3959,16.45,28.56,4,8.5,1,1
STR-000539,Control,B02,84.99,2.06,0.206,284,28.6,0.3805,0.1117,28.57,27.69,2,5.51,1,1
STR-000540,TreatmentA,B01,98.19,2.52,0.2407,210,13.83,0.3627,0.4849,38.27,15.15,3,8.7,0,0
STR-000541,TreatmentB,B02,94.08,0.95,0.1793,304,83.86,0.2176,0.2433,33.58,30.76,2,7.51,1,1
STR-000542,Control,B03,92.15,2.1,0.1446,531,36.51,0.1918,0.0633,58.04,25.03,2,7.28,1,1
STR-000543,TreatmentA,B03,98.76,2.65,0.2818,392,75.51,0.3392,0.4967,17.46,25.95,3,8.67,0,0
STR-000544,TreatmentA,B02,132.43,2.24,0.2797,344,120.23,0.4526,0.1616,26.8,26.61,3,8.54,0,0
STR-000545,TreatmentB,B01,112.63,1.63,0.2104,347,37.3,0.4076,0.4973,16.24,21.01,2,5.54,1,1
STR-000546,Control,B01,75.64,2.31,0.2342,151,15.88,0.4309,0.1443,22.67,23.39,3,7.91,1,1
STR-000547,TreatmentA,B02,72.99,2.12,0.2171,341,30.8,0.403,0.4913,26.05,29.22,3,8.43,0,0
STR-000548,Control,B03,93.3,3.53,0.2441,255,12.43,0.6699,0.404,39.1,21.92,4,7.67,0,1
STR-000549,TreatmentA,B03,99.02,2.03,0.2202,224,39.64,0.3751,0.3261,21.03,20.31,3,8.44,1,1
STR-000550,Control,B02,103.15,1.83,0.2602,473,41.36,0.2962,0.4145,56.56,30.24,7,9.25,1,0
STR-000551,Control,B02,102.64,2.49,0.2662,176,115.9,0.2657,0.4866,20.95,22.06,5,7.6,0,0
STR-000552,Control,B01,133.09,3.24,0.1849,319,44.36,0.5563,0.1478,46.45,25.14,4,7.44,1,1
STR-000553,TreatmentA,B03,81.86,2.25,0.2095,283,88.31,0.6767,0.6964,23.31,22.73,3,5.75,1,1
STR-000554,TreatmentB,B03,96.65,1.2,0.2608,132,14.6,0.434,0.1745,5.11,22.51,2,6.61,0,1
STR-000555,TreatmentB,B01,73.35,1.07,0.2336,162,50.15,0.6096,0.2179,13.87,40.27,2,8.86,1,0
STR-000556,Control,B02,92.56,2.13,0.2219,163,31.96,0.2102,0.2056,41.86,21.8,3,6.91,0,1
STR-000557,TreatmentA,B01,93.38,2.85,0.2876,88,27.63,0.5887,0.2351,39.89,30.61,1,6.36,0,0
STR-000558,TreatmentA,B01,106.15,2.47,0.2106,394,32.98,0.2798,0.4049,50.16,38.4,3,6.25,0,1
STR-000559,Control,B02,109.11,2.05,0.235,126,31.53,0.4812,0.3877,81.22,18.97,7,6.45,0,1
STR-000560,TreatmentA,B01,92.44,1.36,0.2571,219,31.11,0.2426,0.2209,38.43,24.72,1,7.56,1,1
STR-000561,TreatmentA,B02,91.66,2.68,0.274,442,57.94,0.2732,0.4881,34.95,34.46,2,3.51,0,0
STR-000562,TreatmentB,B03,81.8,1.77,0.2459,599,46.74,0.2514,0.281,25.18,22.87,3,4.34,1,0
STR-000563,TreatmentB,B02,123.77,1.15,0.2916,936,53.44,0.5777,0.336,41.01,21.03,1,8.12,0,1
STR-000564,TreatmentA,B03,102.16,1.34,0.2322,150,11.28,0.3493,0.5323,44.41,31.93,4,3.54,1,0
STR-000565,TreatmentA,B03,98.08,0.9,0.1813,335,11.34,0.7922,0.2036,30.63,25.13,2,9.2,1,0
STR-000566,TreatmentA,B03,115.16,1.39,0.2292,316,68.06,0.5046,0.1104,21.11,19.85,3,5.29,1,0
STR-000567,Control,B03,95.09,2.44,0.1761,617,6.19,0.6511,0.2606,95.15,27.12,1,7.35,0,1
STR-000568,TreatmentA,B03,121.25,1.55,0.2117,191,12.01,0.393,0.3738,59.81,30.64,1,9.13,1,0
STR-000569,TreatmentB,B03,90.35,2.77,0.2397,356,46.19,0.2831,0.403,41.93,29.8,2,5.93,0,0
STR-000570,TreatmentA,B01,112.67,2.63,0.1982,481,33.07,0.2469,0.4246,28.28,24.56,3,7.44,1,0
STR-000571,TreatmentA,B02,103.86,2.19,0.1937,149,43.16,0.4685,0.2568,35.92,18.25,0,6.7,1,1
STR-000572,Control,B02,90.02,3.48,0.2244,231,46.28,0.4379,0.2751,47.97,23.48,0,7.47,0,1
STR-000573,TreatmentB,B03,98.91,1.54,0.2031,223,34.1,0.5718,0.4684,45.34,19.91,5,7.6,1,1
STR-000574,TreatmentB,B01,89.71,1.1,0.2287,401,23.03,0.7042,0.2912,32.09,31.72,3,8.1,1,0
STR-000575,Control,B01,109.68,2.86,0.2186,167,12.05,0.2746,0.0592,34.87,24.33,2,6.82,0,1
STR-000576,TreatmentA,B02,105.68,1.7,0.1829,139,8.94,0.3572,0.154,55.96,26.76,2,3.07,1,0
STR-000577,TreatmentB,B02,89.91,1.18,0.2371,168,21.1,0.4544,0.2229,66.09,23.75,3,6.83,1,0
STR-000578,Control,B03,98.44,2.15,0.3432,221,20.92,0.3494,0.531,40.44,27.91,3,7.19,0,1
STR-000579,Control,B01,101.2,2.08,0.2477,316,15.07,0.5013,0.2993,24.65,19.93,1,6.62,0,1
STR-000580,Control,B03,115.32,2.06,0.2757,1232,61.53,0.5424,0.2039,39.39,23.21,1,4.18,0,0
STR-000581,TreatmentA,B02,84.86,1.76,0.2239,277,37.44,0.2657,0.3656,65.72,17.51,3,5.72,0,0
STR-000582,Control,B02,102.23,2.56,0.2803,208,77.27,0.5736,0.2843,26.29,31.73,5,7.19,0,1
STR-000583,Control,B02,126.18,2.66,0.285,413,27.87,0.2795,0.1176,25.09,18.29,1,7.97,1,1
STR-000584,Control,B03,96.8,2.27,0.2006,77,18.2,0.5048,0.3415,34.66,27.25,2,5.88,1,1
STR-000585,TreatmentA,B02,94.27,2.14,0.1987,597,65.84,0.4013,0.2165,27.12,27.07,2,6.52,1,1
STR-000586,TreatmentA,B02,116.7,1.39,0.1824,105,44.65,0.5513,0.197,28.08,22.19,2,7.19,1,1
STR-000587,TreatmentB,B01,87.03,2.08,0.2374,167,48.51,0.295,0.4822,32.6,27.49,1,7.63,1,0
STR-000588,TreatmentB,B01,85.3,2.21,0.2644,652,29.02,0.3532,0.032,12.9,23.77,2,9.06,1,0
STR-000589,TreatmentA,B01,96.26,3.02,0.2798,359,44.03,0.381,0.5153,40.87,19.67,3,7.15,0,0
STR-000590,TreatmentA,B03,110.1,2.07,0.2577,297,39.79,0.4001,0.1191,45.86,18.78,4,6.78,0,1
STR-000591,Control,B03,118.83,2.05,0.2265,455,52.51,0.0996,0.3329,43.73,32.45,1,5.86,0,0
STR-000592,Control,B03,93.76,2.89,0.2897,350,20.09,0.3642,0.2119,26.73,31.46,2,6.77,0,1
STR-000593,Control,B02,97.61,2.5,0.2259,733,54.61,0.3124,0.1551,37.43,33.39,1,8.52,0,1
STR-000594,TreatmentA,B02,100.82,1.94,0.1852,1281,82.41,0.4374,0.6231,21.14,20.41,3,6.54,1,1
STR-000595,TreatmentB,B01,78.77,2.0,0.224,460,16.27,0.3056,0.3823,19.33,21.33,1,6.33,0,1
STR-000596,TreatmentB,B01,109.84,1.19,0.272,344,15.58,0.3961,0.4186,7.44,31.79,1,5.58,1,0
STR-000597,Control,B01,104.05,1.89,0.2273,318,54.66,0.1952,0.2797,31.38,22.01,5,9.11,1,0
STR-000598,Control,B03,73.8,4.07,0.2391,321,27.99,0.492,0.3763,51.34,24.8,2,6.87,0,1
STR-000599,Control,B03,96.46,1.29,0.2829,366,26.5,0.2963,0.2903,27.89,12.65,2,4.82,1,0
STR-000600,TreatmentA,B03,118.07,2.69,0.2146,301,16.77,0.4111,0.2029,37.52,33.82,1,5.18,0,0
STR-000601,Control,B01,77.46,1.99,0.2245,127,11.97,0.515,0.4469,77.56,20.43,4,7.28,0,1
STR-000602,Control,B01,89.31,2.15,0.1962,418,33.33,0.3655,0.123,48.33,18.75,2,6.45,1,1
STR-000603,TreatmentB,B01,93.5,1.85,0.2516,85,45.38,0.4636,0.125,22.54,30.82,5,5.69,0,0
STR-000604,TreatmentA,B02,105.13,2.12,0.1894,198,27.59,0.2347,0.1439,43.43,24.51,0,6.56,1,1
STR-000605,Control,B01,105.16,3.65,0.2424,374,15.55,0.4893,0.6047,54.55,13.46,3,7.92,0,1
STR-000606,Control,B03,96.67,2.68,0.2592,423,29.54,0.7559,0.15,47.75,32.48,3,3.6,0,0
STR-000607,Control,B01,74.09,2.2,0.2296,150,54.73,0.4097,0.2911,34.38,29.12,1,7.97,0,1
STR-000608,TreatmentA,B01,116.36,2.53,0.1978,330,48.47,0.3128,0.3274,34.01,22.65,2,7.21,0,1
STR-000609,TreatmentA,B01,92.45,1.97,0.3223,95,36.46,0.6302,0.3431,28.59,32.68,0,6.53,0,1
STR-000610,Control,B01,114.71,3.63,0.2745,117,84.29,0.384,0.2086,42.12,21.84,3,7.84,0,1
STR-000611,TreatmentA,B03,104.76,2.54,0.2258,333,64.99,0.6093,0.3542,26.11,27.88,3,4.78,0,0
STR-000612,Control,B01,94.08,2.63,0.237,294,35.66,0.3565,0.2411,52.43,28.6,3,4.58,0,0
STR-000613,Control,B02,100.63,2.16,0.2053,379,17.68,0.3974,0.3356,18.54,26.97,4,5.05,0,1
STR-000614,TreatmentA,B01,102.9,1.33,0.2178,51,36.23,0.5474,0.3741,24.32,25.07,4,5.87,1,1
STR-000615,Control,B03,86.08,2.52,0.1761,121,95.46,0.1716,0.3862,76.34,29.02,1,5.62,0,0
STR-000616,TreatmentA,B02,91.41,2.91,0.2477,363,65.43,0.3465,0.4751,37.87,33.09,1,10.46,0,0
STR-000617,TreatmentB,B02,97.55,1.62,0.2913,151,14.37,0.4488,0.2257,33.91,40.65,2,5.55,0,0
STR-000618,Control,B02,91.09,1.87,0.2007,277,37.28,0.2288,0.2079,46.73,28.37,4,4.84,1,1
STR-000619,TreatmentB,B03,102.08,1.54,0.1785,69,39.82,0.518,0.1928,15.09,24.24,5,5.11,1,0
STR-000620,Control,B03,80.62,1.82,0.2467,416,33.89,0.4278,0.2218,25.5,23.1,4,8.07,1,0
STR-000621,TreatmentB,B03,119.61,1.92,0.2624,395,44.01,0.1538,0.4343,32.68,31.38,3,6.81,1,0
STR-000622,Control,B01,112.96,1.7,0.3105,482,14.76,0.5087,0.404,39.85,17.4,3,8.14,0,1
STR-000623,TreatmentB,B02,98.61,1.13,0.2769,428,64.68,0.5716,0.1865,26.91,18.62,3,6.98,1,0
STR-000624,Control,B02,115.35,3.36,0.2141,331,18.28,0.347,0.1681,58.31,16.84,6,8.08,0,1
STR-000625,Control,B01,98.45,2.32,0.231,244,46.68,0.3874,0.3024,56.26,28.16,1,7.39,0,1
STR-000626,Control,B03,125.66,3.24,0.2725,926,66.33,0.4417,0.1418,55.23,27.03,4,4.35,0,0
STR-000627,TreatmentB,B03,85.73,1.56,0.2487,260,24.92,0.1463,0.4945,60.5,22.14,1,5.44,0,0
STR-000628,TreatmentB,B01,107.69,1.21,0.2614,389,131.01,0.3772,0.1531,14.37,26.88,4,7.29,0,1
STR-000629,TreatmentA,B02,140.08,4.16,0.2526,256,81.21,0.2507,0.4069,58.22,25.74,0,6.28,0,0
STR-000630,TreatmentA,B01,82.99,2.51,0.28,86,38.74,0.4488,0.263,40.86,28.42,4,6.14,0,0
STR-000631,Control,B03,92.6,3.03,0.2921,269,20.83,0.1731,0.2047,47.7,26.57,3,8.43,0,0
STR-000632,TreatmentB,B02,91.27,2.41,0.2499,263,26.75,0.1892,0.2802,48.87,19.78,1,3.75,0,0
STR-000633,Control,B02,109.2,1.69,0.1859,309,20.45,0.3704,0.4573,59.94,35.32,1,6.8,0,1
STR-000634,TreatmentA,B01,90.86,2.64,0.2763,160,18.18,0.3421,0.5537,20.27,22.11,3,4.81,1,0
STR-000635,Control,B01,93.71,2.62,0.2284,546,18.16,0.4621,0.4205,48.49,44.7,3,4.66,0,1
STR-000636,TreatmentB,B03,101.35,2.43,0.2699,296,18.58,0.4095,0.4815,15.51,25.77,2,10.32,0,0
STR-000637,TreatmentA,B02,81.99,2.17,0.2137,271,10.84,0.3903,0.331,18.92,18.63,0,8.42,0,0
STR-000638,TreatmentB,B03,93.15,3.04,0.2424,310,24.87,0.336,0.0684,23.32,17.86,3,6.93,0,1
STR-000639,Control,B01,128.14,2.43,0.1861,948,24.65,0.5815,0.2329,38.04,23.67,3,7.79,0,1
STR-000640,Control,B03,113.93,2.3,0.2386,345,32.89,0.3133,0.389,34.98,20.52,1,10.77,0,0
STR-000641,Control,B02,132.25,1.38,0.2668,793,45.69,0.5099,0.4019,20.55,33.31,4,7.42,0,1
STR-000642,TreatmentA,B02,105.5,2.77,0.3158,201,28.99,0.4719,0.3781,38.57,19.39,4,6.51,1,1
STR-000643,TreatmentA,B01,114.88,1.13,0.2974,238,9.52,0.7627,0.2628,11.18,28.92,1,5.3,0,0
STR-000644,Control,B03,102.17,1.83,0.291,184,34.33,0.3214,0.2021,35.8,30.31,4,6.49,0,1
STR-000645,Control,B02,118.61,2.04,0.2608,146,34.36,0.4065,0.2417,52.95,30.07,0,8.64,0,0
STR-000646,TreatmentA,B01,117.58,2.26,0.2426,645,72.54,0.3499,0.3728,21.23,20.38,2,10.39,0,0
STR-000647,Control,B02,101.75,2.82,0.2551,277,25.69,0.4258,0.395,66.02,32.28,2,7.68,0,1
STR-000648,Control,B02,105.54,2.69,0.2253,1001,79.78,0.68,0.3873,33.38,25.56,2,4.5,0,0
STR-000649,Control,B01,95.86,1.71,0.2227,213,27.93,0.5252,0.3514,68.54,31.2,6,6.1,1,0
STR-000650,TreatmentA,B01,113.99,2.3,0.1985,448,22.96,0.3205,0.1871,29.06,26.41,2,6.09,1,1
STR-000651,TreatmentB,B02,71.79,1.56,0.2085,231,17.68,0.4121,0.3249,38.54,28.18,1,7.87,1,0
STR-000652,Control,B01,93.54,2.69,0.203,180,61.9,0.4387,0.2408,30.79,19.63,2,6.41,1,1
STR-000653,TreatmentA,B01,79.75,1.84,0.2253,178,31.56,0.293,0.1862,35.26,23.15,2,5.33,0,1
STR-000654,Control,B02,96.7,1.5,0.2654,93,54.46,0.4386,0.178,23.5,24.12,2,8.72,1,0
STR-000655,TreatmentA,B03,107.33,1.3,0.3382,159,21.98,0.3653,0.204,20.19,19.3,5,4.73,1,0
STR-000656,TreatmentA,B02,119.7,3.18,0.2547,119,16.2,0.2604,0.3683,20.23,26.06,3,5.97,0,0
STR-000657,Control,B03,105.31,1.55,0.209,405,100.8,0.3193,0.1157,51.82,18.22,5,5.26,1,1
STR-000658,TreatmentA,B02,98.45,2.33,0.258,327,46.54,0.1963,0.3308,43.22,20.68,3,6.61,1,1
STR-000659,TreatmentA,B01,100.73,1.51,0.1898,433,40.97,0.4581,0.418,47.37,30.79,4,5.54,1,1
STR-000660,TreatmentA,B02,104.35,3.4,0.2438,209,31.73,0.3552,0.2835,48.35,14.68,2,7.05,0,1
STR-000661,TreatmentB,B02,96.77,2.39,0.2503,284,74.32,0.6588,0.388,15.15,29.54,3,3.44,0,0
STR-000662,TreatmentB,B01,100.47,1.26,0.1933,766,22.64,0.3975,0.4282,26.09,27.06,3,6.04,1,0
STR-000663,TreatmentA,B01,120.01,1.34,0.1539,244,18.84,0.2257,0.5174,35.33,33.4,0,9.98,1,0
STR-000664,TreatmentA,B03,90.4,1.72,0.2419,1132,54.09,0.4476,0.1611,26.67,18.64,2,5.56,1,0
STR-000665,TreatmentA,B03,97.24,1.18,0.223,509,45.46,0.6639,0.3108,52.69,30.4,0,6.39,1,0
STR-000666,Control,B02,122.0,1.57,0.2068,98,89.64,0.7518,0.3428,33.8,32.19,2,4.98,1,0
STR-000667,TreatmentB,B02,116.33,2.54,0.2261,750,153.56,0.2952,0.2387,59.71,28.31,3,7.51,0,1
STR-000668,Control,B03,85.31,1.63,0.2418,259,36.8,0.4436,0.1659,38.86,20.87,5,6.56,0,0
STR-000669,TreatmentA,B01,95.27,2.53,0.3022,274,27.52,0.3968,0.1205,30.41,17.51,0,5.56,0,1
STR-000670,TreatmentB,B02,94.59,0.89,0.2312,150,157.32,0.2726,0.3472,5.97,25.97,2,5.76,1,0
STR-000671,Control,B02,79.22,2.64,0.197,119,151.55,0.6149,0.3252,30.42,24.92,4,5.86,1,1
STR-000672,TreatmentB,B02,102.84,1.68,0.177,293,25.16,0.5794,0.1769,22.34,16.12,0,6.43,1,1
STR-000673,TreatmentB,B03,82.39,0.75,0.2153,163,27.74,0.2517,0.5431,11.85,17.59,1,4.4,0,0
STR-000674,Control,B01,105.63,1.98,0.1341,169,32.65,0.3254,0.3543,29.14,32.62,2,5.37,1,0
STR-000675,TreatmentB,B01,78.71,1.03,0.177,108,11.26,0.3434,0.4561,11.13,29.47,1,5.83,1,0
STR-000676,Control,B01,147.17,2.46,0.2185,514,50.02,0.3108,0.376,45.97,18.67,3,6.59,1,0
STR-000677,Control,B03,96.07,2.73,0.2039,212,63.56,0.1982,0.233,24.45,19.16,1,8.31,0,1
STR-000678,TreatmentB,B02,114.96,1.81,0.2003,247,33.56,0.4365,0.3953,31.99,22.63,5,7.65,1,0
