sample_id,role,colony,body_mass_g,age_months,resting_metabolic_rate,body_temp_c,hypoxia_survival_min,hyaluronan_mda,cortisol_ng_ml,incisor_wear_score,chirps_per_hour,grooming_events_day,telomere_length_kb,target_a,target_b
NMR-500610,Worker,Colony-E,30.4,50,0.293,31.5,27.3,5.95,26.52,0.281,26,12,23.26,1,0
NMR-500390,Queen,Colony-A,42.8,32,0.28,32.1,12.3,5.61,7.53,0.193,20,10,23.76,1,1
NMR-500468,Worker,Colony-E,24.2,68,0.515,33.5,14.0,5.83,10.93,0.068,19,11,16.03,0,0
NMR-500397,Worker,Colony-A,23.3,23,0.469,32.6,20.0,4.56,8.5,0.282,27,7,17.46,0,1
NMR-500800,Worker,Colony-D,24.9,29,0.224,31.7,13.5,5.95,11.88,0.539,26,12,16.72,1,1
NMR-500057,Worker,Colony-E,22.1,60,0.296,31.3,10.7,8.16,11.89,0.279,24,15,17.3,0,1
NMR-500181,Worker,Colony-C,40.3,35,0.397,32.9,22.4,7.46,15.67,0.281,25,14,17.6,0,0
NMR-500566,Worker,Colony-C,41.2,94,0.176,30.4,29.6,9.11,9.26,0.378,35,6,17.07,0,1
NMR-500482,Worker,Colony-B,22.9,91,0.283,32.2,34.0,9.48,7.67,0.259,17,14,20.47,1,1
NMR-500236,Soldier,Colony-E,33.5,79,0.291,31.3,25.8,7.24,16.24,0.121,30,5,19.46,1,1
NMR-500067,Worker,Colony-B,25.3,34,0.241,31.5,35.3,6.94,9.76,0.228,26,7,18.88,0,0
NMR-500847,Worker,Colony-B,35.3,56,0.332,33.1,55.6,5.63,8.04,0.28,23,7,17.93,1,0
NMR-500817,Worker,Colony-E,20.2,29,0.201,31.6,22.4,7.85,8.02,0.184,25,10,20.11,1,0
NMR-500518,Queen,Colony-D,36.7,59,0.403,32.0,17.4,7.29,1.2,0.426,25,15,18.64,0,1
NMR-500164,Breeder,Colony-B,42.5,49,0.264,31.0,10.1,7.9,11.54,0.155,28,12,19.54,0,1
NMR-500091,Worker,Colony-C,26.7,74,0.169,32.3,21.5,8.13,11.88,0.225,19,9,19.05,1,1
NMR-500962,Worker,Colony-D,36.2,111,0.175,32.2,13.4,8.41,9.3,0.077,29,12,19.15,1,1
NMR-500622,Worker,Colony-D,35.2,66,0.234,32.8,25.4,5.72,11.51,0.223,21,10,26.39,0,1
NMR-500342,Worker,Colony-D,37.6,39,0.293,32.2,26.7,5.92,17.53,0.458,21,10,16.06,1,1
NMR-500653,Worker,Colony-E,20.1,25,0.467,31.7,38.7,6.61,8.09,0.161,25,12,21.64,1,1
NMR-500996,Soldier,Colony-C,30.3,30,0.296,31.0,16.4,7.39,13.26,0.324,18,15,22.48,1,0
NMR-500345,Soldier,Colony-B,40.9,42,0.206,33.1,53.6,8.16,7.48,0.284,24,11,19.47,1,0
NMR-500068,Worker,Colony-A,27.4,50,0.267,32.4,17.0,8.02,9.09,0.271,20,10,15.46,0,1
NMR-500223,Worker,Colony-C,28.9,77,0.473,32.5,10.0,7.24,8.27,0.139,24,19,15.28,0,0
NMR-500235,Worker,Colony-A,32.7,118,0.351,32.9,14.9,6.79,10.35,0.341,12,16,18.77,1,1
NMR-500049,Worker,Colony-D,40.5,66,0.332,33.8,14.0,5.96,25.33,0.142,28,9,21.26,0,0
NMR-500949,Worker,Colony-B,36.1,23,0.281,32.5,14.9,6.42,15.49,0.496,27,11,14.97,0,1
NMR-500302,Worker,Colony-A,31.4,64,0.301,31.2,15.0,7.1,11.73,0.266,22,7,14.1,0,1
NMR-500488,Worker,Colony-D,12.6,115,0.326,31.7,38.2,6.29,15.62,0.38,25,12,21.07,1,0
NMR-500339,Worker,Colony-C,21.6,24,0.249,32.4,14.1,5.56,9.71,0.134,29,10,17.77,0,1
NMR-500495,Worker,Colony-C,30.1,31,0.226,32.3,21.5,7.72,6.12,0.097,27,11,14.99,1,0
NMR-500025,Worker,Colony-E,20.2,76,0.273,30.4,17.9,5.97,14.28,0.241,40,16,22.9,1,0
NMR-500365,Worker,Colony-E,28.5,87,0.205,31.3,19.9,5.87,6.7,0.248,27,10,17.98,1,0
NMR-500926,Worker,Colony-C,26.4,107,0.265,31.7,8.3,6.24,8.08,0.403,30,7,19.05,1,0
NMR-500709,Worker,Colony-D,31.6,57,0.194,32.8,10.0,6.14,5.96,0.663,17,14,19.86,0,0
NMR-500735,Worker,Colony-E,25.0,40,0.223,32.5,15.5,8.17,27.03,0.696,23,12,19.11,1,1
NMR-500256,Soldier,Colony-E,40.4,47,0.239,31.8,26.5,4.88,6.32,0.133,19,11,21.69,1,1
NMR-500474,Soldier,Colony-D,42.0,73,0.285,31.3,17.2,6.5,5.98,0.091,26,12,19.09,0,0
NMR-500203,Worker,Colony-B,25.4,75,0.161,31.6,8.5,7.91,26.07,0.427,19,17,25.76,0,1
NMR-500559,Worker,Colony-C,27.2,42,0.162,33.3,16.8,4.37,22.95,0.202,18,9,15.87,1,1
NMR-500195,Worker,Colony-C,31.5,74,0.272,30.4,16.0,6.73,20.76,0.27,20,7,22.41,1,0
NMR-500893,Worker,Colony-C,26.6,91,0.298,33.3,39.1,6.6,12.29,0.442,29,5,18.64,1,0
NMR-500064,Soldier,Colony-E,38.2,82,0.233,32.2,15.0,5.79,11.9,0.118,14,8,16.4,0,0
NMR-500547,Soldier,Colony-C,20.4,37,0.236,32.1,15.2,8.27,5.32,0.086,42,10,14.15,0,1
NMR-500355,Worker,Colony-E,34.7,19,0.226,31.0,49.6,7.97,23.92,0.37,21,10,21.9,1,0
NMR-500017,Worker,Colony-B,24.5,90,0.242,32.2,15.6,6.46,16.07,0.476,20,8,15.15,0,0
NMR-500919,Breeder,Colony-B,37.0,53,0.152,31.8,15.6,5.16,8.5,0.659,36,9,16.4,0,1
NMR-500058,Worker,Colony-A,28.7,30,0.226,31.6,17.0,7.69,6.96,0.699,25,10,24.46,1,0
NMR-500591,Worker,Colony-E,29.5,29,0.293,31.9,45.2,6.28,25.17,0.055,23,16,22.96,1,1
NMR-500388,Breeder,Colony-C,42.5,34,0.225,32.6,29.9,6.58,1.61,0.299,27,9,20.98,1,1
NMR-500897,Worker,Colony-A,29.4,90,0.273,31.2,12.1,5.15,7.04,0.508,25,8,25.32,0,0
NMR-500372,Queen,Colony-C,46.6,75,0.186,31.2,13.3,8.74,11.82,0.241,21,16,20.01,0,1
NMR-500046,Breeder,Colony-C,35.2,16,0.179,31.4,14.0,7.12,22.15,0.157,33,4,17.72,1,1
NMR-500549,Worker,Colony-D,39.8,67,0.394,32.7,23.2,6.31,14.76,0.28,21,13,12.28,0,1
NMR-500724,Breeder,Colony-E,40.8,29,0.318,33.2,17.0,5.72,5.85,0.378,26,15,20.02,0,0
NMR-500062,Worker,Colony-A,24.9,76,0.148,33.0,23.5,6.52,7.02,0.441,24,16,17.17,1,1
NMR-500369,Breeder,Colony-B,36.2,112,0.173,32.7,13.0,6.37,10.95,0.408,17,15,15.92,0,0
NMR-500728,Breeder,Colony-B,35.8,55,0.229,33.0,8.5,6.34,7.25,0.407,27,10,19.0,0,1
NMR-500088,Worker,Colony-A,35.2,28,0.323,32.7,27.5,5.36,15.99,0.314,38,13,16.17,1,1
NMR-500998,Worker,Colony-A,24.0,48,0.177,31.7,12.7,7.34,7.78,0.308,24,9,20.39,0,1
NMR-500465,Worker,Colony-E,38.4,49,0.129,30.7,33.7,7.72,11.83,0.303,21,9,21.41,1,0
NMR-500437,Queen,Colony-C,47.3,56,0.129,32.6,17.5,4.79,10.31,0.112,26,14,17.81,1,1
NMR-500519,Worker,Colony-E,26.2,33,0.173,32.1,17.5,7.79,7.48,0.37,21,9,21.44,0,1
NMR-500349,Worker,Colony-A,39.8,47,0.412,33.1,13.4,5.41,14.01,0.507,24,7,14.64,0,1
NMR-500438,Worker,Colony-B,31.2,54,0.226,30.8,14.8,8.23,5.88,0.291,24,6,23.15,0,0
NMR-500767,Breeder,Colony-D,41.7,45,0.282,30.7,13.7,8.62,13.22,0.547,24,14,22.54,0,0
NMR-500782,Worker,Colony-B,27.0,21,0.212,31.7,25.6,6.6,8.92,0.317,26,12,18.02,0,1
NMR-500803,Soldier,Colony-D,30.5,50,0.089,33.2,23.1,8.33,23.06,0.135,17,19,23.1,1,1
NMR-500647,Worker,Colony-C,28.4,50,0.282,33.0,35.0,8.84,16.34,0.397,18,11,23.05,1,0
NMR-500890,Worker,Colony-C,34.5,110,0.263,32.5,16.3,5.53,16.25,0.317,21,8,23.86,0,0
NMR-500555,Soldier,Colony-C,40.7,60,0.248,30.3,19.2,6.31,8.05,0.095,16,10,20.16,1,0
NMR-500257,Worker,Colony-E,24.0,93,0.171,32.4,34.3,7.14,11.0,0.311,25,8,23.49,1,1
NMR-500265,Breeder,Colony-B,37.8,48,0.14,32.0,23.5,7.7,1.2,0.099,20,12,21.61,1,1
NMR-500944,Breeder,Colony-B,41.7,76,0.285,32.0,10.9,7.94,13.21,0.365,22,10,22.06,0,1
NMR-500805,Worker,Colony-C,30.6,82,0.305,33.3,14.1,7.31,17.58,0.09,24,10,17.14,0,0
NMR-500285,Worker,Colony-B,25.2,40,0.259,32.9,9.8,6.36,16.01,0.406,24,13,21.28,1,1
NMR-500161,Breeder,Colony-E,43.5,19,0.254,31.7,9.1,6.28,10.53,0.263,17,16,20.74,0,1
NMR-500774,Breeder,Colony-B,46.7,61,0.343,31.6,17.6,7.16,5.87,0.277,20,11,16.12,1,1
NMR-500205,Worker,Colony-B,35.3,24,0.173,32.0,20.4,8.6,16.45,0.341,26,10,19.02,1,0
NMR-500562,Worker,Colony-E,38.8,19,0.294,31.1,24.5,5.29,12.11,0.495,19,14,21.66,0,1
NMR-500293,Soldier,Colony-D,42.2,46,0.274,33.0,21.9,6.73,5.06,0.257,15,12,17.58,1,0
NMR-500539,Soldier,Colony-E,25.4,61,0.306,31.3,18.1,7.59,14.91,0.445,30,11,20.03,0,1
NMR-500012,Worker,Colony-C,34.7,37,0.236,32.2,25.3,6.82,16.49,0.159,22,15,25.56,1,1
NMR-500218,Breeder,Colony-C,33.8,47,0.266,32.6,89.1,5.23,11.77,0.285,18,11,15.79,1,1
NMR-500387,Soldier,Colony-D,31.2,31,0.162,32.6,41.5,7.22,7.18,0.693,23,10,12.53,1,0
NMR-500244,Worker,Colony-A,26.2,76,0.541,31.1,8.4,8.47,8.59,0.393,21,14,15.6,0,1
NMR-500607,Worker,Colony-A,30.9,32,0.232,31.1,26.4,5.71,16.86,0.299,15,13,13.09,1,1
NMR-500383,Worker,Colony-C,30.1,54,0.246,31.4,10.4,8.13,11.19,0.401,26,11,18.22,0,1
NMR-500304,Worker,Colony-E,35.7,35,0.196,32.4,11.7,7.94,7.57,0.491,18,9,11.39,1,0
NMR-500815,Breeder,Colony-E,38.5,53,0.18,32.4,17.5,5.46,14.75,0.041,26,8,26.6,1,1
NMR-500459,Worker,Colony-C,37.0,35,0.256,32.6,13.6,6.95,13.59,0.367,26,8,23.61,0,1
NMR-500648,Worker,Colony-D,26.4,78,0.367,30.8,22.3,5.52,15.39,0.362,25,8,16.33,0,0
NMR-500287,Worker,Colony-A,35.9,90,0.218,32.3,18.1,5.61,15.28,0.162,24,7,19.48,0,0
NMR-500830,Soldier,Colony-B,41.2,33,0.286,33.4,8.5,6.64,5.51,0.151,27,10,24.95,1,0
NMR-500331,Soldier,Colony-A,19.0,45,0.175,32.8,9.3,8.12,4.73,0.387,25,14,22.64,0,1
NMR-500117,Worker,Colony-B,24.9,46,0.415,33.1,8.3,7.23,12.36,0.298,28,11,18.77,0,0
NMR-500315,Worker,Colony-E,24.3,98,0.494,32.9,10.5,7.48,21.62,0.19,28,8,19.12,0,1
NMR-500746,Worker,Colony-E,27.0,50,0.259,32.0,17.9,6.92,8.7,0.295,23,8,14.0,0,1
NMR-500029,Worker,Colony-E,29.5,83,0.235,33.1,19.2,6.52,16.84,0.521,21,10,18.06,0,1
NMR-500292,Worker,Colony-B,29.3,66,0.325,30.9,15.0,7.91,15.43,0.489,28,12,21.39,1,0
NMR-500081,Worker,Colony-A,42.9,69,0.182,32.5,12.9,5.82,16.89,0.294,20,11,13.45,0,1
NMR-500889,Worker,Colony-A,28.4,45,0.186,32.7,19.0,8.13,9.89,0.331,29,12,20.66,0,0
NMR-500457,Worker,Colony-A,27.6,76,0.167,32.0,15.2,6.13,10.0,0.323,20,10,26.45,0,1
NMR-500490,Worker,Colony-C,32.0,89,0.222,32.4,18.6,5.79,18.61,0.332,23,11,22.34,1,0
NMR-500651,Soldier,Colony-B,27.6,45,0.418,33.6,18.0,5.81,10.38,0.187,32,10,21.34,0,0
NMR-500098,Breeder,Colony-D,44.0,55,0.265,33.3,28.3,6.56,5.02,0.287,22,7,24.16,1,0
NMR-500671,Worker,Colony-A,23.6,35,0.206,32.1,16.6,5.6,11.81,0.138,28,8,20.89,1,1
NMR-500531,Worker,Colony-C,23.9,57,0.224,31.8,20.9,6.24,30.32,0.519,31,8,21.41,1,1
NMR-500425,Worker,Colony-D,27.9,85,0.155,31.4,27.1,6.94,14.53,0.423,21,9,22.39,1,0
NMR-500254,Breeder,Colony-D,33.4,117,0.301,31.9,12.2,6.66,2.16,0.206,31,14,19.52,1,1
NMR-500018,Soldier,Colony-A,44.9,54,0.193,31.0,15.2,5.57,9.13,0.177,17,6,20.7,1,0
NMR-500551,Breeder,Colony-D,33.9,60,0.408,32.0,30.3,6.91,5.04,0.27,27,10,18.93,0,1
NMR-500878,Worker,Colony-D,26.4,17,0.25,32.4,23.5,6.09,13.11,0.165,24,7,11.54,0,1
NMR-500552,Worker,Colony-B,40.2,55,0.247,31.6,57.3,7.58,5.89,0.171,20,12,13.54,1,0
NMR-500455,Worker,Colony-E,39.5,147,0.206,31.8,23.6,6.4,26.82,0.266,12,12,19.66,1,0
NMR-500636,Worker,Colony-A,23.1,52,0.217,31.8,20.0,6.56,24.11,0.172,22,7,23.51,1,1
NMR-500899,Worker,Colony-C,36.5,65,0.249,32.0,13.1,7.43,8.61,0.503,24,17,17.42,1,1
NMR-500595,Worker,Colony-E,29.8,35,0.341,34.3,14.0,7.04,13.29,0.287,35,6,14.76,0,0
NMR-500449,Worker,Colony-C,34.8,87,0.234,32.1,14.2,8.0,10.17,0.43,24,13,18.51,1,1
NMR-500100,Soldier,Colony-C,33.9,42,0.258,33.5,20.0,7.66,8.23,0.595,27,13,18.54,1,0
NMR-500517,Worker,Colony-D,30.3,29,0.185,30.9,20.2,7.72,11.15,0.235,37,9,18.35,0,0
NMR-500336,Soldier,Colony-C,50.2,40,0.202,30.9,7.3,6.87,10.52,0.294,25,10,20.29,0,0
NMR-500374,Breeder,Colony-A,45.1,25,0.221,34.1,20.0,6.32,4.14,0.309,29,16,21.82,0,0
NMR-500937,Soldier,Colony-B,34.5,71,0.212,32.3,15.4,7.39,6.38,0.162,29,9,21.8,1,1
NMR-500624,Breeder,Colony-D,35.8,35,0.143,34.4,45.8,6.29,16.04,0.16,24,9,18.84,1,0
NMR-500084,Worker,Colony-D,29.8,98,0.318,32.1,19.3,7.91,5.64,0.498,27,7,21.56,1,1
NMR-500452,Worker,Colony-D,25.1,98,0.278,32.1,13.3,6.86,21.54,0.453,23,13,17.18,0,1
NMR-500592,Breeder,Colony-C,38.2,85,0.205,31.5,22.6,6.88,5.28,0.455,23,11,16.34,0,0
NMR-500925,Worker,Colony-C,37.7,54,0.277,30.7,22.3,6.04,14.49,0.465,27,9,19.13,1,0
NMR-500442,Worker,Colony-D,34.4,66,0.383,31.0,21.4,8.5,7.33,0.305,28,11,23.6,1,0
NMR-500186,Worker,Colony-B,27.5,46,0.297,32.1,22.5,7.28,8.99,0.58,24,10,20.1,1,1
NMR-500938,Worker,Colony-A,28.2,79,0.165,32.0,17.8,6.79,15.37,0.371,12,16,21.42,1,1
NMR-500569,Soldier,Colony-B,28.3,95,0.147,32.1,18.9,7.62,8.12,0.166,23,17,19.96,1,1
NMR-500575,Worker,Colony-C,33.2,63,0.217,30.2,32.1,7.0,10.06,0.192,34,15,16.64,1,0
NMR-500749,Worker,Colony-A,29.1,77,0.213,32.0,18.3,5.67,8.08,0.057,21,10,13.52,0,1
NMR-500347,Soldier,Colony-A,34.9,51,0.397,31.4,10.4,5.65,12.35,0.41,27,8,23.23,0,1
NMR-500237,Soldier,Colony-B,28.6,78,0.29,32.7,18.1,7.8,28.61,0.34,24,13,18.85,1,1
NMR-500102,Worker,Colony-D,34.8,35,0.172,31.0,27.0,4.49,24.16,0.287,24,9,18.61,1,1
NMR-500353,Worker,Colony-E,23.5,37,0.259,31.9,23.9,6.73,7.7,0.362,25,10,18.5,0,1
NMR-500672,Worker,Colony-B,21.1,95,0.377,32.4,21.8,6.7,8.8,0.373,23,9,18.6,0,0
NMR-500363,Worker,Colony-A,27.6,37,0.266,33.7,29.0,6.81,7.82,0.054,22,15,20.76,0,0
NMR-500761,Worker,Colony-E,26.3,72,0.352,32.2,15.3,7.27,6.61,0.135,26,7,23.81,0,1
NMR-500350,Queen,Colony-B,43.0,58,0.316,31.8,18.3,7.53,1.71,0.23,20,12,19.99,0,1
NMR-500335,Worker,Colony-D,29.9,55,0.197,32.7,22.0,6.73,21.11,0.376,14,11,23.78,1,0
NMR-500942,Worker,Colony-C,26.2,45,0.319,32.5,32.0,7.0,9.29,0.26,24,10,21.27,0,1
NMR-500675,Worker,Colony-E,20.9,98,0.248,30.6,14.0,6.7,15.56,0.204,29,8,15.19,0,0
NMR-500431,Soldier,Colony-D,32.9,128,0.189,31.3,17.7,5.75,9.16,0.404,26,12,16.86,0,0
NMR-500410,Worker,Colony-C,34.1,35,0.243,31.9,46.5,6.57,14.89,0.319,17,6,27.73,1,0
NMR-500918,Soldier,Colony-A,37.4,73,0.178,33.3,12.3,4.91,5.79,0.632,27,7,21.65,1,0
NMR-500558,Worker,Colony-D,30.8,70,0.222,31.5,15.4,5.93,9.19,0.316,26,5,20.13,0,0
NMR-500707,Breeder,Colony-B,35.6,118,0.191,31.4,20.2,7.22,1.11,0.292,36,15,24.19,1,0
NMR-500910,Soldier,Colony-C,41.5,30,0.209,32.3,11.9,5.48,11.08,0.281,21,17,20.38,1,1
NMR-500923,Worker,Colony-A,23.8,69,0.2,31.4,34.4,5.85,8.39,0.173,28,16,15.61,0,0
NMR-500674,Soldier,Colony-C,28.6,42,0.197,32.1,13.0,7.72,5.78,0.224,28,9,11.75,0,0
NMR-500276,Soldier,Colony-E,38.4,111,0.215,32.3,24.1,5.33,16.84,0.341,19,9,20.97,0,1
NMR-500489,Worker,Colony-D,25.6,59,0.36,30.9,15.3,5.37,9.54,0.134,19,7,20.41,0,0
NMR-500676,Worker,Colony-E,26.1,58,0.269,32.2,15.8,6.39,6.38,0.199,27,9,15.91,0,0
NMR-500284,Soldier,Colony-A,24.7,86,0.219,33.5,38.3,7.2,10.1,0.607,23,14,19.06,1,1
NMR-500163,Worker,Colony-E,30.1,41,0.202,30.3,21.9,5.87,18.68,0.135,28,14,19.28,0,0
NMR-500157,Worker,Colony-C,32.2,86,0.274,32.4,82.6,6.32,7.48,0.234,20,13,13.25,1,1
NMR-500115,Worker,Colony-D,28.5,92,0.236,32.6,9.4,6.63,11.64,0.449,29,12,22.09,0,0
NMR-500659,Breeder,Colony-C,46.1,41,0.134,32.2,11.1,8.47,0.24,0.129,18,13,22.91,1,0
NMR-500416,Worker,Colony-D,24.5,113,0.178,31.6,7.0,6.76,16.8,0.057,22,6,22.25,1,1
NMR-500479,Soldier,Colony-C,31.6,63,0.201,30.9,11.7,6.38,10.76,0.177,23,16,15.78,0,0
NMR-500222,Soldier,Colony-D,35.9,53,0.393,31.8,9.8,8.21,6.34,0.247,29,12,19.81,0,1
NMR-500085,Worker,Colony-D,29.4,54,0.272,32.8,29.2,7.72,7.83,0.221,27,14,17.22,0,0
NMR-500740,Soldier,Colony-A,36.6,85,0.33,32.6,14.4,6.3,19.69,0.303,24,15,20.94,0,1
NMR-500886,Worker,Colony-B,34.8,38,0.247,32.2,15.9,7.75,18.37,0.242,23,14,20.7,1,0
NMR-500337,Worker,Colony-B,29.7,75,0.203,32.7,15.0,6.43,9.44,0.423,25,11,24.4,1,0
NMR-500259,Breeder,Colony-D,41.6,49,0.284,31.1,16.4,7.59,4.87,0.377,25,14,18.51,0,0
NMR-500685,Soldier,Colony-E,35.7,36,0.249,33.4,22.7,5.35,9.77,0.439,35,10,14.65,1,1
NMR-500841,Breeder,Colony-E,45.3,62,0.245,31.8,20.2,7.57,1.01,0.202,31,8,16.6,0,1
NMR-500789,Worker,Colony-E,24.6,54,0.284,32.3,15.2,5.51,14.34,0.49,24,8,16.79,0,1
NMR-500540,Worker,Colony-D,33.4,40,0.253,32.5,5.8,8.61,10.93,0.069,27,7,22.93,0,1
NMR-500678,Worker,Colony-D,41.4,62,0.308,32.5,16.7,6.79,16.45,0.637,24,11,20.35,0,1
NMR-500748,Soldier,Colony-A,29.4,77,0.19,31.8,9.1,7.11,17.08,0.211,19,11,24.66,1,1
NMR-500693,Soldier,Colony-D,32.7,37,0.488,32.5,17.3,7.65,15.91,0.306,25,6,20.83,0,1
NMR-500142,Queen,Colony-D,54.4,50,0.256,31.5,14.5,9.63,8.66,0.499,34,10,17.53,0,1
NMR-500859,Worker,Colony-C,34.1,30,0.191,32.6,9.8,6.33,10.33,0.245,32,16,14.25,0,1
NMR-500618,Worker,Colony-A,19.8,73,0.176,33.5,19.8,7.92,8.09,0.311,28,6,18.52,0,1
NMR-500849,Worker,Colony-C,31.3,55,0.215,32.6,10.1,6.12,9.28,0.17,22,6,20.47,0,0
NMR-500616,Worker,Colony-D,32.0,65,0.199,31.8,13.7,7.54,11.37,0.343,19,10,22.62,0,1
NMR-500045,Breeder,Colony-A,44.9,55,0.287,32.8,15.4,4.75,6.68,0.324,19,10,20.12,1,1
NMR-500162,Worker,Colony-A,33.8,47,0.295,33.7,15.6,7.58,8.94,0.192,20,5,18.14,0,0
NMR-500122,Worker,Colony-C,40.4,82,0.198,31.2,15.3,4.64,13.45,0.248,19,7,16.19,0,0
NMR-500744,Breeder,Colony-A,32.2,83,0.126,32.5,17.1,5.03,5.22,0.188,21,15,13.58,0,0
NMR-500428,Breeder,Colony-A,38.1,58,0.241,32.0,12.6,6.43,7.62,0.337,22,6,27.91,1,1
NMR-500502,Worker,Colony-E,31.7,147,0.264,31.9,24.4,6.06,10.84,0.231,23,15,18.45,0,0
NMR-500961,Worker,Colony-B,26.4,68,0.257,32.7,11.2,7.61,11.53,0.25,19,7,19.21,0,1
NMR-500641,Soldier,Colony-B,32.1,34,0.393,30.7,18.2,6.88,12.03,0.078,25,20,12.31,1,0
NMR-500660,Worker,Colony-E,37.4,38,0.191,32.5,12.5,7.85,8.94,0.224,26,12,19.22,0,1
NMR-500964,Worker,Colony-A,34.2,20,0.356,31.9,14.8,5.64,9.03,0.524,26,10,19.18,0,1
NMR-500543,Soldier,Colony-B,35.1,27,0.236,32.0,11.4,6.99,8.83,0.326,24,5,24.96,1,1
NMR-500294,Soldier,Colony-D,37.0,62,0.186,33.6,16.2,6.85,13.9,0.514,26,7,17.52,0,0
NMR-500252,Queen,Colony-D,31.1,62,0.232,32.5,25.4,6.65,7.78,0.199,26,9,23.45,1,1
NMR-500580,Breeder,Colony-C,44.5,78,0.217,32.9,18.7,6.53,3.16,0.127,20,9,25.36,1,1
NMR-500298,Worker,Colony-A,26.9,50,0.617,34.0,21.0,7.22,10.77,0.398,27,12,21.53,0,0
NMR-500328,Worker,Colony-D,23.4,64,0.236,31.5,14.1,6.41,14.66,0.374,27,11,16.81,0,1
NMR-500696,Soldier,Colony-C,30.6,128,0.264,32.2,17.6,9.28,8.5,0.209,28,15,24.47,1,1
NMR-500471,Worker,Colony-C,15.1,44,0.19,32.6,13.9,6.4,12.39,0.404,23,10,22.69,0,0
NMR-500758,Worker,Colony-A,31.6,90,0.2,32.8,26.9,6.61,24.82,0.236,26,13,20.7,1,0
NMR-500245,Worker,Colony-D,28.5,36,0.208,31.5,9.8,5.95,23.2,0.365,23,12,20.75,1,1
NMR-500344,Worker,Colony-D,29.2,41,0.278,31.8,14.6,7.0,20.42,0.598,25,7,16.83,0,0
NMR-500822,Breeder,Colony-A,36.7,50,0.175,32.7,31.6,4.16,6.66,0.446,24,9,23.27,1,1
NMR-500790,Soldier,Colony-E,44.0,52,0.197,31.3,36.5,8.44,11.5,0.296,20,12,20.46,1,0
NMR-500340,Worker,Colony-A,31.4,46,0.309,34.1,18.5,7.28,15.64,0.398,26,7,23.0,0,0
NMR-500168,Breeder,Colony-A,44.2,35,0.214,31.7,14.8,6.54,10.7,0.33,28,18,20.64,0,1
NMR-500333,Queen,Colony-D,47.0,81,0.179,32.8,18.1,7.37,-0.52,0.237,28,10,20.11,1,1
NMR-500924,Worker,Colony-E,29.9,146,0.262,31.0,23.2,5.95,8.94,0.128,33,19,14.42,1,0
NMR-500797,Worker,Colony-A,39.1,70,0.187,32.5,18.3,7.32,33.67,0.122,26,16,17.83,0,1
NMR-500159,Worker,Colony-E,40.1,66,0.389,31.6,23.3,8.22,14.27,0.384,23,8,19.56,0,1
NMR-500061,Soldier,Colony-B,35.9,25,0.25,31.3,9.4,5.75,6.64,0.348,22,10,14.66,0,1
NMR-500727,Worker,Colony-A,25.7,47,0.172,30.9,9.3,6.86,7.29,0.217,26,17,21.84,0,0
NMR-500945,Soldier,Colony-A,26.4,98,0.341,33.0,20.3,8.47,5.62,0.144,20,9,21.45,1,1
NMR-500401,Soldier,Colony-C,23.4,66,0.271,32.7,27.5,5.07,10.14,0.282,28,12,19.08,1,0
NMR-500320,Worker,Colony-B,31.3,41,0.289,31.3,16.9,8.15,7.39,0.204,26,10,20.71,1,0
NMR-500367,Worker,Colony-A,26.1,63,0.189,32.1,39.3,7.29,6.12,0.267,18,8,19.25,1,1
NMR-500829,Worker,Colony-C,19.9,64,0.199,31.7,15.8,6.5,18.63,0.325,22,12,17.29,1,1
NMR-500273,Worker,Colony-A,27.5,28,0.157,33.7,22.2,7.54,15.89,0.144,24,10,21.21,1,0
NMR-500712,Worker,Colony-E,32.5,29,0.252,32.9,16.7,5.06,11.17,0.129,26,14,19.52,1,1
NMR-500515,Worker,Colony-D,22.7,43,0.209,31.7,35.5,7.86,17.56,0.363,11,8,13.16,1,0
NMR-500629,Soldier,Colony-A,39.8,76,0.319,32.2,22.2,8.18,11.84,0.214,19,14,19.06,0,1
NMR-500828,Worker,Colony-C,37.5,37,0.346,32.0,20.0,5.97,8.68,0.418,21,7,18.18,0,1
NMR-500341,Worker,Colony-B,20.7,36,0.213,32.3,30.0,7.54,19.2,0.433,18,11,17.96,1,1
NMR-500140,Worker,Colony-D,34.0,30,0.246,31.4,22.9,5.68,8.71,0.118,14,15,20.82,1,1
NMR-500535,Worker,Colony-B,23.7,103,0.232,32.2,19.3,6.41,10.0,0.298,24,10,18.06,0,0
NMR-500093,Soldier,Colony-E,35.6,75,0.269,31.9,23.2,5.79,11.42,0.56,31,6,16.58,0,0
NMR-500494,Soldier,Colony-A,29.9,34,0.286,33.3,13.2,5.46,4.06,0.096,24,17,20.35,0,0
NMR-500885,Soldier,Colony-E,38.9,37,0.252,31.2,25.8,7.89,7.06,0.154,18,7,16.5,0,0
NMR-500393,Soldier,Colony-B,30.9,44,0.463,31.2,18.5,7.6,10.97,0.151,26,17,17.19,0,0
NMR-500835,Soldier,Colony-D,32.9,57,0.335,31.7,20.1,7.13,8.43,0.323,28,11,21.82,1,1
NMR-500691,Soldier,Colony-D,43.5,66,0.28,31.1,27.3,6.16,6.4,0.583,31,9,19.72,0,1
NMR-500114,Worker,Colony-C,34.6,33,0.29,32.3,18.9,5.83,8.64,0.169,16,13,25.18,1,1
