sample_id,group,batch,measure_1,tx_count_total,genes_detected,mito_fraction,ribo_fraction,mean_gc_percent,duplication_rate,median_tx_length,counts_gene_of_interest,target_a,target_b
GEN-500918,Control,B01,89.87,2659612,14271,0.0451,0.0925,46.16,0.0604,3182,96,0,1
GEN-500247,TreatmentA,B02,101.12,414685,17176,0.0264,0.0972,45.62,0.3177,1116,1550,1,1
GEN-500533,TreatmentA,B01,115.79,810240,15605,0.0833,0.2869,50.42,0.0567,819,373,0,0
GEN-500134,TreatmentA,B01,111.78,1890551,14196,0.0379,0.096,47.84,0.0654,794,908,1,1
GEN-500467,TreatmentA,B01,93.54,687965,12102,0.064,0.1265,46.21,0.1678,2534,919,1,1
GEN-500391,TreatmentB,B02,110.59,2614034,15061,0.0096,0.1,48.56,0.0927,970,539,1,1
GEN-500960,TreatmentA,B02,89.1,2853854,13285,0.025,0.1103,48.2,0.3324,1228,618,1,0
GEN-500573,TreatmentB,B03,121.77,1442994,17499,0.0284,0.1614,47.13,0.3472,1768,753,1,1
GEN-500871,TreatmentB,B01,99.62,5529623,15293,0.0725,0.0797,48.92,0.3074,1138,793,0,0
GEN-500179,Control,B01,108.92,2187792,14007,0.019,0.2326,46.18,0.1019,2066,634,1,0
GEN-500928,TreatmentA,B01,84.93,2995809,13675,0.0786,0.1061,48.12,0.2373,1109,487,0,0
GEN-500246,TreatmentA,B02,113.69,3176133,13779,0.0878,0.1946,49.57,0.2526,3108,435,0,1
GEN-500534,TreatmentB,B03,121.5,3266861,13735,0.0932,0.2162,44.48,0.2564,1504,783,0,1
GEN-500301,TreatmentA,B03,110.03,975483,14220,0.0412,0.1757,46.32,0.2845,1088,695,0,1
GEN-500273,Control,B02,102.05,830308,14952,0.0453,0.1812,46.47,0.2035,1388,18,0,1
GEN-500517,Control,B03,112.57,2521964,12027,0.0409,0.149,43.74,0.0897,1561,528,0,0
GEN-500659,TreatmentA,B01,107.53,1286852,14287,0.0348,0.2322,46.53,0.1479,1399,316,0,1
GEN-500133,TreatmentB,B03,89.23,2312422,15576,0.0112,0.2159,47.51,0.2204,1833,1108,1,1
GEN-500186,Control,B02,86.22,1039828,13286,0.0349,0.0829,48.02,0.2248,1361,-127,0,1
GEN-500195,TreatmentA,B01,109.11,2368988,12735,0.0914,0.2865,44.95,0.1677,1723,579,0,0
GEN-500858,TreatmentB,B02,107.6,1937784,14016,0.0257,0.1192,47.54,0.1799,2219,1160,1,1
GEN-500353,TreatmentA,B01,114.18,1906288,15538,0.0094,0.1521,46.34,0.1937,3070,364,1,1
GEN-500124,TreatmentA,B02,118.61,1780548,18715,0.0149,0.1257,47.3,0.1292,3393,308,1,1
GEN-500793,TreatmentB,B03,106.77,807029,14316,0.0093,0.2759,42.12,0.2969,2134,2204,1,1
GEN-500328,TreatmentA,B01,99.35,1530152,15603,0.0208,0.145,48.03,0.082,2015,498,1,0
GEN-500363,TreatmentB,B03,96.33,2458241,15498,0.0828,0.0575,44.83,0.0346,979,654,0,1
GEN-500901,TreatmentA,B03,78.2,1482411,14212,0.0981,0.1768,45.22,0.0708,1690,1233,1,1
GEN-500327,TreatmentA,B03,95.55,2402726,13977,0.0238,0.1377,49.73,0.1471,1490,265,1,0
GEN-500299,TreatmentB,B02,108.03,1943056,15421,0.056,0.1086,45.99,0.2055,2256,882,1,1
GEN-500890,TreatmentA,B03,99.22,1454673,15366,0.0659,0.1121,43.83,0.1401,2382,215,0,0
GEN-500790,TreatmentA,B03,101.72,1961054,17052,0.0815,0.1918,48.49,0.2451,1001,764,1,0
GEN-500570,TreatmentA,B01,114.29,1162186,13494,0.027,0.1239,44.87,0.1995,1863,623,1,1
GEN-500032,TreatmentB,B03,94.65,2012382,11938,0.0284,0.3202,48.66,0.1184,1471,755,1,0
GEN-500447,Control,B01,105.47,3163059,14375,0.0312,0.108,47.9,0.4308,1310,254,1,0
GEN-500602,Control,B02,76.95,827518,13941,0.0221,0.1391,46.25,0.1161,1767,727,1,1
GEN-500487,Control,B01,116.3,1068304,11958,0.0219,0.252,43.86,0.0974,984,415,1,0
GEN-500046,Control,B02,110.42,1528855,12790,0.1876,0.1841,47.35,0.2778,1177,372,0,1
GEN-500764,Control,B03,80.31,513164,15522,0.0376,0.1076,42.92,0.1228,1143,717,1,0
GEN-500382,TreatmentA,B03,116.0,3016081,13924,0.0097,0.0865,47.81,0.2128,1875,745,1,1
GEN-500332,Control,B01,124.32,1251821,11930,0.0535,0.097,43.4,0.2909,1044,1749,1,0
GEN-500221,TreatmentB,B02,92.67,3579796,16140,0.1079,0.0742,43.25,0.1899,980,559,1,0
GEN-500137,Control,B01,88.7,1244868,11112,0.0822,0.2099,44.65,0.0898,1092,441,0,0
GEN-500870,TreatmentB,B02,100.13,2992677,13758,0.022,0.1014,49.27,0.4108,1310,760,0,0
GEN-500504,TreatmentB,B03,95.79,3232468,16049,0.0717,0.0988,46.63,0.0707,1666,901,1,1
GEN-500705,TreatmentA,B03,112.88,1225115,15020,0.0616,0.0599,43.52,0.2768,1732,579,1,0
GEN-500468,TreatmentB,B02,99.49,2433002,17122,0.0272,0.1652,44.2,0.3054,2080,609,1,1
GEN-500277,TreatmentB,B02,122.41,1045470,16025,0.0106,0.2265,42.85,0.4112,1301,1219,1,1
GEN-500810,TreatmentA,B01,100.39,1832287,19000,0.0631,0.041,47.02,0.0318,2726,221,1,1
GEN-500220,TreatmentA,B01,102.26,842411,13899,0.0469,0.103,45.94,0.1223,1720,1199,1,1
GEN-500004,TreatmentA,B01,77.5,721441,16648,0.112,0.118,44.85,0.0485,1126,782,1,1
GEN-500416,Control,B03,78.27,1655496,12355,0.0506,0.1122,48.21,0.2142,1291,1531,1,0
GEN-500330,TreatmentB,B02,75.99,1544717,16334,0.1062,0.0418,49.62,0.095,2655,896,1,1
GEN-500717,TreatmentA,B01,115.01,910645,11813,0.042,0.1631,44.86,0.1882,1722,275,0,0
GEN-500364,TreatmentB,B03,91.29,3036379,19046,0.0121,0.1435,46.46,0.2389,1587,803,1,1
GEN-500310,TreatmentB,B02,80.92,2863492,14080,0.012,0.0884,47.27,0.0817,698,687,1,1
GEN-500616,Control,B02,73.55,3574229,15652,0.0237,0.3529,45.0,0.2193,2195,269,1,1
GEN-500932,Control,B01,83.52,3298347,16443,0.0634,0.1894,48.1,0.2387,2531,203,0,1
GEN-500278,TreatmentB,B03,103.6,445685,15778,0.0255,0.1781,49.77,0.1697,1219,1846,1,0
GEN-500132,Control,B02,79.77,910732,14628,0.0202,0.0985,44.61,0.4072,1100,313,0,0
GEN-500263,TreatmentB,B02,99.91,1354646,16835,0.0319,0.1554,44.28,0.1631,1204,1618,1,1
GEN-500569,Control,B01,108.2,1298854,13268,0.0476,0.1184,42.2,0.4352,2065,-62,0,0
GEN-500269,Control,B03,107.65,1330195,11506,0.0094,0.1314,46.92,0.1117,1538,154,1,1
GEN-500710,Control,B03,119.98,1185223,18857,0.0814,0.221,49.05,0.2529,2714,22,0,1
GEN-500684,Control,B01,111.19,1932566,14193,0.0164,0.0789,46.73,0.2426,2520,540,0,0
GEN-500167,TreatmentA,B02,71.44,902566,14915,0.0278,0.1125,45.33,0.3842,3395,1097,1,0
GEN-500513,TreatmentA,B02,92.55,724961,15170,0.043,0.1148,43.9,0.2419,1719,611,0,0
GEN-500815,TreatmentA,B01,97.51,2216100,18458,0.0513,0.1508,44.31,0.076,1920,1249,0,0
GEN-500383,TreatmentA,B01,122.05,479670,13644,0.0102,0.0836,44.09,0.1563,4523,482,1,1
GEN-500729,TreatmentA,B03,103.84,2579449,12488,0.0015,0.1234,46.72,0.1794,2309,1751,1,0
GEN-500520,TreatmentA,B03,92.42,1205175,15866,0.0149,0.0817,47.4,0.189,1339,552,1,1
GEN-500380,TreatmentA,B02,134.3,2329966,13855,0.0913,0.1212,46.12,0.3581,1965,283,0,0
GEN-500072,TreatmentA,B02,124.92,1814414,10799,0.0642,0.1311,45.57,0.3693,930,218,0,1
GEN-500904,TreatmentA,B02,99.78,1929033,15336,0.0328,0.1352,45.74,0.0508,1510,985,1,1
GEN-500289,Control,B03,92.52,1458650,14306,0.0106,0.1372,45.37,0.2022,1184,644,1,1
GEN-500967,TreatmentB,B02,101.96,1375825,19421,0.0393,0.2362,44.37,0.1439,903,626,1,0
GEN-500211,TreatmentB,B02,118.88,1326359,13706,0.0067,0.2217,44.06,0.1107,1229,912,1,0
GEN-500038,TreatmentA,B02,116.5,2334136,16066,0.0722,0.0743,48.87,0.2626,1688,251,1,0
GEN-500969,Control,B02,77.89,455407,12518,0.0315,0.0955,44.76,0.0849,1324,102,0,1
GEN-500449,TreatmentB,B01,110.9,241195,15122,0.0396,0.0877,45.45,0.2228,1706,1367,1,0
GEN-500661,Control,B01,133.34,1081094,14318,0.1187,0.1576,44.22,0.1654,1136,347,0,0
GEN-500615,TreatmentB,B03,87.96,2120454,17055,0.0151,0.1886,44.68,0.2064,1132,406,1,0
GEN-500622,TreatmentA,B01,86.45,1126960,15873,0.0325,0.0838,46.67,0.1494,1334,409,0,1
GEN-500005,TreatmentB,B01,123.15,976455,12626,0.028,0.0532,48.35,0.183,3018,1274,1,1
GEN-500576,Control,B03,104.3,2531053,14465,0.0506,0.126,44.81,0.1432,2018,565,1,0
GEN-500757,TreatmentB,B02,95.89,2063168,15125,0.033,0.2057,43.18,0.1196,1338,496,0,0
GEN-500974,Control,B02,101.59,1143311,14101,0.0346,0.1719,49.27,0.1999,1676,1088,0,0
GEN-500511,TreatmentA,B01,80.64,2033525,12901,0.0546,0.1427,46.24,0.3431,1902,389,0,1
GEN-500857,TreatmentA,B03,88.25,2116645,16341,0.0044,0.1857,45.15,0.1066,2339,242,0,0
GEN-500210,TreatmentB,B03,103.44,3129170,13369,0.0236,0.2849,47.23,0.1343,2387,506,1,0
GEN-500455,Control,B02,110.65,845615,16957,0.0884,0.2681,43.97,0.0778,1690,12,0,0
GEN-500920,TreatmentB,B03,83.75,2100993,18459,0.0184,0.3069,44.1,0.1955,1840,535,1,0
GEN-500256,TreatmentA,B03,96.26,1270079,18345,0.0493,0.2774,44.39,0.2339,1302,157,1,1
GEN-500737,TreatmentB,B03,81.61,1072673,18400,0.0382,0.2327,45.12,0.2736,2404,924,1,1
GEN-500282,TreatmentA,B02,102.98,2122357,17147,0.0664,0.1403,43.85,0.0293,986,651,0,0
GEN-500837,Control,B02,98.85,1887815,13985,0.0518,0.1494,47.62,0.1773,1541,551,0,1
GEN-500444,Control,B02,112.41,4323928,12830,0.0369,0.1404,46.52,0.2388,1377,281,1,1
GEN-500733,TreatmentB,B01,91.02,2464595,18823,0.035,0.153,41.79,0.2326,3207,623,1,1
GEN-500180,Control,B03,109.27,1699298,14658,0.0229,0.1066,45.61,0.2695,1825,70,0,1
GEN-500886,Control,B02,98.56,914838,15035,0.0933,0.1068,43.56,0.2878,1216,-95,0,0
GEN-500059,TreatmentA,B02,83.56,999941,18322,0.033,0.171,47.93,0.3133,1903,488,1,1
GEN-500184,Control,B03,106.36,819349,11456,0.0224,0.0721,50.67,0.1979,2705,809,1,0
GEN-500720,TreatmentA,B03,100.29,2074426,16494,0.0326,0.1223,46.22,0.2409,689,171,1,1
GEN-500055,TreatmentA,B01,94.94,1275771,14640,0.0176,0.132,44.94,0.2168,1269,785,0,0
GEN-500840,TreatmentB,B01,96.52,1341760,17296,0.0092,0.0588,49.77,0.1314,1918,678,1,0
GEN-500934,Control,B03,110.49,1789480,12421,0.0199,0.1351,47.19,0.3973,1199,653,0,1
GEN-500855,TreatmentA,B02,113.21,2007285,13704,0.0093,0.2581,47.07,0.1314,1587,571,1,0
GEN-500987,Control,B01,145.29,2773062,16320,0.0177,0.0943,50.89,0.1396,2732,129,0,0
GEN-500177,TreatmentA,B01,131.69,399031,16647,0.0162,0.133,46.38,0.4242,1415,453,0,1
GEN-500457,TreatmentA,B02,98.87,1625782,18951,0.058,0.1642,45.17,0.1364,1674,437,1,1
GEN-500868,TreatmentB,B03,98.94,871308,14857,0.0344,0.1795,47.23,0.4077,878,574,1,1
GEN-500368,Control,B01,98.55,1314583,14207,0.0177,0.1918,44.56,0.2548,2170,329,1,1
GEN-500494,TreatmentA,B03,113.97,1703560,16006,0.0627,0.2896,45.35,0.2065,1485,1308,1,1
GEN-500343,TreatmentA,B03,123.21,664625,11598,0.0855,0.1723,48.02,0.2263,1727,587,0,1
GEN-500516,Control,B01,90.06,1567997,13058,0.039,0.0915,49.08,0.2362,1872,836,1,0
GEN-500859,Control,B01,87.83,3202183,12992,0.0522,0.2227,46.5,0.1131,1148,208,0,0
GEN-500909,Control,B01,130.35,1444483,10826,0.0323,0.1149,47.76,0.3981,1043,166,0,0
GEN-500265,TreatmentA,B03,104.05,1046418,17465,0.0131,0.2187,44.54,0.2535,867,272,1,1
GEN-500031,TreatmentA,B01,107.95,1391725,16000,0.0161,0.1094,51.11,0.2818,1705,324,0,0
GEN-500373,Control,B01,124.0,1407281,13242,0.0048,0.103,46.7,0.0842,1130,1165,1,1
GEN-500181,TreatmentA,B01,105.54,1822497,15614,0.1166,0.147,49.83,0.1464,2954,1031,1,0
GEN-500593,TreatmentB,B01,99.73,2144513,15044,0.0438,0.142,43.79,0.3586,1332,783,1,0
GEN-500952,Control,B03,100.27,2034158,16372,0.0432,0.166,44.61,0.2375,1706,24,1,1
GEN-500369,TreatmentA,B02,110.15,2568382,14489,0.0709,0.1176,44.36,0.288,2572,526,0,0
GEN-500711,TreatmentA,B02,109.69,1140872,16076,0.1497,0.1227,45.56,0.0845,1255,431,0,1
GEN-500075,TreatmentA,B02,97.87,3198647,13792,0.0768,0.0983,47.66,0.1205,2047,959,1,1
GEN-500229,Control,B03,91.58,2097425,13295,0.0259,0.0456,45.67,0.1746,1936,361,0,1
GEN-500281,Control,B03,98.0,1135980,13703,0.0309,0.1812,47.09,0.0978,1021,437,1,0
GEN-500392,Control,B01,87.35,1355213,16577,0.0824,0.2299,46.37,0.2314,1147,629,0,1
GEN-500984,TreatmentA,B01,105.84,1865582,16295,0.0949,0.2918,46.5,0.1716,2202,323,1,1
GEN-500620,TreatmentA,B03,101.26,2031588,14448,0.0283,0.1478,46.59,0.3555,2158,135,0,1
GEN-500607,Control,B02,99.0,3092991,11233,0.0335,0.1316,46.02,0.4576,2189,251,1,1
GEN-500367,Control,B03,122.14,1697661,12343,0.0722,0.0754,46.04,0.1949,2958,81,1,1
GEN-500800,Control,B01,107.58,577964,10629,0.08,0.2331,45.4,0.1765,1366,304,0,1
GEN-500294,TreatmentA,B03,78.55,2236075,12006,0.0121,0.0925,43.59,0.1117,926,1487,1,1
GEN-500852,TreatmentA,B02,69.68,604164,15152,0.1518,0.1883,43.15,0.3316,1421,278,0,1
GEN-500863,TreatmentA,B03,111.61,2629374,16568,0.0947,0.218,48.25,0.1492,1604,422,1,0
GEN-500398,TreatmentB,B01,106.99,3955348,14052,0.1255,0.04,50.19,0.2328,1059,1072,0,0
GEN-500572,TreatmentB,B01,119.05,791565,17485,0.04,0.2376,50.41,0.2236,2379,972,1,0
GEN-500560,TreatmentB,B01,119.72,2742177,17407,0.1461,0.0589,46.98,0.3555,2967,1482,1,0
GEN-500448,TreatmentB,B01,121.76,684001,15340,0.028,0.0733,45.48,0.1062,1572,515,0,1
GEN-500235,TreatmentA,B01,100.15,2110960,17101,0.0811,0.0527,47.35,0.3379,1309,456,0,0
GEN-500526,Control,B01,105.5,617279,14063,0.0344,0.099,44.46,0.1196,1630,326,0,0
GEN-500633,TreatmentB,B03,77.62,2084907,11402,0.027,0.2424,46.8,0.3467,1699,759,0,1
GEN-500996,TreatmentA,B01,104.06,615475,16079,0.0547,0.0719,47.87,0.3701,1290,1082,1,0
GEN-500844,TreatmentA,B01,84.05,651523,12221,0.0945,0.0753,44.37,0.091,1467,949,0,0
GEN-500415,Control,B01,115.83,1449096,17411,0.0419,0.1772,46.79,0.197,2939,360,1,1
GEN-500954,TreatmentA,B02,110.45,5509088,15268,0.0324,0.1447,46.17,0.0936,1273,532,1,1
GEN-500768,TreatmentA,B03,88.1,704060,16147,0.0848,0.1694,48.61,0.2647,1003,995,0,0
GEN-500848,TreatmentB,B03,88.07,1332216,13871,0.0393,0.2762,47.11,0.1138,1457,780,1,0
GEN-500488,TreatmentA,B02,90.71,1609613,15871,0.0579,0.1453,44.57,0.1456,3294,696,1,0
GEN-500128,TreatmentB,B02,106.86,835677,15427,0.0106,0.1249,44.31,0.2487,2137,1331,1,0
GEN-500759,TreatmentA,B01,113.35,1260804,15323,0.0257,0.1347,47.81,0.1142,1285,673,0,1
GEN-500100,TreatmentB,B01,100.2,1001366,17005,0.0261,0.0814,48.03,0.2058,1100,584,1,1
GEN-500086,Control,B02,84.02,2667962,16382,0.0381,0.1459,47.15,0.2876,942,76,0,1
GEN-500507,TreatmentA,B01,84.52,1688716,16629,0.0403,0.1639,47.51,0.1457,1271,993,1,1
GEN-500606,Control,B01,75.08,4188799,13151,0.0262,0.0897,48.14,0.1254,824,355,0,1
GEN-500962,Control,B02,96.53,1181304,13817,0.0293,0.135,49.09,0.121,1748,596,1,0
GEN-500742,Control,B02,99.68,420697,15645,0.0668,0.1178,46.27,0.1678,1928,71,1,1
GEN-500672,TreatmentA,B01,100.17,3334828,12985,0.0162,0.1328,47.28,0.2279,1436,565,1,1
GEN-500284,TreatmentA,B01,100.14,1134687,14386,0.0879,0.1346,46.85,0.3289,2256,429,0,1
GEN-500402,TreatmentA,B02,92.64,564993,16998,0.0573,0.131,44.81,0.2674,2094,496,0,0
GEN-500767,TreatmentB,B02,116.62,4224480,15808,0.034,0.049,45.36,0.1368,1699,1379,1,1
GEN-500073,Control,B02,111.58,1789961,13197,0.1174,0.1106,44.81,0.2214,1738,345,0,0
GEN-500357,TreatmentA,B02,101.08,3466402,17214,0.0052,0.1333,48.2,0.0753,1684,904,1,0
GEN-500080,TreatmentB,B02,114.79,1576513,11194,0.015,0.0544,47.02,0.2732,2000,795,1,0
GEN-500238,Control,B01,118.32,1274739,12621,0.031,0.1646,45.34,0.3107,1788,30,1,1
GEN-500480,Control,B02,102.07,247112,19986,0.013,0.104,48.29,0.0693,1600,807,1,1
GEN-500866,TreatmentA,B01,91.76,1502902,13918,0.0158,0.1598,47.14,0.4223,1958,254,1,1
GEN-500608,Control,B02,116.52,1174360,11928,0.0349,0.0988,45.17,0.1481,1254,722,1,1
GEN-500217,Control,B03,87.22,4505791,12517,0.055,0.1249,42.76,0.0714,1782,572,0,0
GEN-500922,Control,B03,94.97,309114,10558,0.108,0.1536,42.17,0.1383,2044,543,0,0
GEN-500539,Control,B02,115.19,1740903,14823,0.0116,0.0583,45.96,0.0747,1667,519,1,1
GEN-500090,TreatmentA,B01,95.91,324780,14825,0.0389,0.1153,44.7,0.1895,1785,801,1,0
GEN-500752,Control,B01,122.53,946758,8248,0.0123,0.2179,45.19,0.0474,3087,169,0,0
GEN-500704,TreatmentB,B01,111.26,1285863,12301,0.0581,0.1594,47.69,0.3049,1140,614,0,1
GEN-500865,TreatmentA,B02,131.24,1332841,16083,0.0192,0.1227,44.23,0.3607,2306,322,1,0
GEN-500230,Control,B01,101.61,2228629,13673,0.0186,0.0416,46.92,0.0198,1676,318,1,1
GEN-500378,Control,B01,76.18,425225,14496,0.0408,0.2179,44.49,0.1994,2424,-81,0,1
GEN-500564,TreatmentB,B03,104.79,1307802,15372,0.0413,0.1687,43.93,0.186,2901,701,0,0
GEN-500803,Control,B02,122.55,617543,9433,0.0836,0.3109,49.46,0.0729,1174,121,0,0
GEN-500499,Control,B02,100.09,1984931,15444,0.0436,0.1423,45.69,0.2039,1351,235,0,0
GEN-500135,TreatmentA,B01,87.27,415842,14589,0.0211,0.0934,45.26,0.3063,3294,1068,1,0
GEN-500189,Control,B02,124.3,2270862,15399,0.1055,0.1434,45.94,0.0936,1276,236,1,1
GEN-500428,Control,B01,99.73,1005684,15643,0.0697,0.0229,47.2,0.1993,1271,186,0,0
GEN-500113,TreatmentB,B01,131.53,852564,14941,0.0371,0.1834,46.89,0.0867,1158,841,1,0
GEN-500603,TreatmentA,B03,105.37,2864607,12210,0.0419,0.1278,49.17,0.1583,1292,455,0,0
GEN-500925,TreatmentB,B03,86.69,3081627,14985,0.0207,0.2359,45.18,0.2859,1928,1172,1,1
GEN-500472,TreatmentA,B03,131.41,2503393,12199,0.0103,0.0945,43.19,0.0577,2186,489,1,1
GEN-500655,Control,B03,91.54,1076577,13578,0.0201,0.1066,47.41,0.3142,2108,558,1,0
GEN-500250,Control,B03,132.39,1589958,11449,0.0668,0.1865,45.38,0.2438,1448,248,0,1
GEN-500192,Control,B02,106.96,3031127,13173,0.0216,0.172,45.17,0.1065,1365,166,0,0
GEN-500739,Control,B01,108.02,684499,12857,0.0211,0.1603,49.75,0.2513,1042,502,1,0
GEN-500505,TreatmentB,B02,119.35,1192722,12044,0.042,0.1923,42.12,0.0598,1253,733,0,0
GEN-500535,TreatmentB,B01,109.95,2022190,17057,0.0251,0.1279,46.52,0.1338,1383,1103,1,1
GEN-500475,TreatmentA,B03,92.03,1162814,13616,0.0293,0.2209,44.42,0.2302,1146,318,0,0
GEN-500329,Control,B02,105.83,2098870,12708,0.0895,0.124,47.1,0.032,1444,103,0,1
GEN-500421,Control,B02,90.17,5525880,18115,0.0177,0.1694,51.39,0.1394,1174,53,1,0
GEN-500714,TreatmentB,B03,97.85,1254877,17223,0.0714,0.1497,41.87,0.2111,1960,882,1,0
GEN-500916,TreatmentA,B03,100.73,857150,14606,0.0571,0.224,47.45,0.0808,1592,270,0,0
GEN-500824,Control,B01,98.54,1354948,15414,0.0483,0.162,44.19,0.2221,1823,10,1,0
GEN-500554,Control,B02,68.19,2434828,11271,0.0394,0.1241,45.81,0.336,1448,244,0,1
GEN-500692,Control,B03,101.43,353562,11873,0.0051,0.2352,47.93,0.1892,1946,188,0,1
GEN-500408,TreatmentA,B02,100.77,3407410,12593,0.0771,0.1921,48.03,0.138,1285,479,0,0
GEN-500481,TreatmentA,B02,86.28,930718,15761,0.0386,0.14,47.01,0.1937,2389,1032,0,0
GEN-500860,TreatmentA,B02,78.66,1139547,14303,0.0331,0.1144,48.1,0.1452,3477,430,1,0
GEN-500093,Control,B02,98.46,769337,18031,0.0191,0.0891,47.74,0.1129,2262,360,0,1
GEN-500111,TreatmentA,B02,113.07,1615742,10907,0.0312,0.132,45.34,0.1631,1944,406,0,0
GEN-500302,TreatmentB,B01,125.68,2308079,17265,0.0365,0.1804,46.02,0.2953,1641,598,0,1
GEN-500098,Control,B01,80.56,2809662,10384,0.0351,0.0859,47.98,0.278,1122,1352,1,0
GEN-500376,Control,B02,76.13,1807824,17752,0.056,0.0842,44.69,0.3011,1271,147,0,0
GEN-500365,Control,B03,112.55,909872,15005,0.0695,0.0479,48.96,0.092,1478,765,0,1
GEN-500906,TreatmentB,B03,86.03,2418815,13566,0.0342,0.138,44.8,0.0899,774,572,1,1
GEN-500149,TreatmentB,B01,100.66,3778563,17241,0.068,0.104,44.08,0.2921,4483,904,1,0
GEN-500864,Control,B01,85.95,1077378,15468,0.0526,0.134,45.3,0.1009,2013,353,1,1
GEN-500094,TreatmentB,B01,83.34,616815,11654,0.0198,0.1851,43.45,0.0879,2107,425,0,0
GEN-500814,TreatmentA,B03,83.04,2027940,11628,0.0566,0.0964,46.01,0.4123,1436,1241,1,0
GEN-500912,Control,B02,103.73,336574,16493,0.0194,0.1164,49.96,0.1296,1254,27,1,0
GEN-500648,TreatmentA,B01,97.24,1851124,16441,0.0506,0.0649,47.03,0.1633,2075,809,1,1
GEN-500668,TreatmentA,B02,82.69,1724751,16851,0.0832,0.1297,41.21,0.0577,1542,777,1,0
GEN-500418,TreatmentA,B03,85.09,2036666,13370,0.1072,0.1921,46.01,0.0889,1356,1482,1,0
GEN-500523,Control,B01,77.47,394394,9473,0.0338,0.1548,48.82,0.2996,1367,322,0,1
GEN-500968,Control,B01,104.44,1106492,12548,0.0407,0.0433,42.35,0.2967,2009,139,1,0
GEN-500728,TreatmentA,B02,103.52,778929,13878,0.0064,0.1106,45.6,0.2598,1042,305,0,0
GEN-500656,TreatmentA,B03,85.84,1113322,14474,0.0423,0.0887,45.2,0.251,1495,141,0,0
GEN-500575,TreatmentB,B03,89.04,640655,12802,0.0294,0.1657,47.87,0.2763,810,1263,1,1
GEN-500631,Control,B02,122.98,2399724,17868,0.0347,0.2101,46.21,0.2131,1539,455,1,1
GEN-500939,TreatmentA,B02,102.89,1314238,13931,0.0587,0.1623,46.28,0.2087,1246,524,0,0
GEN-500867,Control,B01,107.94,1405784,12964,0.0188,0.1918,47.13,0.3214,1750,683,1,1
GEN-500838,Control,B03,89.65,3192138,12412,0.1249,0.133,46.0,0.3445,1264,-4,0,1
GEN-500999,TreatmentA,B02,110.29,3565454,13961,0.0174,0.0846,46.37,0.1441,1845,577,1,1
GEN-500007,TreatmentA,B01,82.04,660540,16461,0.0196,0.1606,46.54,0.193,1365,1205,0,1
GEN-500252,TreatmentB,B02,92.73,565988,19729,0.1126,0.131,50.18,0.1584,1061,674,0,0
GEN-500688,Control,B03,97.9,1116484,14694,0.0448,0.1368,47.88,0.2812,1361,-52,0,1
GEN-500107,Control,B02,88.78,717142,16255,0.0616,0.1819,46.1,0.0828,898,267,1,0
GEN-500101,TreatmentB,B01,87.2,750277,18663,0.0041,0.171,48.92,0.0621,892,834,1,0
GEN-500796,TreatmentA,B01,113.02,2772613,13548,0.0971,0.1823,47.59,0.1525,1471,281,0,1
GEN-500718,Control,B02,116.81,1656579,10536,0.0062,0.0578,50.1,0.1998,1151,500,1,0
GEN-500791,TreatmentB,B03,138.93,1689168,12771,0.0304,0.0872,42.38,0.0678,3082,775,1,0
GEN-500966,Control,B01,72.42,1119062,15203,0.0573,0.0985,48.44,0.0669,1708,349,0,1
GEN-500667,TreatmentA,B01,96.66,865793,13230,0.0587,0.1195,47.19,0.275,972,378,1,1
GEN-500834,TreatmentA,B01,124.76,1345743,18578,0.0455,0.1908,45.61,0.0909,1312,436,1,0
GEN-500213,TreatmentB,B02,104.45,550796,15198,0.0413,0.2383,46.63,0.0748,2021,950,1,0
GEN-500110,TreatmentA,B03,99.38,3186331,15000,0.0162,0.1565,44.61,0.2008,2370,246,0,0
GEN-500013,TreatmentB,B03,139.8,1162453,13622,0.0369,0.1099,48.67,0.0619,2661,1020,1,1
GEN-500638,TreatmentB,B03,109.72,752387,14301,0.0086,0.0748,49.97,0.3256,1865,578,1,0
GEN-500676,Control,B02,105.04,1673136,14511,0.0511,0.0576,45.95,0.1317,1624,-100,0,1
GEN-500387,TreatmentA,B03,89.28,700248,15396,0.0063,0.2244,44.54,0.257,2355,314,1,1
GEN-500850,TreatmentB,B01,103.63,1994097,16197,0.0102,0.2339,49.46,0.1965,1724,611,1,0
GEN-500187,Control,B01,125.57,2179530,13062,0.0388,0.1191,48.29,0.377,1196,-55,0,0
GEN-500831,TreatmentA,B03,111.64,896736,17416,0.1144,0.1821,43.9,0.1365,2027,512,1,0
GEN-500026,TreatmentA,B03,93.22,600675,15341,0.0695,0.1449,46.17,0.2066,1656,339,1,1
GEN-500120,TreatmentB,B02,120.42,683151,17596,0.0255,0.0823,48.06,0.2672,1720,668,1,0
GEN-500941,Control,B03,98.57,2393659,15185,0.0646,0.0836,45.08,0.2528,2999,344,1,0
GEN-500200,TreatmentA,B03,91.12,2796677,13924,0.009,0.2293,45.47,0.2701,2368,325,0,1
GEN-500725,TreatmentA,B01,113.95,4005158,16143,0.0258,0.0754,47.07,0.2492,1351,750,1,1
GEN-500461,TreatmentA,B01,96.74,3239635,11823,0.0613,0.0852,48.1,0.0782,2781,699,0,1
GEN-500295,TreatmentA,B02,112.69,1887766,15082,0.0826,0.1009,44.85,0.1215,1800,216,0,1
