sample_id,group,batch,measure_1,tx_count_total,genes_detected,mito_fraction,ribo_fraction,mean_gc_percent,duplication_rate,median_tx_length,counts_gene_of_interest,target_a,target_b
GEN-506256,TreatmentB,B01,108.68,672489,15706,0.1085,0.1351,46.41,0.1858,1889,459,0,1
GEN-507126,TreatmentB,B02,94.2,1749897,18328,0.0413,0.185,47.02,0.2208,2149,955,1,1
GEN-503491,Control,B03,105.78,3949875,14882,0.0535,0.086,46.29,0.2727,1542,253,0,0
GEN-501061,TreatmentA,B03,94.43,1554058,18238,0.0282,0.1685,46.0,0.1751,3290,440,1,1
GEN-505841,TreatmentA,B02,72.3,1873068,17034,0.0307,0.176,46.11,0.2526,1094,417,0,1
GEN-507884,TreatmentA,B01,94.75,698291,16279,0.0171,0.0655,45.99,0.3058,595,536,1,0
GEN-509669,TreatmentB,B01,65.47,1710491,14783,0.0448,0.1583,47.65,0.2982,1650,508,1,1
GEN-502114,TreatmentA,B02,100.95,1597750,13213,0.0118,0.0821,43.72,0.201,2771,716,1,0
GEN-505437,Control,B03,117.46,866321,10569,0.0829,0.1291,46.8,0.4089,1518,223,0,1
GEN-509901,TreatmentA,B01,100.56,3511896,15359,0.0217,0.1223,48.6,0.1744,1715,807,1,1
GEN-505883,TreatmentA,B02,117.92,864935,15423,0.0396,0.0945,46.67,0.1982,3765,719,1,0
GEN-503216,TreatmentB,B01,97.47,1377728,13931,0.0185,0.0766,50.96,0.1498,1670,755,1,1
GEN-505651,Control,B03,95.2,653941,12639,0.0362,0.208,48.41,0.3945,2248,65,0,1
GEN-500400,Control,B03,118.21,1932642,15956,0.0916,0.1257,44.04,0.1274,1488,585,0,0
GEN-505265,TreatmentA,B01,92.96,947175,12873,0.037,0.0672,49.14,0.2331,1502,590,0,0
GEN-505715,Control,B03,91.37,1471114,16369,0.0344,0.134,45.81,0.2303,2318,43,0,1
GEN-500360,TreatmentB,B01,74.06,708827,14786,0.1346,0.1471,44.62,0.0637,1100,504,0,1
GEN-508340,TreatmentB,B02,112.47,3441818,17294,0.0415,0.216,45.8,0.2671,1441,896,1,1
GEN-506853,Control,B01,90.59,2451542,15202,0.0629,0.1929,46.07,0.276,1451,119,0,1
GEN-508047,TreatmentB,B03,110.02,1247839,13834,0.0593,0.0845,46.37,0.0966,1251,1027,1,1
GEN-510000,Control,B01,114.29,888325,9726,0.058,0.2769,44.04,0.2773,3753,348,0,1
GEN-503487,TreatmentB,B02,81.74,1724750,16347,0.0202,0.1796,44.05,0.1629,1145,913,1,0
GEN-501977,TreatmentB,B02,108.15,1657950,17438,0.0278,0.1273,43.55,0.1747,1481,811,1,0
GEN-509652,Control,B02,104.48,383647,16064,0.0606,0.1362,46.65,0.092,1668,745,1,1
GEN-500627,TreatmentB,B02,113.41,3029795,12660,0.0249,0.2246,47.24,0.3349,1464,920,1,1
GEN-508059,Control,B01,122.9,1606059,11678,0.021,0.2107,48.99,0.2612,2164,-31,0,1
GEN-501633,TreatmentA,B01,99.03,1188050,16040,0.0433,0.168,48.35,0.2619,1294,506,0,0
GEN-507501,TreatmentA,B03,121.57,2174141,15107,0.0192,0.0463,44.59,0.1605,2118,1190,1,0
GEN-500971,TreatmentA,B01,71.19,3393314,16317,0.0789,0.1193,46.25,0.0931,803,574,0,1
GEN-504443,TreatmentB,B01,101.94,1472686,15517,0.1135,0.1426,43.32,0.1131,2178,706,0,1
GEN-508583,TreatmentA,B03,92.43,2554703,19425,0.0055,0.1405,48.61,0.2847,2320,665,1,0
GEN-501510,Control,B02,116.64,2155153,15264,0.0455,0.1179,49.86,0.0485,1901,63,0,0
GEN-500340,Control,B01,100.46,1826295,16153,0.0607,0.1249,45.3,0.1867,2035,268,1,1
GEN-504433,Control,B01,103.58,1586861,12764,0.0564,0.1716,43.91,0.3786,1057,322,0,1
GEN-500477,TreatmentB,B01,92.54,1297764,14138,0.0222,0.1229,45.99,0.4023,1217,571,0,1
GEN-503284,TreatmentA,B02,104.93,3495724,14442,0.0271,0.2223,43.07,0.0781,1553,565,1,0
GEN-508143,TreatmentA,B02,113.75,4275218,16288,0.0117,0.2862,48.77,0.456,1145,273,1,1
GEN-508158,TreatmentB,B01,134.01,2202972,17687,0.0225,0.2216,45.81,0.0325,1446,517,1,0
GEN-500921,TreatmentB,B02,86.24,881538,15338,0.0319,0.0628,46.05,0.1736,1811,982,1,1
GEN-508446,TreatmentA,B01,74.36,1210914,12323,0.0253,0.1529,47.76,0.3024,1163,571,0,1
GEN-502182,TreatmentB,B03,122.51,1165058,13868,0.0249,0.1446,49.61,0.4746,2202,580,1,0
GEN-504753,TreatmentB,B02,100.09,1085958,10963,0.0249,0.1341,46.54,0.1273,1566,787,1,1
GEN-501313,TreatmentB,B02,97.76,2549368,22761,0.028,0.087,47.94,0.2028,1619,885,1,0
GEN-502219,TreatmentA,B01,100.27,884578,12143,0.0211,0.2022,43.21,0.3687,1399,546,0,0
GEN-505897,TreatmentB,B02,112.62,646055,11488,0.0022,0.1573,47.96,0.2642,2052,937,1,1
GEN-509103,Control,B01,93.69,2821556,17982,0.0164,0.2863,45.4,0.1432,1218,128,1,0
GEN-500476,TreatmentA,B03,97.6,837752,14214,0.0327,0.194,44.63,0.1124,772,779,1,0
GEN-509624,TreatmentA,B02,102.36,2190188,15996,0.0635,0.1355,51.23,0.1219,1905,403,1,0
GEN-507750,Control,B01,110.12,5352430,16793,0.0192,0.2332,43.73,0.1912,831,120,1,0
GEN-509786,Control,B03,94.07,417985,16147,0.0181,0.0642,45.32,0.3879,2633,62,0,0
GEN-500901,Control,B02,113.62,1734808,13682,0.0057,0.0782,46.78,0.3115,1553,574,1,0
GEN-507690,Control,B01,117.43,342442,16757,0.0586,0.2002,49.87,0.187,1148,468,0,0
GEN-509776,TreatmentA,B02,104.52,449156,14067,0.0386,0.1389,47.59,0.3908,1817,641,1,1
GEN-500140,TreatmentA,B03,113.36,623362,20147,0.0254,0.2362,48.89,0.1518,1002,865,1,0
GEN-505901,Control,B03,98.07,3341604,9720,0.0575,0.1115,48.73,0.1473,1937,137,0,0
GEN-502649,TreatmentA,B03,89.36,811839,14490,0.0681,0.2652,47.41,0.232,1610,366,0,1
GEN-504343,TreatmentB,B03,105.1,1390518,18430,0.0069,0.0952,48.95,0.2708,1920,455,1,0
GEN-504852,TreatmentB,B02,98.13,2857247,18741,0.0344,0.1088,49.03,0.2132,1328,791,1,0
GEN-507714,Control,B02,87.44,3694956,16289,0.0636,0.1377,45.37,0.279,1944,438,0,1
GEN-502995,Control,B02,123.96,1037056,11495,0.0586,0.2032,46.4,0.27,1877,295,0,1
GEN-506960,TreatmentB,B02,97.24,433824,17154,0.0599,0.1091,46.19,0.2621,1268,543,1,1
GEN-501772,Control,B02,108.23,1429636,14709,0.0058,0.1309,45.27,0.1644,1394,340,0,1
GEN-509936,TreatmentA,B03,90.86,2512570,13682,0.0258,0.1657,45.8,0.1276,2241,1346,1,0
GEN-503169,Control,B03,89.22,1638782,14318,0.0141,0.2715,44.15,0.3176,1605,442,1,1
GEN-504035,TreatmentB,B03,81.37,2397811,14898,0.0781,0.0932,49.32,0.0527,1586,586,1,1
GEN-503999,TreatmentB,B03,121.84,1044146,14999,0.0978,0.1637,48.96,0.3409,1170,888,1,0
GEN-507302,Control,B03,79.91,3396961,12763,0.0477,0.2104,44.72,0.1247,1667,220,0,0
GEN-504844,TreatmentB,B03,76.53,2391606,17613,0.0199,0.1431,46.72,0.14,1193,1861,1,1
GEN-503482,Control,B01,78.15,2111881,12058,0.0544,0.0496,50.48,0.1354,2280,288,1,0
GEN-506304,TreatmentA,B02,112.44,691267,12162,0.0602,0.0544,46.37,0.1377,1929,374,0,1
GEN-507413,TreatmentA,B03,76.82,1939526,12067,0.1429,0.1588,45.1,0.1584,1149,1154,1,1
GEN-500366,TreatmentB,B02,102.06,1373613,18584,0.0308,0.2184,45.88,0.3885,2385,1626,1,1
GEN-504640,TreatmentA,B01,88.59,1405570,13470,0.0441,0.1003,48.09,0.2204,1897,1020,1,0
GEN-501442,Control,B02,113.6,2518532,10881,0.0973,0.1111,43.98,0.2253,1895,8,0,1
GEN-500798,Control,B02,99.82,1361752,16715,0.0874,0.0474,46.01,0.2281,1259,591,0,0
GEN-509418,TreatmentA,B01,92.92,1312099,11600,0.0234,0.0813,45.58,0.0943,1152,417,1,1
GEN-502634,Control,B02,103.91,455957,15113,0.0032,0.1083,46.27,0.3571,1684,944,1,0
GEN-500329,TreatmentA,B03,104.54,2336613,15098,0.0596,0.158,44.84,0.1418,1525,891,0,1
GEN-502397,TreatmentA,B03,94.62,2323295,16587,0.0189,0.1538,48.2,0.1539,1695,506,1,0
GEN-509282,Control,B02,82.6,2901849,11819,0.0524,0.1434,43.5,0.3343,1629,590,0,0
GEN-508045,Control,B03,93.89,1226603,14558,0.0045,0.1064,44.6,0.3267,1172,111,1,0
GEN-501075,TreatmentB,B03,102.96,1717458,18576,0.1493,0.1621,48.11,0.0754,1864,439,0,1
GEN-505983,TreatmentB,B01,111.46,1999988,16004,0.048,0.1814,46.5,0.2331,1693,819,1,0
GEN-505459,TreatmentA,B03,98.48,2426580,16408,0.0445,0.2152,40.93,0.1659,2071,971,1,0
GEN-500336,Control,B03,102.26,1724915,15689,0.0732,0.1367,47.6,0.137,1500,122,0,1
GEN-500155,TreatmentB,B01,90.88,1094022,15001,0.022,0.2386,50.99,0.2781,1271,1198,0,1
GEN-502506,TreatmentA,B01,113.87,2615889,12222,0.0514,0.1673,52.2,0.2778,1466,262,0,0
GEN-507536,Control,B02,74.57,2171727,16241,0.0138,0.1127,44.29,0.2553,1104,361,0,1
GEN-504792,TreatmentA,B03,113.27,3306630,10646,0.0759,0.1508,47.09,0.1658,1149,634,0,1
GEN-500472,TreatmentB,B02,97.58,2540241,16630,0.0371,0.1678,45.67,0.2686,1235,536,0,1
GEN-505823,TreatmentA,B03,77.83,3504512,12992,0.105,0.204,47.48,0.2168,1627,939,0,0
GEN-500810,Control,B02,102.18,917481,10161,0.0497,0.1711,46.02,0.2785,1621,1131,1,1
GEN-509093,TreatmentA,B03,103.83,1624294,12995,0.0859,0.135,47.77,0.1518,1701,598,0,1
GEN-504883,TreatmentB,B02,112.49,1213702,13869,0.0291,0.1075,44.57,0.2064,1231,628,0,0
GEN-508515,TreatmentB,B01,67.55,3147076,17060,0.0494,0.2317,47.94,0.073,2113,986,0,0
GEN-505961,TreatmentB,B02,108.58,2627876,12492,0.0513,0.1592,46.7,0.1308,1351,2092,1,1
GEN-507513,TreatmentA,B01,104.82,1067875,13180,0.0551,0.152,45.37,0.0487,1365,1003,1,1
GEN-500142,TreatmentA,B01,72.15,1546027,17423,0.0193,0.3036,46.64,0.219,1245,223,1,1
GEN-509222,TreatmentA,B02,92.83,1777433,11764,0.0195,0.1403,50.43,0.2852,2968,1601,1,0
GEN-502390,TreatmentA,B01,98.23,1529901,15384,0.1018,0.2092,45.82,0.1576,1636,241,0,1
GEN-506053,Control,B02,73.59,432900,14366,0.0084,0.2021,43.32,0.1281,1489,913,0,0
GEN-504333,Control,B01,86.59,2941135,13461,0.0074,0.0812,47.36,0.1176,1725,-7,0,1
GEN-500280,Control,B02,115.94,1469628,18458,0.0161,0.1694,47.04,0.1385,1925,-65,1,0
GEN-503733,TreatmentA,B02,92.11,2056637,11999,0.0401,0.1371,49.81,0.1964,2617,521,1,0
GEN-506562,Control,B03,114.36,1189030,12338,0.0232,0.2836,47.9,0.2371,1817,231,0,0
GEN-507328,Control,B03,113.6,2525259,16064,0.0275,0.1024,44.56,0.2598,1464,-62,1,0
GEN-509682,TreatmentB,B01,104.85,2963148,13330,0.0154,0.1982,48.73,0.2308,1360,1091,1,0
GEN-500825,TreatmentA,B01,113.54,1816165,11021,0.0045,0.1603,43.22,0.1847,2466,689,0,0
GEN-506399,TreatmentB,B02,88.58,2922686,18452,0.034,0.0863,43.48,0.3976,1231,1500,1,0
GEN-508986,TreatmentB,B02,87.78,1211656,17906,0.0642,0.1942,45.19,0.1578,1820,887,0,1
GEN-509971,Control,B01,102.74,2848728,13155,0.0657,0.0539,51.18,0.1461,1234,64,0,0
GEN-507064,Control,B02,116.54,786721,14190,0.0267,0.0832,49.73,0.249,2000,-76,0,0
GEN-502512,TreatmentB,B01,107.95,3072179,17237,0.0653,0.1334,45.14,0.3739,780,819,0,0
GEN-507870,Control,B02,119.64,1690227,15353,0.0435,0.2685,44.91,0.141,1827,30,0,0
GEN-505799,Control,B01,127.31,2191429,11102,0.05,0.1498,44.13,0.195,1750,401,0,1
GEN-509245,TreatmentB,B03,120.89,2774820,13271,0.029,0.1479,48.11,0.1157,1048,714,1,0
GEN-509362,TreatmentA,B03,106.44,886172,16868,0.009,0.1471,49.04,0.2047,1218,506,1,1
GEN-503837,TreatmentB,B03,126.76,2679937,19002,0.0302,0.0487,47.59,0.2049,2070,740,1,0
GEN-502059,Control,B03,101.24,5203881,11260,0.0807,0.3077,46.23,0.2883,1805,138,0,1
GEN-504336,TreatmentA,B02,91.6,4158334,13487,0.0479,0.2144,46.81,0.0798,1944,1066,1,0
GEN-505605,Control,B02,99.22,2152571,13552,0.0069,0.1408,45.45,0.0577,1062,412,0,1
GEN-509706,Control,B01,86.38,1245500,14870,0.0442,0.1335,49.24,0.1439,1548,227,0,0
GEN-506387,TreatmentB,B01,122.83,2810764,14211,0.0223,0.2078,48.5,0.1016,1392,686,0,0
GEN-505706,TreatmentA,B02,131.35,2035098,17830,0.0701,0.1414,47.97,0.1009,1158,195,0,1
GEN-503699,TreatmentA,B03,111.17,601799,14134,0.035,0.0735,48.17,0.3689,1259,342,1,0
GEN-508133,TreatmentA,B02,91.4,2666382,17360,0.0279,0.118,48.94,0.167,2493,490,0,1
GEN-506700,TreatmentA,B03,91.02,404528,15919,0.0491,0.1906,46.78,0.3478,1412,201,0,1
GEN-503792,Control,B01,116.06,2416411,13395,0.0672,0.0705,47.23,0.1631,2437,175,0,1
GEN-501648,TreatmentA,B02,104.69,1886019,18012,0.0391,0.1135,48.07,0.2202,2144,603,1,1
GEN-502844,TreatmentB,B01,97.74,471743,16598,0.0281,0.2003,46.35,0.2811,2203,1020,1,1
GEN-506114,TreatmentB,B02,99.75,1280766,14885,0.0313,0.1716,48.45,0.2637,1237,1028,1,0
GEN-503373,TreatmentA,B02,84.57,1900497,13467,0.0205,0.0432,48.36,0.2018,1578,220,0,0
GEN-508893,TreatmentB,B01,103.52,3747210,12699,0.0213,0.1366,44.48,0.1334,1943,693,1,0
GEN-505981,Control,B01,117.84,2497586,15523,0.0225,0.1726,47.69,0.2286,902,331,0,1
GEN-505600,TreatmentA,B02,93.02,2010883,12297,0.0898,0.1601,49.05,0.1065,1527,1603,1,0
GEN-500326,TreatmentA,B01,128.12,1500638,16529,0.0293,0.0384,46.31,0.359,1610,807,1,0
GEN-507494,Control,B02,132.88,2588772,14710,0.0371,0.1122,44.67,0.2851,1005,1196,1,0
GEN-506312,TreatmentB,B02,94.11,1474378,15679,0.0421,0.1676,47.41,0.1687,2643,771,1,0
GEN-509610,TreatmentB,B01,80.13,1914039,14196,0.0897,0.1509,49.24,0.1791,833,826,0,0
GEN-506296,TreatmentA,B02,108.89,622117,18210,0.0592,0.1686,48.98,0.0586,2027,192,0,0
GEN-502458,TreatmentA,B01,114.12,2575935,16250,0.0885,0.1447,45.29,0.1519,2199,743,1,1
GEN-503443,Control,B02,108.89,1132325,16290,0.0041,0.1502,48.95,0.18,1450,97,1,0
GEN-502898,TreatmentB,B03,95.31,2168754,12211,0.0576,0.211,44.18,0.1312,1262,728,1,0
GEN-507780,TreatmentB,B03,95.4,1984053,16002,0.0032,0.2114,44.71,0.0851,750,416,1,0
GEN-505031,Control,B01,123.1,1086462,14776,0.0243,0.1332,43.01,0.094,1471,93,1,0
GEN-505990,TreatmentB,B03,110.37,798514,18707,0.0625,0.0833,43.14,0.2728,3196,1499,1,0
GEN-504478,TreatmentA,B02,75.9,124987,18476,0.1912,0.1232,51.91,0.2864,2006,866,0,0
GEN-504149,TreatmentA,B03,112.8,1643549,15005,0.0323,0.1911,48.35,0.1391,2449,534,1,1
GEN-505594,Control,B01,96.36,1720627,14851,0.0266,0.1688,46.85,0.1617,3018,10,0,1
GEN-502242,TreatmentB,B01,77.35,826656,14715,0.0613,0.1099,44.68,0.1891,2515,1188,1,0
GEN-506982,Control,B03,112.98,1883935,11874,0.0567,0.1279,46.33,0.0389,2343,-25,0,1
GEN-502697,TreatmentB,B03,89.39,796577,14999,0.0129,0.2496,45.04,0.0838,1566,848,1,0
GEN-504795,TreatmentA,B01,92.7,1685808,12330,0.1322,0.1195,46.2,0.1937,1745,257,0,1
GEN-501497,Control,B02,121.2,1905052,15686,0.0314,0.1551,45.99,0.254,2029,187,1,1
GEN-506369,TreatmentB,B01,107.63,473721,14777,0.0472,0.1789,47.98,0.4463,876,1035,1,0
GEN-508034,TreatmentA,B01,104.16,4485784,15013,0.1456,0.1613,47.9,0.0452,1898,730,0,0
GEN-500313,TreatmentB,B02,98.81,4279841,16690,0.0467,0.103,49.99,0.1378,1840,553,1,0
GEN-500448,Control,B01,99.25,5006716,13826,0.004,0.1394,44.06,0.1645,1836,-130,0,1
GEN-505461,TreatmentB,B01,74.15,2678967,13782,0.0128,0.0587,43.27,0.3837,1654,538,1,0
GEN-508411,TreatmentA,B02,70.69,3373633,15338,0.0326,0.0996,46.8,0.2491,3241,177,0,1
GEN-501741,TreatmentB,B03,101.18,2177797,17452,0.0417,0.2415,43.71,0.178,1480,1145,1,0
GEN-501091,TreatmentA,B02,106.33,212707,14247,0.0367,0.1037,47.06,0.363,1120,399,0,0
GEN-506234,Control,B02,128.99,522626,15157,0.0641,0.2006,46.07,0.2523,2646,91,0,1
GEN-500244,TreatmentA,B03,87.69,1037830,13745,0.0674,0.1362,49.75,0.1738,935,754,0,0
GEN-502192,TreatmentA,B03,89.9,1551389,16228,0.0364,0.0893,48.26,0.1396,2586,527,0,1
GEN-501727,TreatmentA,B02,83.65,788321,14512,0.0657,0.0338,43.54,0.1552,2183,803,1,0
GEN-507906,TreatmentB,B02,114.68,2608612,14504,0.0532,0.0886,44.38,0.0953,1697,847,1,1
GEN-508104,TreatmentA,B02,112.07,1755248,16679,0.0292,0.0991,42.83,0.3274,1671,607,1,0
GEN-507828,TreatmentA,B01,80.22,1772504,18230,0.0555,0.1351,45.91,0.1375,1691,636,1,1
GEN-500547,TreatmentB,B01,97.35,2741965,14980,0.0337,0.234,44.4,0.2211,1448,1214,1,0
GEN-505160,TreatmentB,B02,83.88,3040728,15336,0.1071,0.1219,44.57,0.0232,2985,586,1,0
GEN-507932,Control,B01,75.92,2446771,14933,0.0557,0.1363,46.03,0.1845,2528,376,0,1
GEN-509004,TreatmentA,B01,93.44,2373296,14599,0.0599,0.1566,47.43,0.1141,1610,491,0,0
GEN-501385,TreatmentB,B01,111.34,2821623,13550,0.0077,0.1019,46.24,0.4042,2564,745,0,0
GEN-507765,Control,B02,109.36,1236370,14133,0.0267,0.2873,46.42,0.0938,1006,3,0,1
GEN-504924,Control,B02,148.56,580916,12956,0.0374,0.2246,48.04,0.0787,2212,217,1,0
GEN-508392,TreatmentA,B03,88.9,911658,17273,0.0995,0.1605,51.18,0.1842,3006,438,0,0
GEN-507647,TreatmentB,B02,93.65,2474603,16942,0.1092,0.0422,49.1,0.4048,2904,535,0,0
GEN-509491,TreatmentB,B01,94.99,1516913,15974,0.0588,0.2125,43.14,0.225,2957,809,1,0
GEN-502811,TreatmentB,B02,105.49,3532865,19219,0.0792,0.0746,43.5,0.3265,2482,468,1,0
GEN-501597,TreatmentB,B01,100.1,2386019,13726,0.0345,0.2305,45.95,0.1434,1254,969,1,0
GEN-506811,TreatmentA,B02,96.35,1194016,13602,0.0384,0.2002,47.6,0.594,1600,1047,1,1
GEN-505271,TreatmentA,B03,74.77,404223,13809,0.0172,0.1858,47.78,0.1274,1638,322,0,1
GEN-501448,Control,B02,70.61,509687,13629,0.038,0.2046,46.28,0.0657,1059,727,0,1
GEN-502374,TreatmentA,B01,88.7,352252,15417,0.0743,0.1401,47.64,0.1171,1855,609,1,1
GEN-508085,TreatmentA,B03,91.31,1608120,17587,0.0394,0.1882,47.51,0.3397,1355,228,1,1
GEN-503940,TreatmentB,B03,105.58,3979557,16333,0.046,0.0565,50.56,0.3798,2323,1518,1,0
GEN-508271,TreatmentA,B02,91.38,1028791,13324,0.0593,0.0464,46.39,0.0449,953,571,0,1
GEN-506704,Control,B02,95.4,3238138,13756,0.012,0.1068,47.07,0.3316,1597,177,0,0
GEN-505575,TreatmentB,B03,61.72,3046774,11598,0.0207,0.1065,42.26,0.1174,1269,433,0,0
GEN-501570,Control,B02,96.25,1172442,15530,0.014,0.2152,44.09,0.1685,1192,205,0,0
GEN-501787,TreatmentA,B01,95.76,1151319,16098,0.0331,0.1845,48.11,0.1503,1979,380,1,1
GEN-502448,Control,B01,86.61,1931237,14213,0.0525,0.0875,47.98,0.2527,1094,247,0,0
GEN-506498,TreatmentB,B02,80.37,617786,17198,0.0324,0.0458,44.41,0.1073,1104,571,1,1
GEN-506417,TreatmentB,B01,86.72,1402482,14155,0.074,0.1211,43.61,0.3699,1350,1398,0,0
GEN-506437,TreatmentA,B01,77.62,4418951,13370,0.0757,0.1417,42.01,0.347,1340,765,0,0
GEN-503546,TreatmentA,B02,100.81,1382334,11453,0.0496,0.1056,46.39,0.1041,1336,262,0,1
GEN-505793,TreatmentB,B03,89.41,1699447,17952,0.0712,0.0727,45.51,0.1458,704,865,1,1
GEN-507674,TreatmentA,B01,116.52,946602,18236,0.0373,0.1289,46.96,0.0461,1127,769,0,1
GEN-509704,Control,B01,89.21,2568733,8677,0.0835,0.0609,47.31,0.0753,1446,297,0,1
GEN-508086,Control,B02,104.82,1183648,12853,0.0431,0.1024,49.73,0.1809,2514,254,1,0
GEN-508545,TreatmentB,B01,92.33,1749091,18101,0.0352,0.1193,45.48,0.3089,1327,592,1,1
GEN-505729,Control,B03,87.99,2280945,12031,0.0568,0.1638,46.34,0.1822,1788,224,1,1
GEN-503386,TreatmentA,B02,74.45,1979902,18367,0.0524,0.1292,50.75,0.0705,1816,1112,0,0
GEN-509559,TreatmentB,B03,88.2,218903,16064,0.0264,0.2404,43.1,0.147,925,690,1,0
GEN-504551,TreatmentB,B02,96.39,828071,13341,0.0233,0.07,44.42,0.1476,2201,696,0,0
GEN-508961,TreatmentB,B01,101.92,680429,15130,0.055,0.2481,46.38,0.4908,1182,812,0,1
GEN-507867,TreatmentB,B01,90.65,1475734,19047,0.0252,0.2681,48.09,0.0731,2032,400,1,0
GEN-504126,Control,B03,101.77,1654939,11047,0.1032,0.1553,49.78,0.2807,1614,378,0,0
GEN-508927,TreatmentA,B01,63.17,1910839,14452,0.0046,0.2053,48.48,0.3311,1397,255,1,1
GEN-508375,Control,B01,109.9,833741,13429,0.0078,0.1363,41.95,0.2905,2832,1159,1,0
GEN-509368,Control,B02,116.27,1310771,11814,0.0615,0.1898,44.17,0.1251,1449,655,0,0
GEN-500576,Control,B03,83.82,1036669,16641,0.0546,0.1627,47.64,0.2161,1058,159,0,1
GEN-503859,TreatmentA,B02,109.74,2146954,17077,0.0963,0.1248,50.57,0.1207,1388,1139,1,0
GEN-507861,TreatmentB,B03,94.11,2401960,14830,0.0753,0.1709,46.7,0.3039,1280,1291,1,1
GEN-502424,Control,B02,111.99,2058721,15236,0.0342,0.106,46.46,0.3345,2385,846,1,0
GEN-501318,TreatmentA,B03,129.54,681916,15917,0.0276,0.0781,51.31,0.1864,1730,499,1,0
GEN-509736,Control,B01,79.09,2394255,16114,0.0342,0.105,47.43,0.1485,1065,357,1,0
GEN-501789,Control,B02,106.14,1967326,12926,0.0205,0.0283,46.58,0.2193,1505,1266,1,1
GEN-508256,TreatmentA,B01,94.31,1911732,13914,0.0544,0.2673,45.51,0.2129,1743,363,0,1
GEN-506118,TreatmentB,B01,69.18,1681636,16703,0.0154,0.1653,48.68,0.2394,2528,739,1,1
GEN-502530,TreatmentA,B01,85.78,1647064,9234,0.0923,0.186,45.08,0.2062,2054,352,0,1
GEN-506922,TreatmentA,B03,105.85,368743,15159,0.0182,0.1624,45.03,0.0289,1838,1259,1,0
GEN-503303,TreatmentA,B01,105.92,1402975,19741,0.0392,0.1889,47.4,0.2612,1704,970,1,1
GEN-501317,TreatmentB,B02,81.64,1273560,16748,0.0634,0.2617,45.8,0.2027,2079,686,1,1
GEN-506326,Control,B02,97.22,2361592,11989,0.0573,0.2333,46.22,0.1058,1780,-8,0,0
GEN-500321,TreatmentA,B01,79.99,1348862,13848,0.0056,0.2224,47.57,0.1277,1912,933,0,0
GEN-508327,TreatmentB,B01,87.35,764778,14553,0.0837,0.0862,45.9,0.1237,865,647,0,1
GEN-504608,TreatmentB,B02,118.52,1533854,16446,0.049,0.1258,46.52,0.3094,1221,1174,1,1
GEN-508715,TreatmentB,B01,111.28,3009570,16886,0.0556,0.1025,48.43,0.3521,1756,930,0,0
GEN-501208,Control,B01,91.62,446211,14806,0.019,0.1326,45.63,0.1131,1611,935,1,1
GEN-504642,TreatmentB,B01,106.82,1353265,15722,0.0776,0.0956,48.8,0.1396,1589,1411,0,0
GEN-505920,Control,B02,92.74,2685906,11706,0.0513,0.1714,43.12,0.1375,825,384,0,0
GEN-508923,Control,B01,107.73,533468,12008,0.0333,0.1311,44.76,0.38,1773,1017,0,1
GEN-504199,TreatmentB,B02,113.46,490779,18449,0.0264,0.0505,45.45,0.147,1898,768,1,1
GEN-501551,TreatmentA,B03,118.66,2237833,16807,0.0163,0.2227,42.39,0.1889,951,219,1,0
GEN-503053,TreatmentB,B01,77.1,1033242,13079,0.0626,0.1908,46.62,0.1719,2138,794,0,0
GEN-501694,TreatmentB,B01,112.09,2252689,13469,0.0734,0.1161,43.96,0.4586,1059,719,0,0
GEN-506964,TreatmentA,B02,98.73,1976225,17258,0.0193,0.1389,44.91,0.0574,2302,429,1,1
GEN-503451,TreatmentB,B03,127.99,777697,15861,0.0369,0.1153,48.46,0.1266,2662,542,0,1
GEN-502376,Control,B03,102.14,1610562,12061,0.0147,0.3333,44.21,0.1677,761,930,1,1
GEN-503137,TreatmentA,B02,90.52,2330173,12183,0.0261,0.0456,47.21,0.2655,1265,276,0,0
GEN-504332,TreatmentA,B02,92.56,896793,13051,0.0627,0.083,47.1,0.1226,3697,758,1,1
GEN-502726,TreatmentA,B01,105.24,440501,10147,0.035,0.066,42.27,0.3689,1143,374,1,0
GEN-501830,TreatmentA,B02,70.94,1404380,18548,0.0112,0.153,49.7,0.3205,1414,558,1,0
GEN-505143,TreatmentA,B01,113.02,1678411,12798,0.0106,0.1239,44.41,0.2985,2215,1077,1,1
GEN-501438,TreatmentA,B02,111.36,1460031,16162,0.1175,0.1279,47.68,0.3237,1107,821,0,1
GEN-507561,Control,B03,86.56,3286679,15477,0.043,0.2279,47.75,0.0455,1342,741,1,0
GEN-504468,TreatmentB,B03,98.24,1529942,18073,0.0559,0.1897,45.78,0.1849,1232,1540,1,1
GEN-506575,TreatmentA,B02,93.54,1283109,14853,0.0601,0.1223,47.8,0.2687,2009,248,0,0
GEN-501409,TreatmentB,B01,90.09,1437243,15856,0.038,0.213,45.33,0.126,1078,1233,1,0
GEN-502760,Control,B01,81.95,1864819,16650,0.0121,0.0763,48.18,0.2716,1208,101,1,0
GEN-503328,TreatmentA,B01,88.1,2184283,16056,0.0102,0.0855,43.65,0.219,2010,457,1,0
GEN-506119,Control,B01,100.64,1492611,15306,0.12,0.1092,48.99,0.2663,2642,463,0,0
GEN-500957,Control,B01,99.66,1982405,15154,0.0699,0.3515,49.42,0.0199,1106,222,1,0
GEN-506913,TreatmentA,B02,69.11,2054272,12333,0.0581,0.0991,45.93,0.1611,1317,653,0,1
